"","Municipal","County","State","Region","Five_Year_Range","Civilian_Pop","Vet_Pop","Percent_Vet","Margin_Error_Percent"
"1656","Southampton","Hampshire County","MA","Southampton","2010-2014",4680,601,12.8,3.4
"1657","South Hadley","Hampshire County","MA","South Hadley","2010-2014",14974,1443,9.6,1.4
"1658","Ware","Hampshire County","MA","Ware","2010-2014",7750,616,7.9,1.8
"1659","Westhampton","Hampshire County","MA","Westhampton","2010-2014",1285,92,7.2,2.5
"1660","Williamsburg","Hampshire County","MA","Williamsburg","2010-2014",2167,182,8.4,2.4
"1661","Worthington","Hampshire County","MA","Worthington","2010-2014",991,106,10.7,2.6
"1662","Acton","Middlesex County","MA","Acton","2010-2014",16471,847,5.1,1.2
"1663","Arlington","Middlesex County","MA","Arlington","2010-2014",34303,1820,5.3,0.8
"1664","Ashby","Middlesex County","MA","Ashby","2010-2014",2522,225,8.9,2.3
"1665","Ashland","Middlesex County","MA","Ashland","2010-2014",13024,879,6.7,1.4
"1666","Ayer","Middlesex County","MA","Ayer","2010-2014",6103,621,10.2,2.9
"1667","Bedford","Middlesex County","MA","Bedford","2010-2014",10250,952,9.3,2.3
"1668","Belmont","Middlesex County","MA","Belmont","2010-2014",19019,955,5,0.7
"1669","Billerica","Middlesex County","MA","Billerica","2010-2014",32607,2763,8.5,0.8
"1670","Boxborough","Middlesex County","MA","Boxborough","2010-2014",3855,222,5.8,1.5
"1671","Burlington","Middlesex County","MA","Burlington","2010-2014",19813,1586,8,1.2
"1672","Cambridge","Middlesex County","MA","Cambridge","2010-2014",93985,2383,2.5,0.3
"1673","Carlisle","Middlesex County","MA","Carlisle","2010-2014",3650,282,7.7,2.4
"1674","Chelmsford","Middlesex County","MA","Chelmsford","2010-2014",27221,2208,8.1,1
"1675","Concord","Middlesex County","MA","Concord","2010-2014",14584,1092,7.5,1.2
"1676","Dracut","Middlesex County","MA","Dracut","2010-2014",23261,1817,7.8,1.2
"1677","Dunstable","Middlesex County","MA","Dunstable","2010-2014",2432,145,6,1.8
"1678","Everett","Middlesex County","MA","Everett","2010-2014",33128,1616,4.9,0.8
"1679","Framingham","Middlesex County","MA","Framingham","2010-2014",54945,2947,5.4,0.5
"1680","Groton","Middlesex County","MA","Groton","2010-2014",8189,564,6.9,1.8
"1681","Holliston","Middlesex County","MA","Holliston","2010-2014",10222,871,8.5,1.7
"1682","Hopkinton","Middlesex County","MA","Hopkinton","2010-2014",10783,771,7.2,1.5
"1683","Hudson","Middlesex County","MA","Hudson","2010-2014",15428,1051,6.8,1.1
"1684","Lexington","Middlesex County","MA","Lexington","2010-2014",23831,1185,5,0.7
"1685","Lincoln","Middlesex County","MA","Lincoln","2010-2014",4543,597,13.1,3.1
"1686","Littleton","Middlesex County","MA","Littleton","2010-2014",7030,383,5.4,1.4
"1687","Lowell","Middlesex County","MA","Lowell","2010-2014",84075,4406,5.2,0.6
"1688","Malden","Middlesex County","MA","Malden","2010-2014",48792,1830,3.8,0.6
"1689","Marlborough","Middlesex County","MA","Marlborough","2010-2014",31109,2238,7.2,0.9
"1690","Maynard","Middlesex County","MA","Maynard","2010-2014",8093,747,9.2,2.5
"1691","Medford","Middlesex County","MA","Medford","2010-2014",48231,2456,5.1,0.7
"1692","Melrose","Middlesex County","MA","Melrose","2010-2014",21781,1518,7,1
"1693","Natick","Middlesex County","MA","Natick","2010-2014",26041,1750,6.7,0.8
"1694","Newton","Middlesex County","MA","Newton","2010-2014",67650,2984,4.4,0.5
"1695","North Reading","Middlesex County","MA","North Reading","2010-2014",11713,632,5.4,1.2
"1696","Pepperell","Middlesex County","MA","Pepperell","2010-2014",8788,741,8.4,1.7
"1697","Reading","Middlesex County","MA","Reading","2010-2014",18907,1353,7.2,1.2
"1698","Sherborn","Middlesex County","MA","Sherborn","2010-2014",2983,151,5.1,1.8
"1699","Shirley","Middlesex County","MA","Shirley","2010-2014",5941,533,9,3.6
"1700","Somerville","Middlesex County","MA","Somerville","2010-2014",66986,2248,3.4,0.5
"1701","Stoneham","Middlesex County","MA","Stoneham","2010-2014",17756,1491,8.4,1.1
"1702","Stow","Middlesex County","MA","Stow","2010-2014",5006,437,8.7,2.6
"1703","Sudbury","Middlesex County","MA","Sudbury","2010-2014",12639,713,5.6,1
"1704","Tewksbury","Middlesex County","MA","Tewksbury","2010-2014",23594,1789,7.6,1.1
"1705","Townsend","Middlesex County","MA","Townsend","2010-2014",6887,595,8.6,1.5
"1706","Tyngsborough","Middlesex County","MA","Tyngsborough","2010-2014",9167,652,7.1,1.6
"1707","Wakefield","Middlesex County","MA","Wakefield","2010-2014",20465,1541,7.5,1.2
"1708","Waltham","Middlesex County","MA","Waltham","2010-2014",52846,2512,4.8,0.5
"1709","Watertown","Middlesex County","MA","Watertown","2010-2014",27662,1367,4.9,1
"1710","Wayland","Middlesex County","MA","Wayland","2010-2014",9924,811,8.2,1.6
"1711","Westford","Middlesex County","MA","Westford","2010-2014",16075,1019,6.3,1.1
"1712","Weston","Middlesex County","MA","Weston","2010-2014",8352,628,7.5,1.5
"1713","Wilmington","Middlesex County","MA","Wilmington","2010-2014",17279,1633,9.5,1.4
"1714","Winchester","Middlesex County","MA","Winchester","2010-2014",15563,1059,6.8,1.1
"1715","Woburn","Middlesex County","MA","Woburn","2010-2014",31259,2107,6.7,0.9
"1716","Nantucket","Nantucket County","MA","Nantucket","2010-2014",8236,495,6,1.4
"1717","Avon","Norfolk County","MA","Avon","2010-2014",3565,327,9.2,2.3
"1718","Bellingham","Norfolk County","MA","Bellingham","2010-2014",13017,1219,9.4,2
"1719","Braintree","Norfolk County","MA","Braintree","2010-2014",28406,2224,7.8,0.8
"1720","Brookline","Norfolk County","MA","Brookline","2010-2014",48142,1486,3.1,0.5
"1721","Canton","Norfolk County","MA","Canton","2010-2014",17038,1301,7.6,1.2
"1722","Cohasset","Norfolk County","MA","Cohasset","2010-2014",5836,441,7.6,1.8
"1723","Dedham","Norfolk County","MA","Dedham","2010-2014",20000,1344,6.7,0.8
"1724","Dover","Norfolk County","MA","Dover","2010-2014",3980,211,5.3,1.6
"1725","Foxborough","Norfolk County","MA","Foxborough","2010-2014",13126,879,6.7,1.2
"1726","Franklin","Norfolk County","MA","Franklin","2010-2014",23637,1442,6.1,1
"1727","Holbrook","Norfolk County","MA","Holbrook","2010-2014",9026,921,10.2,2.1
"1728","Medfield","Norfolk County","MA","Medfield","2010-2014",8608,620,7.2,1.4
"1729","Medway","Norfolk County","MA","Medway","2010-2014",9606,676,7,1.9
"1730","Millis","Norfolk County","MA","Millis","2010-2014",6112,446,7.3,2.4
"1731","Milton","Norfolk County","MA","Milton","2010-2014",20350,1348,6.6,1.1
"1732","Needham","Norfolk County","MA","Needham","2010-2014",21517,1407,6.5,1
"1733","Norfolk","Norfolk County","MA","Norfolk","2010-2014",9005,518,5.8,1.2
"1734","Norwood","Norfolk County","MA","Norwood","2010-2014",22716,1626,7.2,0.9
"1735","Plainville","Norfolk County","MA","Plainville","2010-2014",6763,374,5.5,2
"1736","Quincy","Norfolk County","MA","Quincy","2010-2014",77554,5178,6.7,0.7
"1737","Randolph","Norfolk County","MA","Randolph","2010-2014",26213,1686,6.4,1
"1738","Sharon","Norfolk County","MA","Sharon","2010-2014",12846,816,6.4,1.4
"1739","Stoughton","Norfolk County","MA","Stoughton","2010-2014",22189,1699,7.7,1.2
"1740","Walpole","Norfolk County","MA","Walpole","2010-2014",18868,1596,8.5,1.1
"1741","Wellesley","Norfolk County","MA","Wellesley","2010-2014",21106,1113,5.3,0.7
"1742","Westwood","Norfolk County","MA","Westwood","2010-2014",10642,775,7.3,1.4
"1743","Weymouth","Norfolk County","MA","Weymouth","2010-2014",43587,4097,9.4,0.8
"1744","Wrentham","Norfolk County","MA","Wrentham","2010-2014",8297,553,6.7,1.1
"1745","Abington","Plymouth County","MA","Abington","2010-2014",12627,1086,8.6,1.7
"1746","Bridgewater","Plymouth County","MA","Bridgewater","2010-2014",21994,1861,8.5,1.2
"1747","Brockton","Plymouth County","MA","Brockton","2010-2014",69455,4636,6.7,0.6
"1748","Carver","Plymouth County","MA","Carver","2010-2014",9068,862,9.5,2.1
"1749","Duxbury","Plymouth County","MA","Duxbury","2010-2014",10934,879,8,1.3
"1750","East Bridgewater","Plymouth County","MA","East Bridgewater","2010-2014",10897,965,8.9,1.5
"1751","Halifax","Plymouth County","MA","Halifax","2010-2014",5925,485,8.2,2.2
"1752","Hanover","Plymouth County","MA","Hanover","2010-2014",10346,637,6.2,1.7
"1753","Hanson","Plymouth County","MA","Hanson","2010-2014",7821,607,7.8,1.3
"1754","Hingham","Plymouth County","MA","Hingham","2010-2014",16605,1401,8.4,1.3
"1755","Hull","Plymouth County","MA","Hull","2010-2014",8614,871,10.1,1.6
"1756","Kingston","Plymouth County","MA","Kingston","2010-2014",10085,1077,10.7,2
"1757","Lakeville","Plymouth County","MA","Lakeville","2010-2014",8356,864,10.3,1.9
"1758","Marion","Plymouth County","MA","Marion","2010-2014",3854,401,10.4,2.8
"1759","Marshfield","Plymouth County","MA","Marshfield","2010-2014",19248,1843,9.6,1.3
"1760","Mattapoisett","Plymouth County","MA","Mattapoisett","2010-2014",4648,577,12.4,3.3
"1761","Middleborough","Plymouth County","MA","Middleborough","2010-2014",18316,2138,11.7,1.4
"1762","Norwell","Plymouth County","MA","Norwell","2010-2014",7663,586,7.6,1.4
"1763","Pembroke","Plymouth County","MA","Pembroke","2010-2014",13411,1089,8.1,1.4
"1764","Plymouth","Plymouth County","MA","Plymouth","2010-2014",45449,4504,9.9,0.9
"1765","Plympton","Plymouth County","MA","Plympton","2010-2014",2305,274,11.9,2.3
"1766","Rochester","Plymouth County","MA","Rochester","2010-2014",4026,445,11.1,2.3
"1767","Rockland","Plymouth County","MA","Rockland","2010-2014",13862,1180,8.5,1.5
"1768","Scituate","Plymouth County","MA","Scituate","2010-2014",13514,1206,8.9,1.3
"1769","Wareham","Plymouth County","MA","Wareham","2010-2014",18313,1901,10.4,1.7
"1770","West Bridgewater","Plymouth County","MA","West Bridgewater","2010-2014",5361,616,11.5,2.5
"1771","Whitman","Plymouth County","MA","Whitman","2010-2014",11292,1067,9.4,1.7
"1772","Boston","Suffolk County","MA","Boston","2010-2014",532687,18270,3.4,0.2
"1773","Chelsea","Suffolk County","MA","Chelsea","2010-2014",27263,861,3.2,0.9
"1774","Revere","Suffolk County","MA","Revere","2010-2014",43209,2006,4.6,0.7
"1775","Winthrop","Suffolk County","MA","Winthrop","2010-2014",14548,1190,8.2,1.1
"1776","Ashburnham","Worcester County","MA","Ashburnham","2010-2014",4759,405,8.5,2.7
"1777","Athol","Worcester County","MA","Athol","2010-2014",9149,993,10.9,1.6
"1778","Auburn","Worcester County","MA","Auburn","2010-2014",13037,1200,9.2,1.4
"1779","Barre","Worcester County","MA","Barre","2010-2014",3985,368,9.2,2.8
"1780","Berlin","Worcester County","MA","Berlin","2010-2014",2334,254,10.9,2.8
"1781","Blackstone","Worcester County","MA","Blackstone","2010-2014",7050,585,8.3,2
"1782","Bolton","Worcester County","MA","Bolton","2010-2014",3608,246,6.8,1.6
"1783","Boylston","Worcester County","MA","Boylston","2010-2014",3385,269,7.9,2.4
"1784","Brookfield","Worcester County","MA","Brookfield","2010-2014",2684,301,11.2,2.7
"1785","Charlton","Worcester County","MA","Charlton","2010-2014",10067,798,7.9,1.8
"1786","Clinton","Worcester County","MA","Clinton","2010-2014",11152,1036,9.3,1.8
"1787","Douglas","Worcester County","MA","Douglas","2010-2014",6214,497,8,2.4
"1788","Dudley","Worcester County","MA","Dudley","2010-2014",8881,720,8.1,1.9
"1789","East Brookfield","Worcester County","MA","East Brookfield","2010-2014",1837,157,8.5,2.5
"1790","Fitchburg","Worcester County","MA","Fitchburg","2010-2014",31396,2320,7.4,1
"1791","Gardner","Worcester County","MA","Gardner","2010-2014",16005,1904,11.9,1.6
"1792","Grafton","Worcester County","MA","Grafton","2010-2014",13481,888,6.6,1.2
"1793","Hardwick","Worcester County","MA","Hardwick","2010-2014",2453,355,14.5,3.7
"1794","Harvard","Worcester County","MA","Harvard","2010-2014",5051,511,10.1,2.1
"1795","Holden","Worcester County","MA","Holden","2010-2014",13525,1070,7.9,1.1
"1796","Hopedale","Worcester County","MA","Hopedale","2010-2014",4400,282,6.4,2.5
"1797","Hubbardston","Worcester County","MA","Hubbardston","2010-2014",3310,358,10.8,2.4
"1798","Lancaster","Worcester County","MA","Lancaster","2010-2014",6405,563,8.8,2.5
"1799","Leicester","Worcester County","MA","Leicester","2010-2014",9184,922,10,1.8
"1800","Leominster","Worcester County","MA","Leominster","2010-2014",32546,3146,9.7,1.2
"1801","Lunenburg","Worcester County","MA","Lunenburg","2010-2014",8429,801,9.5,2.1
"1802","Mendon","Worcester County","MA","Mendon","2010-2014",4329,287,6.6,2.1
"1803","Milford","Worcester County","MA","Milford","2010-2014",21581,1567,7.3,1.2
"1804","Millbury","Worcester County","MA","Millbury","2010-2014",10622,1001,9.4,1.7
"1805","Millville","Worcester County","MA","Millville","2010-2014",2365,219,9.3,3.2
"1806","New Braintree","Worcester County","MA","New Braintree","2010-2014",836,91,10.9,2.6
"1807","Northborough","Worcester County","MA","Northborough","2010-2014",11075,872,7.9,1.3
"1808","Northbridge","Worcester County","MA","Northbridge","2010-2014",12000,1172,9.8,2
"1809","North Brookfield","Worcester County","MA","North Brookfield","2010-2014",3634,338,9.3,3.3
"1810","Oakham","Worcester County","MA","Oakham","2010-2014",1407,119,8.5,2.1
"1811","Oxford","Worcester County","MA","Oxford","2010-2014",10509,1047,10,2.1
"1812","Paxton","Worcester County","MA","Paxton","2010-2014",3862,222,5.7,1.8
"1813","Petersham","Worcester County","MA","Petersham","2010-2014",1058,118,11.2,2.9
"1814","Phillipston","Worcester County","MA","Phillipston","2010-2014",1305,128,9.8,2.9
"1815","Princeton","Worcester County","MA","Princeton","2010-2014",2599,173,6.7,1.9
"1816","Royalston","Worcester County","MA","Royalston","2010-2014",989,145,14.7,3.2
"1817","Rutland","Worcester County","MA","Rutland","2010-2014",6115,862,14.1,3.7
"1818","Shrewsbury","Worcester County","MA","Shrewsbury","2010-2014",26684,2129,8,1.2
"1819","Southborough","Worcester County","MA","Southborough","2010-2014",7128,398,5.6,1.3
"1820","Southbridge","Worcester County","MA","Southbridge","2010-2014",12880,1081,8.4,1.4
"1821","Spencer","Worcester County","MA","Spencer","2010-2014",9214,1196,13,2.3
"1822","Sterling","Worcester County","MA","Sterling","2010-2014",5902,462,7.8,2
"1823","Sturbridge","Worcester County","MA","Sturbridge","2010-2014",6909,592,8.6,1.9
"1824","Sutton","Worcester County","MA","Sutton","2010-2014",6818,554,8.1,2
"1825","Templeton","Worcester County","MA","Templeton","2010-2014",6370,759,11.9,3.1
"1826","Upton","Worcester County","MA","Upton","2010-2014",5492,375,6.8,1.9
"1827","Uxbridge","Worcester County","MA","Uxbridge","2010-2014",10508,853,8.1,1.8
"1828","Warren","Worcester County","MA","Warren","2010-2014",3912,515,13.2,4.4
"1829","Webster","Worcester County","MA","Webster","2010-2014",13503,1313,9.7,1.6
"1830","Westborough","Worcester County","MA","Westborough","2010-2014",14060,659,4.7,1.1
"1831","West Boylston","Worcester County","MA","West Boylston","2010-2014",6632,568,8.6,1.5
"1832","West Brookfield","Worcester County","MA","West Brookfield","2010-2014",3080,289,9.4,2.7
"1833","Westminster","Worcester County","MA","Westminster","2010-2014",5834,644,11,3.3
"1834","Winchendon","Worcester County","MA","Winchendon","2010-2014",8051,792,9.8,2.3
"1835","Worcester","Worcester County","MA","Worcester","2010-2014",142424,8741,6.1,0.4
"1836",NA,"NA County",NA,"United States","2011-2015",241816698,20108332,8.3,0.1
"1837",NA,"NA County","MA","MA","2011-2015",5303395,355083,6.7,0.1
"1838",NA,"Barnstable County","MA","Barnstable County","2011-2015",179448,20052,11.2,0.4
"1839",NA,"Berkshire County","MA","Berkshire County","2011-2015",105622,10062,9.5,0.5
"1840",NA,"Bristol County","MA","Bristol County","2011-2015",434348,31725,7.3,0.2
"1841",NA,"Dukes County","MA","Dukes County","2011-2015",13869,733,5.3,1.1
"1842",NA,"Essex County","MA","Essex County","2011-2015",593636,39966,6.7,0.1
"1843",NA,"Franklin County","MA","Franklin County","2011-2015",57900,5599,9.7,0.5
"1844",NA,"Hampden County","MA","Hampden County","2011-2015",361046,30575,8.5,0.3
"1845",NA,"Hampshire County","MA","Hampshire County","2011-2015",135365,9639,7.1,0.4
"1846",NA,"Middlesex County","MA","Middlesex County","2011-2015",1232059,67017,5.4,0.1
"1847",NA,"Nantucket County","MA","Nantucket County","2011-2015",8311,498,6,1.2
"1848",NA,"Norfolk County","MA","Norfolk County","2011-2015",536974,35124,6.5,0.2
"1849",NA,"Plymouth County","MA","Plymouth County","2011-2015",388134,32475,8.4,0.3
"1850",NA,"Suffolk County","MA","Suffolk County","2011-2015",627159,22034,3.5,0.2
"1851",NA,"Worcester County","MA","Worcester County","2011-2015",629524,49584,7.9,0.2
"1852","Barnstable","Barnstable County","MA","Barnstable","2011-2015",36927,3824,10.4,0.8
"1853","Bourne","Barnstable County","MA","Bourne","2011-2015",16071,1738,10.8,1.4
"1854","Brewster","Barnstable County","MA","Brewster","2011-2015",8318,1000,12,2.5
"1855","Chatham","Barnstable County","MA","Chatham","2011-2015",5318,725,13.6,2.4
"1856","Dennis","Barnstable County","MA","Dennis","2011-2015",12407,1566,12.6,1.7
"1857","Eastham","Barnstable County","MA","Eastham","2011-2015",4414,522,11.8,2.7
"1858","Falmouth","Barnstable County","MA","Falmouth","2011-2015",26027,2904,11.2,1.1
"1859","Harwich","Barnstable County","MA","Harwich","2011-2015",10258,1085,10.6,1.6
"1860","Mashpee","Barnstable County","MA","Mashpee","2011-2015",11490,1441,12.5,1.7
"1861","Orleans","Barnstable County","MA","Orleans","2011-2015",5249,590,11.2,2.2
"1862","Provincetown","Barnstable County","MA","Provincetown","2011-2015",2799,252,9,2.6
"1863","Sandwich","Barnstable County","MA","Sandwich","2011-2015",15899,1761,11.1,1.2
"1864","Truro","Barnstable County","MA","Truro","2011-2015",1485,82,5.5,3.2
"1865","Wellfleet","Barnstable County","MA","Wellfleet","2011-2015",2662,197,7.4,2.9
"1866","Yarmouth","Barnstable County","MA","Yarmouth","2011-2015",20124,2365,11.8,1.3
"1867","Adams","Berkshire County","MA","Adams","2011-2015",6674,645,9.7,1.6
"1868","Alford","Berkshire County","MA","Alford","2011-2015",406,51,12.6,4.6
"1869","Becket","Berkshire County","MA","Becket","2011-2015",1518,145,9.6,2.3
"1870","Cheshire","Berkshire County","MA","Cheshire","2011-2015",2569,351,13.7,3.6
"1871","Clarksburg","Berkshire County","MA","Clarksburg","2011-2015",1297,152,11.7,2.9
"1872","Dalton","Berkshire County","MA","Dalton","2011-2015",5431,567,10.4,2.9
"1873","Egremont","Berkshire County","MA","Egremont","2011-2015",985,133,13.5,5.4
"1874","Florida","Berkshire County","MA","Florida","2011-2015",582,36,6.2,2.5
"1875","Great Barrington","Berkshire County","MA","Great Barrington","2011-2015",5705,305,5.3,1.9
"1876","Hancock","Berkshire County","MA","Hancock","2011-2015",568,56,9.9,3.9
"1877","Hinsdale","Berkshire County","MA","Hinsdale","2011-2015",1661,154,9.3,2.6
"1878","Lanesborough","Berkshire County","MA","Lanesborough","2011-2015",2322,189,8.1,3.4
"1879","Lee","Berkshire County","MA","Lee","2011-2015",4897,552,11.3,3.1
"1880","Lenox","Berkshire County","MA","Lenox","2011-2015",4100,510,12.4,3.1
"1881","Monterey","Berkshire County","MA","Monterey","2011-2015",731,113,15.5,8.8
"1882","Mount Washington","Berkshire County","MA","Mount Washington","2011-2015",146,15,10.3,5.9
"1883","New Ashford","Berkshire County","MA","New Ashford","2011-2015",237,15,6.3,3.3
"1884","New Marlborough","Berkshire County","MA","New Marlborough","2011-2015",1236,130,10.5,2.9
"1885","North Adams","Berkshire County","MA","North Adams","2011-2015",11277,1100,9.8,1.9
"1886","Otis","Berkshire County","MA","Otis","2011-2015",1285,162,12.6,3.6
"1887","Peru","Berkshire County","MA","Peru","2011-2015",723,46,6.4,2.5
"1888","Pittsfield","Berkshire County","MA","Pittsfield","2011-2015",35166,3183,9.1,0.9
"1889","Richmond","Berkshire County","MA","Richmond","2011-2015",1285,126,9.8,2.2
"1890","Sandisfield","Berkshire County","MA","Sandisfield","2011-2015",720,91,12.6,4.7
"1891","Savoy","Berkshire County","MA","Savoy","2011-2015",623,81,13,4
"1892","Sheffield","Berkshire County","MA","Sheffield","2011-2015",2671,313,11.7,3.6
"1893","Stockbridge","Berkshire County","MA","Stockbridge","2011-2015",1789,214,12,4.2
"1894","Tyringham","Berkshire County","MA","Tyringham","2011-2015",359,46,12.8,4
"1895","Washington","Berkshire County","MA","Washington","2011-2015",491,82,16.7,5.7
"1896","West Stockbridge","Berkshire County","MA","West Stockbridge","2011-2015",1004,85,8.5,3.1
"1897","Williamstown","Berkshire County","MA","Williamstown","2011-2015",6435,325,5.1,1.1
"1898","Windsor","Berkshire County","MA","Windsor","2011-2015",729,89,12.2,3.8
"1899","Acushnet","Bristol County","MA","Acushnet","2011-2015",8450,646,7.6,1.7
"1900","Attleboro","Bristol County","MA","Attleboro","2011-2015",33580,2530,7.5,0.9
"1901","Berkley","Bristol County","MA","Berkley","2011-2015",4887,576,11.8,2.9
"1902","Dartmouth","Bristol County","MA","Dartmouth","2011-2015",29021,1877,6.5,0.8
"1903","Dighton","Bristol County","MA","Dighton","2011-2015",5589,608,10.9,4.2
"1904","Easton","Bristol County","MA","Easton","2011-2015",18271,1260,6.9,1
"1905","Fairhaven","Bristol County","MA","Fairhaven","2011-2015",13237,1275,9.6,1.3
"1906","Fall River","Bristol County","MA","Fall River","2011-2015",70728,4623,6.5,0.5
"1907","Freetown","Bristol County","MA","Freetown","2011-2015",6977,650,9.3,1.7
"1908","Mansfield","Bristol County","MA","Mansfield","2011-2015",16944,895,5.3,1.2
"1909","New Bedford","Bristol County","MA","New Bedford","2011-2015",74006,4737,6.4,0.5
"1910","North Attleborough","Bristol County","MA","North Attleborough","2011-2015",21295,1697,8,1.1
"1911","Norton","Bristol County","MA","Norton","2011-2015",15332,1069,7,1.3
"1912","Raynham","Bristol County","MA","Raynham","2011-2015",10325,947,9.2,1.9
"1913","Rehoboth","Bristol County","MA","Rehoboth","2011-2015",9214,809,8.8,1.7
"1914","Seekonk","Bristol County","MA","Seekonk","2011-2015",11434,970,8.5,1.5
"1915","Somerset","Bristol County","MA","Somerset","2011-2015",14711,1222,8.3,1.3
"1916","Swansea","Bristol County","MA","Swansea","2011-2015",13145,1174,8.9,1.4
"1917","Taunton","Bristol County","MA","Taunton","2011-2015",44486,2953,6.6,0.7
"1918","Westport","Bristol County","MA","Westport","2011-2015",12716,1207,9.5,1.5
"1919","Aquinnah","Dukes County","MA","Aquinnah","2011-2015",372,7,1.9,1.7
"1920","Chilmark","Dukes County","MA","Chilmark","2011-2015",882,58,6.6,3.6
"1921","Edgartown","Dukes County","MA","Edgartown","2011-2015",3608,142,3.9,1.5
"1922","Gosnold","Dukes County","MA","Gosnold","2011-2015",75,6,8,5.9
"1923","Oak Bluffs","Dukes County","MA","Oak Bluffs","2011-2015",3559,166,4.7,2.6
"1924","Tisbury","Dukes County","MA","Tisbury","2011-2015",3272,197,6,3
"1925","West Tisbury","Dukes County","MA","West Tisbury","2011-2015",2101,157,7.5,2.7
"1926","Amesbury","Essex County","MA","Amesbury","2011-2015",13500,898,6.7,1.5
"1927","Andover","Essex County","MA","Andover","2011-2015",25783,1342,5.2,0.7
"1928","Beverly","Essex County","MA","Beverly","2011-2015",33243,2302,6.9,0.8
"1929","Boxford","Essex County","MA","Boxford","2011-2015",6163,499,8.1,1.8
"1930","Danvers","Essex County","MA","Danvers","2011-2015",21518,2128,9.9,1.3
"1931","Essex","Essex County","MA","Essex","2011-2015",2789,232,8.3,2.5
"1932","Georgetown","Essex County","MA","Georgetown","2011-2015",6285,467,7.4,1.6
"1933","Gloucester","Essex County","MA","Gloucester","2011-2015",24237,2159,8.9,1
"1934","Groveland","Essex County","MA","Groveland","2011-2015",5278,447,8.5,2.6
"1935","Hamilton","Essex County","MA","Hamilton","2011-2015",5869,413,7,1.7
"1936","Haverhill","Essex County","MA","Haverhill","2011-2015",48006,3735,7.8,0.8
"1937","Ipswich","Essex County","MA","Ipswich","2011-2015",10814,976,9,1.7
"1938","Lawrence","Essex County","MA","Lawrence","2011-2015",57437,1464,2.5,0.4
"1939","Lynn","Essex County","MA","Lynn","2011-2015",68183,3659,5.4,0.5
"1940","Lynnfield","Essex County","MA","Lynnfield","2011-2015",9599,709,7.4,1.6
"1941","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2011-2015",4076,359,8.8,2.8
"1942","Marblehead","Essex County","MA","Marblehead","2011-2015",15305,1181,7.7,1.3
"1943","Merrimac","Essex County","MA","Merrimac","2011-2015",5161,450,8.7,2.4
"1944","Methuen","Essex County","MA","Methuen","2011-2015",37371,2440,6.5,0.7
"1945","Middleton","Essex County","MA","Middleton","2011-2015",7531,633,8.4,2.7
"1946","Nahant","Essex County","MA","Nahant","2011-2015",2890,131,4.5,2
"1947","Newbury","Essex County","MA","Newbury","2011-2015",5504,391,7.1,2.2
"1948","Newburyport","Essex County","MA","Newburyport","2011-2015",14191,1066,7.5,1.6
"1949","North Andover","Essex County","MA","North Andover","2011-2015",22360,1472,6.6,1.2
"1950","Peabody","Essex County","MA","Peabody","2011-2015",42532,3441,8.1,0.9
"1951","Rockport","Essex County","MA","Rockport","2011-2015",5881,428,7.3,1.9
"1952","Rowley","Essex County","MA","Rowley","2011-2015",4650,418,9,2.9
"1953","Salem","Essex County","MA","Salem","2011-2015",34790,2264,6.5,0.9
"1954","Salisbury","Essex County","MA","Salisbury","2011-2015",7231,626,8.7,2
"1955","Saugus","Essex County","MA","Saugus","2011-2015",22543,1769,7.8,1
"1956","Swampscott","Essex County","MA","Swampscott","2011-2015",10788,598,5.5,1.4
"1957","Topsfield","Essex County","MA","Topsfield","2011-2015",4768,292,6.1,2.3
"1958","Wenham","Essex County","MA","Wenham","2011-2015",4156,302,7.3,1.8
"1959","West Newbury","Essex County","MA","West Newbury","2011-2015",3204,275,8.6,2.2
"1960","Ashfield","Franklin County","MA","Ashfield","2011-2015",1336,126,9.4,2.6
"1961","Bernardston","Franklin County","MA","Bernardston","2011-2015",1760,229,13,2.5
"1962","Buckland","Franklin County","MA","Buckland","2011-2015",1544,197,12.8,3.4
"1963","Charlemont","Franklin County","MA","Charlemont","2011-2015",916,139,15.2,3.5
"1964","Colrain","Franklin County","MA","Colrain","2011-2015",1393,126,9,1.9
"1965","Conway","Franklin County","MA","Conway","2011-2015",1407,130,9.2,1.9
"1966","Deerfield","Franklin County","MA","Deerfield","2011-2015",4102,185,4.5,1.6
"1967","Erving","Franklin County","MA","Erving","2011-2015",1454,153,10.5,2.6
"1968","Gill","Franklin County","MA","Gill","2011-2015",1426,99,6.9,2
"1969","Greenfield","Franklin County","MA","Greenfield","2011-2015",14248,1323,9.3,1.1
"1970","Hawley","Franklin County","MA","Hawley","2011-2015",333,51,15.3,4.9
"1971","Heath","Franklin County","MA","Heath","2011-2015",581,49,8.4,3.4
"1972","Leverett","Franklin County","MA","Leverett","2011-2015",1602,111,6.9,1.7
"1973","Leyden","Franklin County","MA","Leyden","2011-2015",555,54,9.7,3.1
"1974","Monroe","Franklin County","MA","Monroe","2011-2015",86,8,9.3,8.8
"1975","Montague","Franklin County","MA","Montague","2011-2015",6800,726,10.7,2.2
"1976","New Salem","Franklin County","MA","New Salem","2011-2015",835,103,12.3,3.4
"1977","Northfield","Franklin County","MA","Northfield","2011-2015",2353,251,10.7,2.4
