"","Municipal","County","State","Region","Five_Year_Range","Five_Year_Average","Median_Annual_Household_Income","Margin_Error_Median"
"1947","Lowell","Middlesex County","MA","Lowell","2010-2014",2012,49164,1810
"1948","Lowell","Middlesex County","MA","Lowell","2011-2015",2013,48002,1866
"1949","Ludlow","Hampden County","MA","Ludlow","2009-2013",2011,61073,4063
"1950","Ludlow","Hampden County","MA","Ludlow","2010-2014",2012,61410,4384
"1951","Ludlow","Hampden County","MA","Ludlow","2011-2015",2013,63548,4289
"1952","Lunenburg","Worcester County","MA","Lunenburg","2009-2013",2011,76063,7303
"1953","Lunenburg","Worcester County","MA","Lunenburg","2010-2014",2012,71055,9094
"1954","Lunenburg","Worcester County","MA","Lunenburg","2011-2015",2013,80572,9708
"1955","Lynn","Essex County","MA","Lynn","2009-2013",2011,44849,1589
"1956","Lynn","Essex County","MA","Lynn","2010-2014",2012,47195,2016
"1957","Lynn","Essex County","MA","Lynn","2011-2015",2013,47429,1959
"1958","Lynnfield","Essex County","MA","Lynnfield","2009-2013",2011,110980,9602
"1959","Lynnfield","Essex County","MA","Lynnfield","2010-2014",2012,114816,9208
"1960","Lynnfield","Essex County","MA","Lynnfield","2011-2015",2013,118828,10721
"1961","Malden","Middlesex County","MA","Malden","2009-2013",2011,53798,2164
"1962","Malden","Middlesex County","MA","Malden","2010-2014",2012,55523,3021
"1963","Malden","Middlesex County","MA","Malden","2011-2015",2013,54896,3547
"1964","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2009-2013",2011,115650,16282
"1965","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2010-2014",2012,89313,27843
"1966","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2011-2015",2013,95243,18040
"1967","Mansfield","Bristol County","MA","Mansfield","2009-2013",2011,93539,7466
"1968","Mansfield","Bristol County","MA","Mansfield","2010-2014",2012,93082,8628
"1969","Mansfield","Bristol County","MA","Mansfield","2011-2015",2013,93019,8822
"1970","Marblehead","Essex County","MA","Marblehead","2009-2013",2011,98399,7418
"1971","Marblehead","Essex County","MA","Marblehead","2010-2014",2012,100709,8356
"1972","Marblehead","Essex County","MA","Marblehead","2011-2015",2013,102993,6541
"1973","Marion","Plymouth County","MA","Marion","2009-2013",2011,80456,7949
"1974","Marion","Plymouth County","MA","Marion","2010-2014",2012,76607,4223
"1975","Marion","Plymouth County","MA","Marion","2011-2015",2013,76503,5556
"1976","Marlborough","Middlesex County","MA","Marlborough","2009-2013",2011,70304,3184
"1977","Marlborough","Middlesex County","MA","Marlborough","2010-2014",2012,71424,2315
"1978","Marlborough","Middlesex County","MA","Marlborough","2011-2015",2013,71790,3041
"1979","Marshfield","Plymouth County","MA","Marshfield","2009-2013",2011,92555,7533
"1980","Marshfield","Plymouth County","MA","Marshfield","2010-2014",2012,89702,9610
"1981","Marshfield","Plymouth County","MA","Marshfield","2011-2015",2013,84167,10784
"1982","Mashpee","Barnstable County","MA","Mashpee","2009-2013",2011,63657,4492
"1983","Mashpee","Barnstable County","MA","Mashpee","2010-2014",2012,65768,6227
"1984","Mashpee","Barnstable County","MA","Mashpee","2011-2015",2013,70313,3785
"1985","Mattapoisett","Plymouth County","MA","Mattapoisett","2009-2013",2011,78864,13788
"1986","Mattapoisett","Plymouth County","MA","Mattapoisett","2010-2014",2012,78216,7527
"1987","Mattapoisett","Plymouth County","MA","Mattapoisett","2011-2015",2013,86659,16176
"1988","Maynard","Middlesex County","MA","Maynard","2009-2013",2011,77622,6576
"1989","Maynard","Middlesex County","MA","Maynard","2010-2014",2012,79252,9307
"1990","Maynard","Middlesex County","MA","Maynard","2011-2015",2013,88333,10561
"1991","Medfield","Norfolk County","MA","Medfield","2009-2013",2011,133931,9059
"1992","Medfield","Norfolk County","MA","Medfield","2010-2014",2012,143641,10144
"1993","Medfield","Norfolk County","MA","Medfield","2011-2015",2013,138036,12567
"1994","Medford","Middlesex County","MA","Medford","2009-2013",2011,73497,3727
"1995","Medford","Middlesex County","MA","Medford","2010-2014",2012,77868,3048
"1996","Medford","Middlesex County","MA","Medford","2011-2015",2013,76445,5332
"1997","Medway","Norfolk County","MA","Medway","2009-2013",2011,106132,7012
"1998","Medway","Norfolk County","MA","Medway","2010-2014",2012,109841,7859
"1999","Medway","Norfolk County","MA","Medway","2011-2015",2013,110241,7924
"2000","Melrose","Middlesex County","MA","Melrose","2009-2013",2011,85704,4523
"2001","Melrose","Middlesex County","MA","Melrose","2010-2014",2012,86409,5048
"2002","Melrose","Middlesex County","MA","Melrose","2011-2015",2013,85521,7112
"2003","Mendon","Worcester County","MA","Mendon","2009-2013",2011,105389,14994
"2004","Mendon","Worcester County","MA","Mendon","2010-2014",2012,112104,14047
"2005","Mendon","Worcester County","MA","Mendon","2011-2015",2013,108942,21295
"2006","Merrimac","Essex County","MA","Merrimac","2009-2013",2011,79423,8616
"2007","Merrimac","Essex County","MA","Merrimac","2010-2014",2012,80508,9590
"2008","Merrimac","Essex County","MA","Merrimac","2011-2015",2013,73986,14506
"2009","Methuen","Essex County","MA","Methuen","2009-2013",2011,67556,3513
"2010","Methuen","Essex County","MA","Methuen","2010-2014",2012,68587,3197
"2011","Methuen","Essex County","MA","Methuen","2011-2015",2013,71392,3562
"2012","Middleborough","Plymouth County","MA","Middleborough","2009-2013",2011,77607,3560
"2013","Middleborough","Plymouth County","MA","Middleborough","2010-2014",2012,75727,3863
"2014","Middleborough","Plymouth County","MA","Middleborough","2011-2015",2013,76500,6046
"2015","Middlefield","Hampshire County","MA","Middlefield","2009-2013",2011,75156,25375
"2016","Middlefield","Hampshire County","MA","Middlefield","2010-2014",2012,78214,26951
"2017","Middlefield","Hampshire County","MA","Middlefield","2011-2015",2013,78281,19953
"2018","Middleton","Essex County","MA","Middleton","2009-2013",2011,104245,8536
"2019","Middleton","Essex County","MA","Middleton","2010-2014",2012,105646,10554
"2020","Middleton","Essex County","MA","Middleton","2011-2015",2013,108622,12806
"2021","Milford","Worcester County","MA","Milford","2009-2013",2011,66311,5461
"2022","Milford","Worcester County","MA","Milford","2010-2014",2012,68007,6806
"2023","Milford","Worcester County","MA","Milford","2011-2015",2013,69741,4865
"2024","Millbury","Worcester County","MA","Millbury","2009-2013",2011,71681,4577
"2025","Millbury","Worcester County","MA","Millbury","2010-2014",2012,71676,9352
"2026","Millbury","Worcester County","MA","Millbury","2011-2015",2013,71151,9336
"2027","Millis","Norfolk County","MA","Millis","2009-2013",2011,91341,15173
"2028","Millis","Norfolk County","MA","Millis","2010-2014",2012,96773,17740
"2029","Millis","Norfolk County","MA","Millis","2011-2015",2013,92042,16752
"2030","Millville","Worcester County","MA","Millville","2009-2013",2011,82083,11436
"2031","Millville","Worcester County","MA","Millville","2010-2014",2012,88281,14543
"2032","Millville","Worcester County","MA","Millville","2011-2015",2013,81438,15073
"2033","Milton","Norfolk County","MA","Milton","2009-2013",2011,111071,8807
"2034","Milton","Norfolk County","MA","Milton","2010-2014",2012,113087,10160
"2035","Milton","Norfolk County","MA","Milton","2011-2015",2013,116444,6963
"2036","Monroe","Franklin County","MA","Monroe","2009-2013",2011,36875,24907
"2037","Monroe","Franklin County","MA","Monroe","2010-2014",2012,32083,21368
"2038","Monroe","Franklin County","MA","Monroe","2011-2015",2013,33750,14959
"2039","Monson","Hampden County","MA","Monson","2009-2013",2011,65280,6033
"2040","Monson","Hampden County","MA","Monson","2010-2014",2012,66389,7603
"2041","Monson","Hampden County","MA","Monson","2011-2015",2013,67807,9006
"2042","Montague","Franklin County","MA","Montague","2009-2013",2011,45342,5309
"2043","Montague","Franklin County","MA","Montague","2010-2014",2012,47236,6126
"2044","Montague","Franklin County","MA","Montague","2011-2015",2013,52283,7857
"2045","Monterey","Berkshire County","MA","Monterey","2009-2013",2011,45417,19993
"2046","Monterey","Berkshire County","MA","Monterey","2010-2014",2012,48750,13958
"2047","Monterey","Berkshire County","MA","Monterey","2011-2015",2013,53000,10664
"2048","Montgomery","Hampden County","MA","Montgomery","2009-2013",2011,83611,18786
"2049","Montgomery","Hampden County","MA","Montgomery","2010-2014",2012,78333,11795
"2050","Montgomery","Hampden County","MA","Montgomery","2011-2015",2013,76250,10962
"2051","Mount Washington","Berkshire County","MA","Mount Washington","2009-2013",2011,57500,9242
"2052","Mount Washington","Berkshire County","MA","Mount Washington","2010-2014",2012,65417,10856
"2053","Mount Washington","Berkshire County","MA","Mount Washington","2011-2015",2013,66500,9038
"2054","Nahant","Essex County","MA","Nahant","2009-2013",2011,66964,7445
"2055","Nahant","Essex County","MA","Nahant","2010-2014",2012,65083,7895
"2056","Nahant","Essex County","MA","Nahant","2011-2015",2013,65284,7540
"2057","Nantucket","Nantucket County","MA","Nantucket","2009-2013",2011,85478,4052
"2058","Nantucket","Nantucket County","MA","Nantucket","2010-2014",2012,86529,4175
"2059","Nantucket","Nantucket County","MA","Nantucket","2011-2015",2013,84057,7361
"2060","Natick","Middlesex County","MA","Natick","2009-2013",2011,95202,6491
"2061","Natick","Middlesex County","MA","Natick","2010-2014",2012,98902,4969
"2062","Natick","Middlesex County","MA","Natick","2011-2015",2013,100469,4722
"2063","Needham","Norfolk County","MA","Needham","2009-2013",2011,127753,7397
"2064","Needham","Norfolk County","MA","Needham","2010-2014",2012,129154,9044
"2065","Needham","Norfolk County","MA","Needham","2011-2015",2013,132237,10958
"2066","New Ashford","Berkshire County","MA","New Ashford","2009-2013",2011,73333,12132
"2067","New Ashford","Berkshire County","MA","New Ashford","2010-2014",2012,73750,12676
"2068","New Ashford","Berkshire County","MA","New Ashford","2011-2015",2013,88750,20060
"2069","New Bedford","Bristol County","MA","New Bedford","2009-2013",2011,35999,1336
"2070","New Bedford","Bristol County","MA","New Bedford","2010-2014",2012,36813,1441
"2071","New Bedford","Bristol County","MA","New Bedford","2011-2015",2013,37574,1171
"2072","New Braintree","Worcester County","MA","New Braintree","2009-2013",2011,82569,8485
"2073","New Braintree","Worcester County","MA","New Braintree","2010-2014",2012,81136,9024
"2074","New Braintree","Worcester County","MA","New Braintree","2011-2015",2013,80000,8352
"2075","New Marlborough","Berkshire County","MA","New Marlborough","2009-2013",2011,65278,10067
"2076","New Marlborough","Berkshire County","MA","New Marlborough","2010-2014",2012,64559,10155
"2077","New Marlborough","Berkshire County","MA","New Marlborough","2011-2015",2013,74688,13036
"2078","New Salem","Franklin County","MA","New Salem","2009-2013",2011,72656,7116
"2079","New Salem","Franklin County","MA","New Salem","2010-2014",2012,78667,7786
"2080","New Salem","Franklin County","MA","New Salem","2011-2015",2013,68500,10227
"2081","Newbury","Essex County","MA","Newbury","2009-2013",2011,91678,9724
"2082","Newbury","Essex County","MA","Newbury","2010-2014",2012,95827,11865
"2083","Newbury","Essex County","MA","Newbury","2011-2015",2013,91168,15158
"2084","Newburyport","Essex County","MA","Newburyport","2009-2013",2011,78638,7562
"2085","Newburyport","Essex County","MA","Newburyport","2010-2014",2012,83149,7068
"2086","Newburyport","Essex County","MA","Newburyport","2011-2015",2013,85556,5494
"2087","Newton","Middlesex County","MA","Newton","2009-2013",2011,119148,5187
"2088","Newton","Middlesex County","MA","Newton","2010-2014",2012,118639,5672
"2089","Newton","Middlesex County","MA","Newton","2011-2015",2013,122080,4102
"2090","Norfolk","Norfolk County","MA","Norfolk","2009-2013",2011,134104,14447
"2091","Norfolk","Norfolk County","MA","Norfolk","2010-2014",2012,143682,11652
"2092","Norfolk","Norfolk County","MA","Norfolk","2011-2015",2013,141278,10656
"2093","North Adams","Berkshire County","MA","North Adams","2009-2013",2011,38317,3514
"2094","North Adams","Berkshire County","MA","North Adams","2010-2014",2012,37654,3186
"2095","North Adams","Berkshire County","MA","North Adams","2011-2015",2013,38490,3526
"2096","North Andover","Essex County","MA","North Andover","2009-2013",2011,96002,8181
"2097","North Andover","Essex County","MA","North Andover","2010-2014",2012,100544,7522
"2098","North Andover","Essex County","MA","North Andover","2011-2015",2013,100286,6844
"2099","North Attleborough","Bristol County","MA","North Attleborough","2009-2013",2011,79289,3949
"2100","North Attleborough","Bristol County","MA","North Attleborough","2010-2014",2012,81847,3016
"2101","North Attleborough","Bristol County","MA","North Attleborough","2011-2015",2013,81849,3681
"2102","North Brookfield","Worcester County","MA","North Brookfield","2009-2013",2011,54439,13487
"2103","North Brookfield","Worcester County","MA","North Brookfield","2010-2014",2012,58438,18297
"2104","North Brookfield","Worcester County","MA","North Brookfield","2011-2015",2013,68232,12999
"2105","North Reading","Middlesex County","MA","North Reading","2009-2013",2011,110852,7971
"2106","North Reading","Middlesex County","MA","North Reading","2010-2014",2012,112419,11785
"2107","North Reading","Middlesex County","MA","North Reading","2011-2015",2013,123103,9806
"2108","Northampton","Hampshire County","MA","Northampton","2009-2013",2011,57991,3507
"2109","Northampton","Hampshire County","MA","Northampton","2010-2014",2012,58179,4139
"2110","Northampton","Hampshire County","MA","Northampton","2011-2015",2013,59274,3668
"2111","Northborough","Worcester County","MA","Northborough","2009-2013",2011,108415,7176
"2112","Northborough","Worcester County","MA","Northborough","2010-2014",2012,107111,9344
"2113","Northborough","Worcester County","MA","Northborough","2011-2015",2013,107797,7609
"2114","Northbridge","Worcester County","MA","Northbridge","2009-2013",2011,66541,7560
"2115","Northbridge","Worcester County","MA","Northbridge","2010-2014",2012,70399,6255
"2116","Northbridge","Worcester County","MA","Northbridge","2011-2015",2013,72550,5061
"2117","Northfield","Franklin County","MA","Northfield","2009-2013",2011,60608,6685
"2118","Northfield","Franklin County","MA","Northfield","2010-2014",2012,60721,6020
"2119","Northfield","Franklin County","MA","Northfield","2011-2015",2013,63491,9191
"2120","Norton","Bristol County","MA","Norton","2009-2013",2011,81069,6424
"2121","Norton","Bristol County","MA","Norton","2010-2014",2012,80806,4542
"2122","Norton","Bristol County","MA","Norton","2011-2015",2013,91438,9616
"2123","Norwell","Plymouth County","MA","Norwell","2009-2013",2011,113944,10663
"2124","Norwell","Plymouth County","MA","Norwell","2010-2014",2012,110671,12362
"2125","Norwell","Plymouth County","MA","Norwell","2011-2015",2013,111628,10210
"2126","Norwood","Norfolk County","MA","Norwood","2009-2013",2011,75957,5969
"2127","Norwood","Norfolk County","MA","Norwood","2010-2014",2012,79963,6878
"2128","Norwood","Norfolk County","MA","Norwood","2011-2015",2013,80532,6709
"2129","Oak Bluffs","Dukes County","MA","Oak Bluffs","2009-2013",2011,69844,26531
"2130","Oak Bluffs","Dukes County","MA","Oak Bluffs","2010-2014",2012,80225,24832
"2131","Oak Bluffs","Dukes County","MA","Oak Bluffs","2011-2015",2013,75242,32099
"2132","Oakham","Worcester County","MA","Oakham","2009-2013",2011,85556,3975
"2133","Oakham","Worcester County","MA","Oakham","2010-2014",2012,80577,6320
"2134","Oakham","Worcester County","MA","Oakham","2011-2015",2013,80313,6010
"2135","Orange","Franklin County","MA","Orange","2009-2013",2011,44825,8244
"2136","Orange","Franklin County","MA","Orange","2010-2014",2012,41473,5860
"2137","Orange","Franklin County","MA","Orange","2011-2015",2013,38585,6408
"2138","Orleans","Barnstable County","MA","Orleans","2009-2013",2011,60303,10855
"2139","Orleans","Barnstable County","MA","Orleans","2010-2014",2012,58235,15945
"2140","Orleans","Barnstable County","MA","Orleans","2011-2015",2013,64861,12702
"2141","Otis","Berkshire County","MA","Otis","2009-2013",2011,59271,14788
"2142","Otis","Berkshire County","MA","Otis","2010-2014",2012,55833,13179
"2143","Otis","Berkshire County","MA","Otis","2011-2015",2013,61406,13429
"2144","Oxford","Worcester County","MA","Oxford","2009-2013",2011,69818,4226
"2145","Oxford","Worcester County","MA","Oxford","2010-2014",2012,70016,6440
"2146","Oxford","Worcester County","MA","Oxford","2011-2015",2013,66713,7472
"2147","Palmer","Hampden County","MA","Palmer","2009-2013",2011,50668,4234
"2148","Palmer","Hampden County","MA","Palmer","2010-2014",2012,51846,2335
"2149","Palmer","Hampden County","MA","Palmer","2011-2015",2013,51376,3884
"2150","Paxton","Worcester County","MA","Paxton","2009-2013",2011,106375,8224
"2151","Paxton","Worcester County","MA","Paxton","2010-2014",2012,99375,18605
"2152","Paxton","Worcester County","MA","Paxton","2011-2015",2013,91989,12219
"2153","Peabody","Essex County","MA","Peabody","2009-2013",2011,64351,4867
"2154","Peabody","Essex County","MA","Peabody","2010-2014",2012,62234,2812
"2155","Peabody","Essex County","MA","Peabody","2011-2015",2013,60596,2887
"2156","Pelham","Hampshire County","MA","Pelham","2009-2013",2011,82596,8850
"2157","Pelham","Hampshire County","MA","Pelham","2010-2014",2012,88462,6592
"2158","Pelham","Hampshire County","MA","Pelham","2011-2015",2013,90000,7242
"2159","Pembroke","Plymouth County","MA","Pembroke","2009-2013",2011,86887,7079
"2160","Pembroke","Plymouth County","MA","Pembroke","2010-2014",2012,89954,9209
"2161","Pembroke","Plymouth County","MA","Pembroke","2011-2015",2013,90790,5454
"2162","Pepperell","Middlesex County","MA","Pepperell","2009-2013",2011,81193,6540
"2163","Pepperell","Middlesex County","MA","Pepperell","2010-2014",2012,77767,5522
"2164","Pepperell","Middlesex County","MA","Pepperell","2011-2015",2013,80524,4945
"2165","Peru","Berkshire County","MA","Peru","2009-2013",2011,67813,11178
"2166","Peru","Berkshire County","MA","Peru","2010-2014",2012,68971,7561
"2167","Peru","Berkshire County","MA","Peru","2011-2015",2013,66354,10519
"2168","Petersham","Worcester County","MA","Petersham","2009-2013",2011,72917,10654
"2169","Petersham","Worcester County","MA","Petersham","2010-2014",2012,65625,17110
"2170","Petersham","Worcester County","MA","Petersham","2011-2015",2013,64000,9213
"2171","Phillipston","Worcester County","MA","Phillipston","2009-2013",2011,71989,7221
"2172","Phillipston","Worcester County","MA","Phillipston","2010-2014",2012,78490,6576
"2173","Phillipston","Worcester County","MA","Phillipston","2011-2015",2013,78523,6178
"2174","Pittsfield","Berkshire County","MA","Pittsfield","2009-2013",2011,42114,2135
"2175","Pittsfield","Berkshire County","MA","Pittsfield","2010-2014",2012,43489,2714
"2176","Pittsfield","Berkshire County","MA","Pittsfield","2011-2015",2013,43916,2052
"2177","Plainfield","Hampshire County","MA","Plainfield","2009-2013",2011,64167,8545
"2178","Plainfield","Hampshire County","MA","Plainfield","2010-2014",2012,57188,7046
"2179","Plainfield","Hampshire County","MA","Plainfield","2011-2015",2013,55938,8679
"2180","Plainville","Norfolk County","MA","Plainville","2009-2013",2011,77109,23026
"2181","Plainville","Norfolk County","MA","Plainville","2010-2014",2012,78516,16231
"2182","Plainville","Norfolk County","MA","Plainville","2011-2015",2013,91009,8202
"2183","Plymouth","Plymouth County","MA","Plymouth","2009-2013",2011,76565,4207
"2184","Plymouth","Plymouth County","MA","Plymouth","2010-2014",2012,76925,3886
"2185","Plymouth","Plymouth County","MA","Plymouth","2011-2015",2013,76835,3915
"2186","Plympton","Plymouth County","MA","Plympton","2009-2013",2011,93563,3727
"2187","Plympton","Plymouth County","MA","Plympton","2010-2014",2012,94505,7170
"2188","Plympton","Plymouth County","MA","Plympton","2011-2015",2013,90648,11510
"2189","Princeton","Worcester County","MA","Princeton","2009-2013",2011,120607,12546
"2190","Princeton","Worcester County","MA","Princeton","2010-2014",2012,114688,19044
"2191","Princeton","Worcester County","MA","Princeton","2011-2015",2013,114167,17733
"2192","Provincetown","Barnstable County","MA","Provincetown","2009-2013",2011,41140,11993
"2193","Provincetown","Barnstable County","MA","Provincetown","2010-2014",2012,41250,9898
"2194","Provincetown","Barnstable County","MA","Provincetown","2011-2015",2013,36958,7702
"2195","Quincy","Norfolk County","MA","Quincy","2009-2013",2011,61328,1847
"2196","Quincy","Norfolk County","MA","Quincy","2010-2014",2012,62710,2139
"2197","Quincy","Norfolk County","MA","Quincy","2011-2015",2013,64155,2135
"2198","Randolph","Norfolk County","MA","Randolph","2009-2013",2011,61899,4736
"2199","Randolph","Norfolk County","MA","Randolph","2010-2014",2012,63259,4054
"2200","Randolph","Norfolk County","MA","Randolph","2011-2015",2013,63681,3376
"2201","Raynham","Bristol County","MA","Raynham","2009-2013",2011,80380,9200
"2202","Raynham","Bristol County","MA","Raynham","2010-2014",2012,80056,8605
"2203","Raynham","Bristol County","MA","Raynham","2011-2015",2013,82995,5734
"2204","Reading","Middlesex County","MA","Reading","2009-2013",2011,105459,3804
"2205","Reading","Middlesex County","MA","Reading","2010-2014",2012,103913,5793
"2206","Reading","Middlesex County","MA","Reading","2011-2015",2013,107654,5213
"2207","Rehoboth","Bristol County","MA","Rehoboth","2009-2013",2011,82500,8874
"2208","Rehoboth","Bristol County","MA","Rehoboth","2010-2014",2012,85691,7777
"2209","Rehoboth","Bristol County","MA","Rehoboth","2011-2015",2013,88868,6091
"2210","Revere","Suffolk County","MA","Revere","2009-2013",2011,51863,2791
"2211","Revere","Suffolk County","MA","Revere","2010-2014",2012,50900,2003
"2212","Revere","Suffolk County","MA","Revere","2011-2015",2013,50886,1648
"2213","Richmond","Berkshire County","MA","Richmond","2009-2013",2011,85588,13932
"2214","Richmond","Berkshire County","MA","Richmond","2010-2014",2012,77396,17221
"2215","Richmond","Berkshire County","MA","Richmond","2011-2015",2013,85972,21383
"2216","Rochester","Plymouth County","MA","Rochester","2009-2013",2011,87370,14455
"2217","Rochester","Plymouth County","MA","Rochester","2010-2014",2012,94688,15346
"2218","Rochester","Plymouth County","MA","Rochester","2011-2015",2013,98958,7842
"2219","Rockland","Plymouth County","MA","Rockland","2009-2013",2011,66329,4709
"2220","Rockland","Plymouth County","MA","Rockland","2010-2014",2012,66860,6889
"2221","Rockland","Plymouth County","MA","Rockland","2011-2015",2013,69247,7045
"2222","Rockport","Essex County","MA","Rockport","2009-2013",2011,66402,11175
"2223","Rockport","Essex County","MA","Rockport","2010-2014",2012,70288,10346
"2224","Rockport","Essex County","MA","Rockport","2011-2015",2013,64839,7409
"2225","Rowe","Franklin County","MA","Rowe","2009-2013",2011,53750,6991
"2226","Rowe","Franklin County","MA","Rowe","2010-2014",2012,54375,4754
"2227","Rowe","Franklin County","MA","Rowe","2011-2015",2013,56477,4916
"2228","Rowley","Essex County","MA","Rowley","2009-2013",2011,83237,11515
"2229","Rowley","Essex County","MA","Rowley","2010-2014",2012,85994,9863
"2230","Rowley","Essex County","MA","Rowley","2011-2015",2013,86820,12510
"2231","Royalston","Worcester County","MA","Royalston","2009-2013",2011,60750,9733
"2232","Royalston","Worcester County","MA","Royalston","2010-2014",2012,60568,11364
"2233","Royalston","Worcester County","MA","Royalston","2011-2015",2013,58750,16122
"2234","Russell","Hampden County","MA","Russell","2009-2013",2011,67554,6258
"2235","Russell","Hampden County","MA","Russell","2010-2014",2012,68750,7304
"2236","Russell","Hampden County","MA","Russell","2011-2015",2013,68798,7461
"2237","Rutland","Worcester County","MA","Rutland","2009-2013",2011,86482,10831
"2238","Rutland","Worcester County","MA","Rutland","2010-2014",2012,91033,13451
"2239","Rutland","Worcester County","MA","Rutland","2011-2015",2013,94028,17018
"2240","Salem","Essex County","MA","Salem","2009-2013",2011,55780,3483
"2241","Salem","Essex County","MA","Salem","2010-2014",2012,59044,2811
"2242","Salem","Essex County","MA","Salem","2011-2015",2013,60690,3147
"2243","Salisbury","Essex County","MA","Salisbury","2009-2013",2011,72131,7758
"2244","Salisbury","Essex County","MA","Salisbury","2010-2014",2012,75995,6687
"2245","Salisbury","Essex County","MA","Salisbury","2011-2015",2013,69500,8613
"2246","Sandisfield","Berkshire County","MA","Sandisfield","2009-2013",2011,55917,9631
"2247","Sandisfield","Berkshire County","MA","Sandisfield","2010-2014",2012,56250,14506
"2248","Sandisfield","Berkshire County","MA","Sandisfield","2011-2015",2013,58906,13541
"2249","Sandwich","Barnstable County","MA","Sandwich","2009-2013",2011,82617,4235
"2250","Sandwich","Barnstable County","MA","Sandwich","2010-2014",2012,84167,5717
"2251","Sandwich","Barnstable County","MA","Sandwich","2011-2015",2013,83305,7713
"2252","Saugus","Essex County","MA","Saugus","2009-2013",2011,76339,3406
"2253","Saugus","Essex County","MA","Saugus","2010-2014",2012,76141,3681
"2254","Saugus","Essex County","MA","Saugus","2011-2015",2013,77371,5289
"2255","Savoy","Berkshire County","MA","Savoy","2009-2013",2011,56500,13393
"2256","Savoy","Berkshire County","MA","Savoy","2010-2014",2012,57222,10192
"2257","Savoy","Berkshire County","MA","Savoy","2011-2015",2013,53036,11505
"2258","Scituate","Plymouth County","MA","Scituate","2009-2013",2011,99034,8498
"2259","Scituate","Plymouth County","MA","Scituate","2010-2014",2012,102577,9134
"2260","Scituate","Plymouth County","MA","Scituate","2011-2015",2013,102210,9625
"2261","Seekonk","Bristol County","MA","Seekonk","2009-2013",2011,70966,9784
"2262","Seekonk","Bristol County","MA","Seekonk","2010-2014",2012,74242,9705
"2263","Seekonk","Bristol County","MA","Seekonk","2011-2015",2013,76826,8267
"2264","Sharon","Norfolk County","MA","Sharon","2009-2013",2011,125625,6997
"2265","Sharon","Norfolk County","MA","Sharon","2010-2014",2012,127413,9137
"2266","Sharon","Norfolk County","MA","Sharon","2011-2015",2013,124444,9599
"2267","Sheffield","Berkshire County","MA","Sheffield","2009-2013",2011,51758,18273
"2268","Sheffield","Berkshire County","MA","Sheffield","2010-2014",2012,50530,15257
"2269","Sheffield","Berkshire County","MA","Sheffield","2011-2015",2013,55781,19281
"2270","Shelburne","Franklin County","MA","Shelburne","2009-2013",2011,55500,11366
"2271","Shelburne","Franklin County","MA","Shelburne","2010-2014",2012,54167,7794
"2272","Shelburne","Franklin County","MA","Shelburne","2011-2015",2013,54474,8400
"2273","Sherborn","Middlesex County","MA","Sherborn","2009-2013",2011,153444,24542
"2274","Sherborn","Middlesex County","MA","Sherborn","2010-2014",2012,155564,19359
"2275","Sherborn","Middlesex County","MA","Sherborn","2011-2015",2013,155956,22913
"2276","Shirley","Middlesex County","MA","Shirley","2009-2013",2011,65882,15387
"2277","Shirley","Middlesex County","MA","Shirley","2010-2014",2012,66453,11636
"2278","Shirley","Middlesex County","MA","Shirley","2011-2015",2013,67896,10834
"2279","Shrewsbury","Worcester County","MA","Shrewsbury","2009-2013",2011,92132,4288
"2280","Shrewsbury","Worcester County","MA","Shrewsbury","2010-2014",2012,97365,5056
"2281","Shrewsbury","Worcester County","MA","Shrewsbury","2011-2015",2013,94017,4018
"2282","Shutesbury","Franklin County","MA","Shutesbury","2009-2013",2011,69722,9075
"2283","Shutesbury","Franklin County","MA","Shutesbury","2010-2014",2012,73173,9957
"2284","Shutesbury","Franklin County","MA","Shutesbury","2011-2015",2013,75208,9371
"2285","Somerset","Bristol County","MA","Somerset","2009-2013",2011,73160,3337
"2286","Somerset","Bristol County","MA","Somerset","2010-2014",2012,72558,6333
"2287","Somerset","Bristol County","MA","Somerset","2011-2015",2013,70502,4603
"2288","Somerville","Middlesex County","MA","Somerville","2009-2013",2011,67118,3475
"2289","Somerville","Middlesex County","MA","Somerville","2010-2014",2012,66866,2356
"2290","Somerville","Middlesex County","MA","Somerville","2011-2015",2013,73106,3115
"2291","South Hadley","Hampshire County","MA","South Hadley","2009-2013",2011,61793,3796
"2292","South Hadley","Hampshire County","MA","South Hadley","2010-2014",2012,62803,4138
"2293","South Hadley","Hampshire County","MA","South Hadley","2011-2015",2013,60427,5285
"2294","Southampton","Hampshire County","MA","Southampton","2009-2013",2011,80000,16821
"2295","Southampton","Hampshire County","MA","Southampton","2010-2014",2012,68693,13561
"2296","Southampton","Hampshire County","MA","Southampton","2011-2015",2013,79858,10310
"2297","Southborough","Worcester County","MA","Southborough","2009-2013",2011,143581,12581
"2298","Southborough","Worcester County","MA","Southborough","2010-2014",2012,149375,13561
"2299","Southborough","Worcester County","MA","Southborough","2011-2015",2013,143916,6026
"2300","Southbridge","Worcester County","MA","Southbridge","2009-2013",2011,42471,3514
"2301","Southbridge","Worcester County","MA","Southbridge","2010-2014",2012,42376,4442
"2302","Southbridge","Worcester County","MA","Southbridge","2011-2015",2013,43870,3934
