"","Municipal","County","State","Region","Five_Year_Range","Total_Pop","Pov_Pop","Percent_Pov","Margin_Error_Percent"
"325","Dover","Norfolk County","MA","Dover","2005-2009",5663,132,2.3,1.7
"326","Dover","Norfolk County","MA","Dover","2006-2010",5528,109,2,1.9
"327","Dover","Norfolk County","MA","Dover","2007-2011",5564,64,1.2,1.5
"328","Dover","Norfolk County","MA","Dover","2008-2012",5608,79,1.4,1.8
"329","Dracut","Middlesex County","MA","Dracut","2005-2009",28892,852,2.9,1
"330","Dracut","Middlesex County","MA","Dracut","2006-2010",28908,1035,3.6,1.1
"331","Dracut","Middlesex County","MA","Dracut","2007-2011",29162,1212,4.2,1.2
"332","Dracut","Middlesex County","MA","Dracut","2008-2012",29482,1303,4.4,1.3
"333","Dudley","Worcester County","MA","Dudley","2005-2009",10645,676,6.4,3.3
"334","Dudley","Worcester County","MA","Dudley","2006-2010",10674,812,7.6,2.9
"335","Dudley","Worcester County","MA","Dudley","2007-2011",10494,812,7.7,3.1
"336","Dudley","Worcester County","MA","Dudley","2008-2012",10537,740,7,2.7
"337",NA,"Dukes County","MA","Dukes County","2005-2009",15654,1258,8,2.6
"338",NA,"Dukes County","MA","Dukes County","2006-2010",16145,1395,8.6,3
"339",NA,"Dukes County","MA","Dukes County","2007-2011",16217,1649,10.2,2.7
"340",NA,"Dukes County","MA","Dukes County","2008-2012",16440,1778,10.8,2.9
"341","Dunstable","Middlesex County","MA","Dunstable","2005-2009",3281,173,5.3,4.6
"342","Dunstable","Middlesex County","MA","Dunstable","2006-2010",3076,140,4.6,4.1
"343","Dunstable","Middlesex County","MA","Dunstable","2007-2011",3128,104,3.3,3.4
"344","Dunstable","Middlesex County","MA","Dunstable","2008-2012",3190,93,2.9,2.8
"345","Duxbury","Plymouth County","MA","Duxbury","2005-2009",14030,399,2.8,1.6
"346","Duxbury","Plymouth County","MA","Duxbury","2006-2010",14784,385,2.6,1.6
"347","Duxbury","Plymouth County","MA","Duxbury","2007-2011",14829,510,3.4,1.7
"348","Duxbury","Plymouth County","MA","Duxbury","2008-2012",14893,539,3.6,1.8
"349","East Bridgewater","Plymouth County","MA","East Bridgewater","2005-2009",13377,826,6.2,3.6
"350","East Bridgewater","Plymouth County","MA","East Bridgewater","2006-2010",13279,820,6.2,3.8
"351","East Bridgewater","Plymouth County","MA","East Bridgewater","2007-2011",13517,1009,7.5,3.7
"352","East Bridgewater","Plymouth County","MA","East Bridgewater","2008-2012",13616,963,7.1,4.1
"353","East Brookfield","Worcester County","MA","East Brookfield","2005-2009",2121,172,8.1,6.4
"354","East Brookfield","Worcester County","MA","East Brookfield","2006-2010",2019,143,7.1,4.9
"355","East Brookfield","Worcester County","MA","East Brookfield","2007-2011",2043,174,8.5,5
"356","East Brookfield","Worcester County","MA","East Brookfield","2008-2012",2137,144,6.7,3.8
"357","East Longmeadow","Hampden County","MA","East Longmeadow","2005-2009",15098,327,2.2,0.9
"358","East Longmeadow","Hampden County","MA","East Longmeadow","2006-2010",15094,446,3,1.3
"359","East Longmeadow","Hampden County","MA","East Longmeadow","2007-2011",15284,683,4.5,2.2
"360","East Longmeadow","Hampden County","MA","East Longmeadow","2008-2012",15392,594,3.9,1.3
"361","Eastham","Barnstable County","MA","Eastham","2005-2009",5466,311,5.7,3.4
"362","Eastham","Barnstable County","MA","Eastham","2006-2010",5060,291,5.8,2.4
"363","Eastham","Barnstable County","MA","Eastham","2007-2011",5011,347,6.9,3.5
"364","Eastham","Barnstable County","MA","Eastham","2008-2012",4983,297,6,3.2
"365","Easthampton","Hampshire County","MA","Easthampton","2005-2009",16086,1090,6.8,1.7
"366","Easthampton","Hampshire County","MA","Easthampton","2006-2010",15959,987,6.2,1.9
"367","Easthampton","Hampshire County","MA","Easthampton","2007-2011",16013,915,5.7,1.6
"368","Easthampton","Hampshire County","MA","Easthampton","2008-2012",16018,933,5.8,1.5
"369","Easton","Bristol County","MA","Easton","2005-2009",20087,618,3.1,1.1
"370","Easton","Bristol County","MA","Easton","2006-2010",20101,561,2.8,0.8
"371","Easton","Bristol County","MA","Easton","2007-2011",20664,591,2.9,0.9
"372","Easton","Bristol County","MA","Easton","2008-2012",20820,504,2.4,0.6
"373","Edgartown","Dukes County","MA","Edgartown","2005-2009",3992,456,11.4,5.3
"374","Edgartown","Dukes County","MA","Edgartown","2006-2010",3984,468,11.7,6.3
"375","Edgartown","Dukes County","MA","Edgartown","2007-2011",3994,243,6.1,4.3
"376","Edgartown","Dukes County","MA","Edgartown","2008-2012",4044,318,7.9,5.1
"377","Egremont","Berkshire County","MA","Egremont","2005-2009",1289,79,6.1,3.1
"378","Egremont","Berkshire County","MA","Egremont","2006-2010",1210,57,4.7,2.5
"379","Egremont","Berkshire County","MA","Egremont","2007-2011",1043,63,6,3.3
"380","Egremont","Berkshire County","MA","Egremont","2008-2012",1035,53,5.1,2.5
"381","Erving","Franklin County","MA","Erving","2005-2009",1847,181,9.8,3.7
"382","Erving","Franklin County","MA","Erving","2006-2010",1804,153,8.5,3.6
"383","Erving","Franklin County","MA","Erving","2007-2011",1731,122,7,3.6
"384","Erving","Franklin County","MA","Erving","2008-2012",1725,155,9,3.7
"385","Essex","Essex County","MA","Essex","2005-2009",3294,76,2.3,3.1
"386","Essex","Essex County","MA","Essex","2006-2010",3445,19,0.6,0.7
"387","Essex","Essex County","MA","Essex","2007-2011",3470,93,2.7,2.9
"388","Essex","Essex County","MA","Essex","2008-2012",3520,98,2.8,2.6
"389",NA,"Essex County","MA","Essex County","2005-2009",720533,72181,10,0.5
"390",NA,"Essex County","MA","Essex County","2006-2010",722167,72705,10.1,0.4
"391",NA,"Essex County","MA","Essex County","2007-2011",723679,76489,10.6,0.5
"392",NA,"Essex County","MA","Essex County","2008-2012",728991,80049,11,0.4
"393","Everett","Middlesex County","MA","Everett","2005-2009",37177,4274,11.5,1.8
"394","Everett","Middlesex County","MA","Everett","2006-2010",40261,4774,11.9,2.3
"395","Everett","Middlesex County","MA","Everett","2007-2011",40843,4745,11.6,2.2
"396","Everett","Middlesex County","MA","Everett","2008-2012",41386,5288,12.8,2
"397","Fairhaven","Bristol County","MA","Fairhaven","2005-2009",15622,1383,8.9,2.4
"398","Fairhaven","Bristol County","MA","Fairhaven","2006-2010",15499,1576,10.2,2.9
"399","Fairhaven","Bristol County","MA","Fairhaven","2007-2011",15542,1776,11.4,3.4
"400","Fairhaven","Bristol County","MA","Fairhaven","2008-2012",15532,1559,10,2.4
"401","Fall River","Bristol County","MA","Fall River","2005-2009",88971,16876,19,1.5
"402","Fall River","Bristol County","MA","Fall River","2006-2010",87796,17750,20.2,1.8
"403","Fall River","Bristol County","MA","Fall River","2007-2011",87773,18796,21.4,2
"404","Fall River","Bristol County","MA","Fall River","2008-2012",87631,20319,23.2,1.7
"405","Falmouth","Barnstable County","MA","Falmouth","2005-2009",32430,2091,6.4,1.2
"406","Falmouth","Barnstable County","MA","Falmouth","2006-2010",31175,2011,6.5,1.3
"407","Falmouth","Barnstable County","MA","Falmouth","2007-2011",30988,2428,7.8,1.7
"408","Falmouth","Barnstable County","MA","Falmouth","2008-2012",31060,2271,7.3,1.5
"409","Fitchburg","Worcester County","MA","Fitchburg","2005-2009",38333,7354,19.2,2.9
"410","Fitchburg","Worcester County","MA","Fitchburg","2006-2010",37541,7277,19.4,2.9
"411","Fitchburg","Worcester County","MA","Fitchburg","2007-2011",37981,7198,19,2.4
"412","Fitchburg","Worcester County","MA","Fitchburg","2008-2012",38024,7274,19.1,3
"413","Florida","Berkshire County","MA","Florida","2005-2009",820,33,4,2.9
"414","Florida","Berkshire County","MA","Florida","2006-2010",763,39,5.1,2.9
"415","Florida","Berkshire County","MA","Florida","2007-2011",716,45,6.3,3.9
"416","Florida","Berkshire County","MA","Florida","2008-2012",715,29,4.1,3.4
"417","Foxborough","Norfolk County","MA","Foxborough","2005-2009",16407,308,1.9,1.3
"418","Foxborough","Norfolk County","MA","Foxborough","2006-2010",16621,288,1.7,0.9
"419","Foxborough","Norfolk County","MA","Foxborough","2007-2011",16682,488,2.9,1.2
"420","Foxborough","Norfolk County","MA","Foxborough","2008-2012",16819,670,4,1.6
"421","Framingham","Middlesex County","MA","Framingham","2005-2009",62643,5089,8.1,1.3
"422","Framingham","Middlesex County","MA","Framingham","2006-2010",63568,5569,8.8,1.3
"423","Framingham","Middlesex County","MA","Framingham","2007-2011",64058,5824,9.1,1.4
"424","Framingham","Middlesex County","MA","Framingham","2008-2012",65034,6223,9.6,1.4
"425","Franklin","Norfolk County","MA","Franklin","2005-2009",30865,1163,3.8,1.2
"426","Franklin","Norfolk County","MA","Franklin","2006-2010",30339,1326,4.4,1.3
"427","Franklin","Norfolk County","MA","Franklin","2007-2011",30464,1086,3.6,1.1
"428","Franklin","Norfolk County","MA","Franklin","2008-2012",30831,1104,3.6,1.2
"429",NA,"Franklin County","MA","Franklin County","2005-2009",70506,8564,12.1,1.2
"430",NA,"Franklin County","MA","Franklin County","2006-2010",70464,7951,11.3,1.2
"431",NA,"Franklin County","MA","Franklin County","2007-2011",70254,8333,11.9,1.1
"432",NA,"Franklin County","MA","Franklin County","2008-2012",70288,8345,11.9,1.2
"433","Freetown","Bristol County","MA","Freetown","2005-2009",8966,441,4.9,2.7
"434","Freetown","Bristol County","MA","Freetown","2006-2010",8750,423,4.8,2.4
"435","Freetown","Bristol County","MA","Freetown","2007-2011",8778,468,5.3,2.3
"436","Freetown","Bristol County","MA","Freetown","2008-2012",8813,381,4.3,1.6
"437","Gardner","Worcester County","MA","Gardner","2005-2009",19689,2146,10.9,2.3
"438","Gardner","Worcester County","MA","Gardner","2006-2010",19002,2166,11.4,2.3
"439","Gardner","Worcester County","MA","Gardner","2007-2011",19166,2217,11.6,2.2
"440","Gardner","Worcester County","MA","Gardner","2008-2012",19113,2490,13,2.8
"441","Georgetown","Essex County","MA","Georgetown","2005-2009",8493,112,1.3,0.8
"442","Georgetown","Essex County","MA","Georgetown","2006-2010",7949,124,1.6,1.1
"443","Georgetown","Essex County","MA","Georgetown","2007-2011",8045,169,2.1,1
"444","Georgetown","Essex County","MA","Georgetown","2008-2012",8163,133,1.6,0.9
"445","Gill","Franklin County","MA","Gill","2005-2009",1499,69,4.6,2.6
"446","Gill","Franklin County","MA","Gill","2006-2010",1413,83,5.9,2.9
"447","Gill","Franklin County","MA","Gill","2007-2011",1428,82,5.7,2.4
"448","Gill","Franklin County","MA","Gill","2008-2012",1564,140,9,8.5
"449","Gloucester","Essex County","MA","Gloucester","2005-2009",30017,2104,7,1.6
"450","Gloucester","Essex County","MA","Gloucester","2006-2010",28638,2246,7.8,1.9
"451","Gloucester","Essex County","MA","Gloucester","2007-2011",28532,2473,8.7,1.9
"452","Gloucester","Essex County","MA","Gloucester","2008-2012",28680,2376,8.3,1.6
"453","Goshen","Hampshire County","MA","Goshen","2005-2009",1140,14,1.2,0.9
"454","Goshen","Hampshire County","MA","Goshen","2006-2010",1080,6,0.6,0.6
"455","Goshen","Hampshire County","MA","Goshen","2007-2011",1117,23,2.1,1.7
"456","Goshen","Hampshire County","MA","Goshen","2008-2012",1121,26,2.3,1.8
"457","Gosnold","Dukes County","MA","Gosnold","2005-2009",156,0,0,21
"458","Gosnold","Dukes County","MA","Gosnold","2006-2010",198,0,0,17
"459","Gosnold","Dukes County","MA","Gosnold","2007-2011",183,2,1.1,1.9
"460","Gosnold","Dukes County","MA","Gosnold","2008-2012",169,2,1.2,2.1
"461","Grafton","Worcester County","MA","Grafton","2005-2009",17354,1074,6.2,2.1
"462","Grafton","Worcester County","MA","Grafton","2006-2010",17075,1112,6.5,1.9
"463","Grafton","Worcester County","MA","Grafton","2007-2011",17281,1110,6.4,1.6
"464","Grafton","Worcester County","MA","Grafton","2008-2012",17526,1110,6.3,1.8
"465","Granby","Hampshire County","MA","Granby","2005-2009",6243,266,4.3,2.1
"466","Granby","Hampshire County","MA","Granby","2006-2010",6218,354,5.7,3.1
"467","Granby","Hampshire County","MA","Granby","2007-2011",6223,333,5.4,3.2
"468","Granby","Hampshire County","MA","Granby","2008-2012",6245,174,2.8,1.5
"469","Granville","Hampden County","MA","Granville","2005-2009",1659,18,1.1,0.6
"470","Granville","Hampden County","MA","Granville","2006-2010",1525,20,1.3,1
"471","Granville","Hampden County","MA","Granville","2007-2011",1442,39,2.7,1.6
"472","Granville","Hampden County","MA","Granville","2008-2012",1478,92,6.2,3.1
"473","Great Barrington","Berkshire County","MA","Great Barrington","2005-2009",6956,423,6.1,2.5
"474","Great Barrington","Berkshire County","MA","Great Barrington","2006-2010",6746,575,8.5,3
"475","Great Barrington","Berkshire County","MA","Great Barrington","2007-2011",6309,765,12.1,3.9
"476","Great Barrington","Berkshire County","MA","Great Barrington","2008-2012",6207,726,11.7,3.1
"477","Greenfield","Franklin County","MA","Greenfield","2005-2009",17019,2783,16.4,3.2
"478","Greenfield","Franklin County","MA","Greenfield","2006-2010",17006,2528,14.9,3.2
"479","Greenfield","Franklin County","MA","Greenfield","2007-2011",16842,2905,17.2,2.9
"480","Greenfield","Franklin County","MA","Greenfield","2008-2012",16899,2747,16.3,3.3
"481","Groton","Middlesex County","MA","Groton","2005-2009",10491,192,1.8,1
"482","Groton","Middlesex County","MA","Groton","2006-2010",10228,231,2.3,1.2
"483","Groton","Middlesex County","MA","Groton","2007-2011",10383,313,3,1.7
"484","Groton","Middlesex County","MA","Groton","2008-2012",10599,338,3.2,1.7
"485","Groveland","Essex County","MA","Groveland","2005-2009",6865,392,5.7,4.5
"486","Groveland","Essex County","MA","Groveland","2006-2010",6309,254,4,2.3
"487","Groveland","Essex County","MA","Groveland","2007-2011",6401,202,3.2,2.1
"488","Groveland","Essex County","MA","Groveland","2008-2012",6530,174,2.7,1.9
"489","Hadley","Hampshire County","MA","Hadley","2005-2009",4256,302,7.1,2.9
"490","Hadley","Hampshire County","MA","Hadley","2006-2010",4733,338,7.1,3.2
"491","Hadley","Hampshire County","MA","Hadley","2007-2011",4953,308,6.2,3.2
"492","Hadley","Hampshire County","MA","Hadley","2008-2012",4992,413,8.3,3.8
"493","Halifax","Plymouth County","MA","Halifax","2005-2009",7735,544,7,3.6
"494","Halifax","Plymouth County","MA","Halifax","2006-2010",7462,421,5.6,2.9
"495","Halifax","Plymouth County","MA","Halifax","2007-2011",7469,433,5.8,3.2
"496","Halifax","Plymouth County","MA","Halifax","2008-2012",7472,331,4.4,2.4
"497","Hamilton","Essex County","MA","Hamilton","2005-2009",7835,554,7.1,3.7
"498","Hamilton","Essex County","MA","Hamilton","2006-2010",7366,477,6.5,4.6
"499","Hamilton","Essex County","MA","Hamilton","2007-2011",7271,346,4.8,3.9
"500","Hamilton","Essex County","MA","Hamilton","2008-2012",7510,387,5.2,4.6
"501","Hampden","Hampden County","MA","Hampden","2005-2009",5215,156,3,2
"502","Hampden","Hampden County","MA","Hampden","2006-2010",5047,129,2.6,2.1
"503","Hampden","Hampden County","MA","Hampden","2007-2011",5054,123,2.4,1.9
"504","Hampden","Hampden County","MA","Hampden","2008-2012",5048,233,4.6,2.3
"505",NA,"Hampden County","MA","Hampden County","2005-2009",452454,75120,16.6,0.6
"506",NA,"Hampden County","MA","Hampden County","2006-2010",446866,76875,17.2,0.7
"507",NA,"Hampden County","MA","Hampden County","2007-2011",446946,74413,16.6,0.5
"508",NA,"Hampden County","MA","Hampden County","2008-2012",448940,76839,17.1,0.6
"509",NA,"Hampshire County","MA","Hampshire County","2005-2009",133326,15281,11.5,0.9
"510",NA,"Hampshire County","MA","Hampshire County","2006-2010",134316,15751,11.7,0.8
"511",NA,"Hampshire County","MA","Hampshire County","2007-2011",134122,15842,11.8,0.9
"512",NA,"Hampshire County","MA","Hampshire County","2008-2012",135058,16066,11.9,1
"513","Hancock","Berkshire County","MA","Hancock","2005-2009",733,61,8.3,7.4
"514","Hancock","Berkshire County","MA","Hancock","2006-2010",713,59,8.3,7.4
"515","Hancock","Berkshire County","MA","Hancock","2007-2011",702,55,7.8,8.1
"516","Hancock","Berkshire County","MA","Hancock","2008-2012",708,52,7.3,7.4
"517","Hanover","Plymouth County","MA","Hanover","2005-2009",13961,500,3.6,1.4
"518","Hanover","Plymouth County","MA","Hanover","2006-2010",13743,469,3.4,1.4
"519","Hanover","Plymouth County","MA","Hanover","2007-2011",13794,420,3,1.5
"520","Hanover","Plymouth County","MA","Hanover","2008-2012",13850,410,3,1.4
"521","Hanson","Plymouth County","MA","Hanson","2005-2009",9958,261,2.6,1.8
"522","Hanson","Plymouth County","MA","Hanson","2006-2010",10087,471,4.7,3.1
"523","Hanson","Plymouth County","MA","Hanson","2007-2011",10131,234,2.3,1.2
"524","Hanson","Plymouth County","MA","Hanson","2008-2012",10183,250,2.5,1.2
"525","Hardwick","Worcester County","MA","Hardwick","2005-2009",2662,183,6.9,2.8
"526","Hardwick","Worcester County","MA","Hardwick","2006-2010",2872,282,9.8,4.3
"527","Hardwick","Worcester County","MA","Hardwick","2007-2011",2901,314,10.8,6
"528","Hardwick","Worcester County","MA","Hardwick","2008-2012",2899,462,15.9,6.2
"529","Harvard","Worcester County","MA","Harvard","2005-2009",5206,150,2.9,1.9
"530","Harvard","Worcester County","MA","Harvard","2006-2010",5487,300,5.5,5.2
"531","Harvard","Worcester County","MA","Harvard","2007-2011",5467,275,5,4.4
"532","Harvard","Worcester County","MA","Harvard","2008-2012",5481,344,6.3,4.5
"533","Harwich","Barnstable County","MA","Harwich","2005-2009",12193,904,7.4,2.4
"534","Harwich","Barnstable County","MA","Harwich","2006-2010",12214,971,7.9,2.8
"535","Harwich","Barnstable County","MA","Harwich","2007-2011",12118,956,7.9,2.8
"536","Harwich","Barnstable County","MA","Harwich","2008-2012",12120,1045,8.6,2.3
"537","Hatfield","Hampshire County","MA","Hatfield","2005-2009",3237,177,5.5,4.1
"538","Hatfield","Hampshire County","MA","Hatfield","2006-2010",3268,367,11.2,6.5
"539","Hatfield","Hampshire County","MA","Hatfield","2007-2011",3272,481,14.7,6.6
"540","Hatfield","Hampshire County","MA","Hatfield","2008-2012",3271,444,13.6,5.7
"541","Haverhill","Essex County","MA","Haverhill","2005-2009",59795,7033,11.8,1.8
"542","Haverhill","Essex County","MA","Haverhill","2006-2010",59532,6592,11.1,1.5
"543","Haverhill","Essex County","MA","Haverhill","2007-2011",59466,7219,12.1,1.8
"544","Haverhill","Essex County","MA","Haverhill","2008-2012",59805,7585,12.7,1.7
"545","Hawley","Franklin County","MA","Hawley","2005-2009",384,19,4.9,3
"546","Hawley","Franklin County","MA","Hawley","2006-2010",354,36,10.2,8.9
"547","Hawley","Franklin County","MA","Hawley","2007-2011",378,30,7.9,7.8
"548","Hawley","Franklin County","MA","Hawley","2008-2012",385,59,15.3,10
"549","Heath","Franklin County","MA","Heath","2005-2009",499,71,14.2,7.2
"550","Heath","Franklin County","MA","Heath","2006-2010",438,56,12.8,8.7
"551","Heath","Franklin County","MA","Heath","2007-2011",483,60,12.4,7.6
"552","Heath","Franklin County","MA","Heath","2008-2012",529,57,10.8,5.7
"553","Hingham","Plymouth County","MA","Hingham","2005-2009",21679,756,3.5,1.4
"554","Hingham","Plymouth County","MA","Hingham","2006-2010",21375,661,3.1,1.3
"555","Hingham","Plymouth County","MA","Hingham","2007-2011",21709,510,2.3,0.9
"556","Hingham","Plymouth County","MA","Hingham","2008-2012",21916,389,1.8,0.6
"557","Hinsdale","Berkshire County","MA","Hinsdale","2005-2009",2181,97,4.4,2.6
"558","Hinsdale","Berkshire County","MA","Hinsdale","2006-2010",2228,96,4.3,3.1
"559","Hinsdale","Berkshire County","MA","Hinsdale","2007-2011",2136,84,3.9,2.9
"560","Hinsdale","Berkshire County","MA","Hinsdale","2008-2012",2149,65,3,2.3
"561","Holbrook","Norfolk County","MA","Holbrook","2005-2009",10603,387,3.6,1.5
"562","Holbrook","Norfolk County","MA","Holbrook","2006-2010",10539,400,3.8,1.7
"563","Holbrook","Norfolk County","MA","Holbrook","2007-2011",10522,625,5.9,2.8
"564","Holbrook","Norfolk County","MA","Holbrook","2008-2012",10581,824,7.8,2.6
"565","Holden","Worcester County","MA","Holden","2005-2009",17173,671,3.9,1.5
"566","Holden","Worcester County","MA","Holden","2006-2010",16765,561,3.3,1.1
"567","Holden","Worcester County","MA","Holden","2007-2011",17059,600,3.5,1.1
"568","Holden","Worcester County","MA","Holden","2008-2012",17223,480,2.8,0.9
"569","Holland","Hampden County","MA","Holland","2005-2009",2563,180,7,4
"570","Holland","Hampden County","MA","Holland","2006-2010",2644,187,7.1,4
"571","Holland","Hampden County","MA","Holland","2007-2011",2595,151,5.8,2.6
"572","Holland","Hampden County","MA","Holland","2008-2012",2477,180,7.3,3
"573","Holliston","Middlesex County","MA","Holliston","2005-2009",13771,306,2.2,1.2
"574","Holliston","Middlesex County","MA","Holliston","2006-2010",13301,237,1.8,0.8
"575","Holliston","Middlesex County","MA","Holliston","2007-2011",13488,575,4.3,2.4
"576","Holliston","Middlesex County","MA","Holliston","2008-2012",13644,589,4.3,2.4
"577","Holyoke","Hampden County","MA","Holyoke","2005-2009",39474,11226,28.4,2.7
"578","Holyoke","Hampden County","MA","Holyoke","2006-2010",38998,12344,31.7,2.6
"579","Holyoke","Hampden County","MA","Holyoke","2007-2011",38874,12155,31.3,2.9
"580","Holyoke","Hampden County","MA","Holyoke","2008-2012",38979,11918,30.6,2.8
"581","Hopedale","Worcester County","MA","Hopedale","2005-2009",6276,592,9.4,5.3
"582","Hopedale","Worcester County","MA","Hopedale","2006-2010",5827,343,5.9,4
"583","Hopedale","Worcester County","MA","Hopedale","2007-2011",5852,192,3.3,1.7
"584","Hopedale","Worcester County","MA","Hopedale","2008-2012",5851,136,2.3,1.9
"585","Hopkinton","Middlesex County","MA","Hopkinton","2005-2009",14326,159,1.1,0.8
"586","Hopkinton","Middlesex County","MA","Hopkinton","2006-2010",14474,254,1.8,1.2
"587","Hopkinton","Middlesex County","MA","Hopkinton","2007-2011",14603,202,1.4,1
"588","Hopkinton","Middlesex County","MA","Hopkinton","2008-2012",14895,326,2.2,1.1
"589","Hubbardston","Worcester County","MA","Hubbardston","2005-2009",4439,434,9.8,7.4
"590","Hubbardston","Worcester County","MA","Hubbardston","2006-2010",4310,411,9.5,6.9
"591","Hubbardston","Worcester County","MA","Hubbardston","2007-2011",4341,494,11.4,8.2
"592","Hubbardston","Worcester County","MA","Hubbardston","2008-2012",4366,307,7,3.4
"593","Hudson","Middlesex County","MA","Hudson","2005-2009",19541,1210,6.2,1.9
"594","Hudson","Middlesex County","MA","Hudson","2006-2010",18632,1325,7.1,2.1
"595","Hudson","Middlesex County","MA","Hudson","2007-2011",18830,956,5.1,1.3
"596","Hudson","Middlesex County","MA","Hudson","2008-2012",19063,1187,6.2,1.4
"597","Hull","Plymouth County","MA","Hull","2005-2009",11067,986,8.9,3.6
"598","Hull","Plymouth County","MA","Hull","2006-2010",10400,1024,9.8,3.7
"599","Hull","Plymouth County","MA","Hull","2007-2011",10371,655,6.3,1.8
"600","Hull","Plymouth County","MA","Hull","2008-2012",10329,562,5.4,1.7
"601","Huntington","Hampshire County","MA","Huntington","2005-2009",1993,179,9,4.4
"602","Huntington","Hampshire County","MA","Huntington","2006-2010",2191,234,10.7,5.4
"603","Huntington","Hampshire County","MA","Huntington","2007-2011",2213,197,8.9,3.7
"604","Huntington","Hampshire County","MA","Huntington","2008-2012",2154,161,7.5,3.6
"605","Ipswich","Essex County","MA","Ipswich","2005-2009",12985,707,5.4,2.1
"606","Ipswich","Essex County","MA","Ipswich","2006-2010",12855,593,4.6,2
"607","Ipswich","Essex County","MA","Ipswich","2007-2011",13065,550,4.2,1.6
"608","Ipswich","Essex County","MA","Ipswich","2008-2012",13198,585,4.4,1.5
"609","Kingston","Plymouth County","MA","Kingston","2005-2009",11983,651,5.4,2
"610","Kingston","Plymouth County","MA","Kingston","2006-2010",12139,773,6.4,2.4
"611","Kingston","Plymouth County","MA","Kingston","2007-2011",12408,692,5.6,2.6
"612","Kingston","Plymouth County","MA","Kingston","2008-2012",12409,680,5.5,2.4
"613","Lakeville","Plymouth County","MA","Lakeville","2005-2009",10246,258,2.5,1.4
"614","Lakeville","Plymouth County","MA","Lakeville","2006-2010",10285,247,2.4,1.4
"615","Lakeville","Plymouth County","MA","Lakeville","2007-2011",10422,409,3.9,2
"616","Lakeville","Plymouth County","MA","Lakeville","2008-2012",10548,602,5.7,2.8
"617","Lancaster","Worcester County","MA","Lancaster","2005-2009",5692,488,8.6,5.4
"618","Lancaster","Worcester County","MA","Lancaster","2006-2010",6456,591,9.2,4.9
"619","Lancaster","Worcester County","MA","Lancaster","2007-2011",6477,438,6.8,4
"620","Lancaster","Worcester County","MA","Lancaster","2008-2012",6471,663,10.2,5.4
"621","Lanesborough","Berkshire County","MA","Lanesborough","2005-2009",2877,58,2,1.6
"622","Lanesborough","Berkshire County","MA","Lanesborough","2006-2010",3061,64,2.1,1.6
"623","Lanesborough","Berkshire County","MA","Lanesborough","2007-2011",3058,97,3.2,1.9
"624","Lanesborough","Berkshire County","MA","Lanesborough","2008-2012",3056,82,2.7,1.9
"625","Lawrence","Essex County","MA","Lawrence","2005-2009",69432,18948,27.3,2.3
"626","Lawrence","Essex County","MA","Lawrence","2006-2010",74175,19641,26.5,2.1
"627","Lawrence","Essex County","MA","Lawrence","2007-2011",74711,21347,28.6,2.3
"628","Lawrence","Essex County","MA","Lawrence","2008-2012",75429,21599,28.6,1.9
"629","Lee","Berkshire County","MA","Lee","2005-2009",5774,676,11.7,10
"630","Lee","Berkshire County","MA","Lee","2006-2010",5934,581,9.8,8.3
"631","Lee","Berkshire County","MA","Lee","2007-2011",5824,473,8.1,5.5
"632","Lee","Berkshire County","MA","Lee","2008-2012",5822,555,9.5,5.8
"633","Leicester","Worcester County","MA","Leicester","2005-2009",10547,441,4.2,1.8
"634","Leicester","Worcester County","MA","Leicester","2006-2010",10489,431,4.1,2
"635","Leicester","Worcester County","MA","Leicester","2007-2011",10424,496,4.8,1.9
"636","Leicester","Worcester County","MA","Leicester","2008-2012",10482,473,4.5,2
"637","Lenox","Berkshire County","MA","Lenox","2005-2009",4967,287,5.8,3.8
"638","Lenox","Berkshire County","MA","Lenox","2006-2010",4882,374,7.7,4.3
"639","Lenox","Berkshire County","MA","Lenox","2007-2011",4760,610,12.8,5.7
"640","Lenox","Berkshire County","MA","Lenox","2008-2012",4736,591,12.5,5.7
"641","Leominster","Worcester County","MA","Leominster","2005-2009",41579,3576,8.6,1.9
"642","Leominster","Worcester County","MA","Leominster","2006-2010",40545,4002,9.9,2.3
"643","Leominster","Worcester County","MA","Leominster","2007-2011",40549,3981,9.8,1.8
"644","Leominster","Worcester County","MA","Leominster","2008-2012",40494,3996,9.9,2
"645","Leverett","Franklin County","MA","Leverett","2005-2009",1914,392,20.5,12
"646","Leverett","Franklin County","MA","Leverett","2006-2010",1803,323,17.9,9.9
"647","Leverett","Franklin County","MA","Leverett","2007-2011",1753,231,13.2,5.3
"648","Leverett","Franklin County","MA","Leverett","2008-2012",1808,203,11.2,3.8
"649","Lexington","Middlesex County","MA","Lexington","2005-2009",30036,837,2.8,0.7
"650","Lexington","Middlesex County","MA","Lexington","2006-2010",30265,959,3.2,0.7
"651","Lexington","Middlesex County","MA","Lexington","2007-2011",30699,1224,4,1.1
"652","Lexington","Middlesex County","MA","Lexington","2008-2012",31107,1237,4,1.1
"653","Leyden","Franklin County","MA","Leyden","2005-2009",741,19,2.6,1.9
"654","Leyden","Franklin County","MA","Leyden","2006-2010",650,17,2.6,2
"655","Leyden","Franklin County","MA","Leyden","2007-2011",633,14,2.2,1.6
"656","Leyden","Franklin County","MA","Leyden","2008-2012",706,18,2.5,1.8
"657","Lincoln","Middlesex County","MA","Lincoln","2005-2009",8214,174,2.1,1.6
