,Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
1582,North Andover,Essex County,MA,North Andover,2009-2013,27543,1499,5.4,1.5
1583,Peabody,Essex County,MA,Peabody,2009-2013,51073,3198,6.3,1.2
1584,Rockport,Essex County,MA,Rockport,2009-2013,6971,307,4.4,1.7
1585,Rowley,Essex County,MA,Rowley,2009-2013,5830,589,10.1,6.8
1586,Salem,Essex County,MA,Salem,2009-2013,40154,6229,15.5,2.1
1587,Salisbury,Essex County,MA,Salisbury,2009-2013,8345,668,8,2.8
1588,Saugus,Essex County,MA,Saugus,2009-2013,26887,1341,5,1.3
1589,Swampscott,Essex County,MA,Swampscott,2009-2013,13704,660,4.8,2.2
1590,Topsfield,Essex County,MA,Topsfield,2009-2013,6096,374,6.1,5.2
1591,Wenham,Essex County,MA,Wenham,2009-2013,3554,134,3.8,2.1
1592,West Newbury,Essex County,MA,West Newbury,2009-2013,4305,259,6,6.3
1593,Ashfield,Franklin County,MA,Ashfield,2009-2013,1692,130,7.7,3.3
1594,Bernardston,Franklin County,MA,Bernardston,2009-2013,2199,105,4.8,1.9
1595,Buckland,Franklin County,MA,Buckland,2009-2013,2093,197,9.4,5.5
1596,Charlemont,Franklin County,MA,Charlemont,2009-2013,1256,152,12.1,4.9
1597,Colrain,Franklin County,MA,Colrain,2009-2013,1774,180,10.1,3.2
1598,Conway,Franklin County,MA,Conway,2009-2013,1671,91,5.4,2.4
1599,Deerfield,Franklin County,MA,Deerfield,2009-2013,5043,232,4.6,2.8
1600,Erving,Franklin County,MA,Erving,2009-2013,1772,147,8.3,2.7
1601,Gill,Franklin County,MA,Gill,2009-2013,1530,130,8.5,8
1602,Greenfield,Franklin County,MA,Greenfield,2009-2013,16999,2619,15.4,2.9
1603,Hawley,Franklin County,MA,Hawley,2009-2013,405,55,13.6,10.1
1604,Heath,Franklin County,MA,Heath,2009-2013,591,58,9.8,5.1
1605,Leverett,Franklin County,MA,Leverett,2009-2013,1756,182,10.4,4.2
1606,Leyden,Franklin County,MA,Leyden,2009-2013,684,12,1.8,1.3
1607,Monroe,Franklin County,MA,Monroe,2009-2013,117,13,11.1,15.4
1608,Montague,Franklin County,MA,Montague,2009-2013,8261,1647,19.9,4.6
1609,New Salem,Franklin County,MA,New Salem,2009-2013,1106,80,7.2,3.1
1610,Northfield,Franklin County,MA,Northfield,2009-2013,2997,135,4.5,2.3
1611,Orange,Franklin County,MA,Orange,2009-2013,7657,970,12.7,4.2
1612,Rowe,Franklin County,MA,Rowe,2009-2013,490,78,15.9,9.4
1613,Shelburne,Franklin County,MA,Shelburne,2009-2013,1788,131,7.3,2.9
1614,Shutesbury,Franklin County,MA,Shutesbury,2009-2013,1774,128,7.2,2.5
1615,Sunderland,Franklin County,MA,Sunderland,2009-2013,3641,773,21.2,5.8
1616,Warwick,Franklin County,MA,Warwick,2009-2013,642,71,11.1,5.4
1617,Wendell,Franklin County,MA,Wendell,2009-2013,962,146,15.2,7.1
1618,Whately,Franklin County,MA,Whately,2009-2013,1366,66,4.8,3.8
1619,Agawam,Hampden County,MA,Agawam,2009-2013,27943,2780,9.9,2.2
1620,Blandford,Hampden County,MA,Blandford,2009-2013,1110,53,4.8,2.9
1621,Brimfield,Hampden County,MA,Brimfield,2009-2013,3625,222,6.1,4.2
1622,Chester,Hampden County,MA,Chester,2009-2013,1465,142,9.7,4.8
1623,Chicopee,Hampden County,MA,Chicopee,2009-2013,54712,7445,13.6,1.6
1624,East Longmeadow,Hampden County,MA,East Longmeadow,2009-2013,15462,675,4.4,1.8
1625,Granville,Hampden County,MA,Granville,2009-2013,1654,108,6.5,4.2
1626,Hampden,Hampden County,MA,Hampden,2009-2013,5073,231,4.6,2.7
1627,Holland,Hampden County,MA,Holland,2009-2013,2442,190,7.8,2.6
1628,Holyoke,Hampden County,MA,Holyoke,2009-2013,39041,12298,31.5,2.8
1629,Longmeadow,Hampden County,MA,Longmeadow,2009-2013,15188,723,4.8,2
1630,Ludlow,Hampden County,MA,Ludlow,2009-2013,20175,1025,5.1,1.6
1631,Monson,Hampden County,MA,Monson,2009-2013,8458,891,10.5,4.5
1632,Montgomery,Hampden County,MA,Montgomery,2009-2013,905,32,3.5,3
1633,Palmer,Hampden County,MA,Palmer,2009-2013,12009,1233,10.3,2.7
1634,Russell,Hampden County,MA,Russell,2009-2013,1644,32,1.9,1.4
1635,Southwick,Hampden County,MA,Southwick,2009-2013,9506,433,4.6,3
1636,Springfield,Hampden County,MA,Springfield,2009-2013,147413,43397,29.4,1.4
1637,Tolland,Hampden County,MA,Tolland,2009-2013,551,21,3.8,2.6
1638,Wales,Hampden County,MA,Wales,2009-2013,1830,120,6.6,3.2
1639,Westfield,Hampden County,MA,Westfield,2009-2013,38200,3658,9.6,1.8
1640,West Springfield,Hampden County,MA,West Springfield,2009-2013,28182,3475,12.3,2.7
1641,Wilbraham,Hampden County,MA,Wilbraham,2009-2013,14034,671,4.8,1.6
1642,Amherst,Hampshire County,MA,Amherst,2009-2013,22137,7323,33.1,3.4
1643,Belchertown,Hampshire County,MA,Belchertown,2009-2013,14561,1220,8.4,2.6
1644,Chesterfield,Hampshire County,MA,Chesterfield,2009-2013,1162,69,5.9,2.8
1645,Cummington,Hampshire County,MA,Cummington,2009-2013,934,84,9,4.1
1646,Easthampton,Hampshire County,MA,Easthampton,2009-2013,16023,1129,7,1.9
1647,Goshen,Hampshire County,MA,Goshen,2009-2013,1102,31,2.8,2.2
1648,Granby,Hampshire County,MA,Granby,2009-2013,6255,237,3.8,2.1
1649,Hadley,Hampshire County,MA,Hadley,2009-2013,5035,403,8,3.8
1650,Hatfield,Hampshire County,MA,Hatfield,2009-2013,3283,346,10.5,5.4
1651,Huntington,Hampshire County,MA,Huntington,2009-2013,2028,187,9.2,4.5
1652,Middlefield,Hampshire County,MA,Middlefield,2009-2013,464,15,3.2,3.2
1653,Northampton,Hampshire County,MA,Northampton,2009-2013,24950,3544,14.2,2.3
1654,Pelham,Hampshire County,MA,Pelham,2009-2013,1341,91,6.8,3.1
1655,Plainfield,Hampshire County,MA,Plainfield,2009-2013,600,36,6,3.2
1656,Southampton,Hampshire County,MA,Southampton,2009-2013,5858,228,3.9,1.8
1657,South Hadley,Hampshire County,MA,South Hadley,2009-2013,15256,1123,7.4,2.1
1658,Ware,Hampshire County,MA,Ware,2009-2013,9793,1322,13.5,3.5
1659,Westhampton,Hampshire County,MA,Westhampton,2009-2013,1561,69,4.4,2.5
1660,Williamsburg,Hampshire County,MA,Williamsburg,2009-2013,2655,191,7.2,2.7
1661,Worthington,Hampshire County,MA,Worthington,2009-2013,1136,53,4.7,1.9
1662,Acton,Middlesex County,MA,Acton,2009-2013,22175,535,2.4,0.8
1663,Arlington,Middlesex County,MA,Arlington,2009-2013,43133,1666,3.9,0.8
1664,Ashby,Middlesex County,MA,Ashby,2009-2013,3114,174,5.6,2.7
1665,Ashland,Middlesex County,MA,Ashland,2009-2013,16739,809,4.8,2.3
1666,Ayer,Middlesex County,MA,Ayer,2009-2013,7491,904,12.1,4.9
1667,Bedford,Middlesex County,MA,Bedford,2009-2013,13086,538,4.1,1.9
1668,Belmont,Middlesex County,MA,Belmont,2009-2013,24694,1380,5.6,1.6
1669,Billerica,Middlesex County,MA,Billerica,2009-2013,39934,2525,6.3,1.9
1670,Boxborough,Middlesex County,MA,Boxborough,2009-2013,5048,135,2.7,2.3
1671,Burlington,Middlesex County,MA,Burlington,2009-2013,24812,1102,4.4,1.5
1672,Cambridge,Middlesex County,MA,Cambridge,2009-2013,91369,13430,14.7,1.3
1673,Carlisle,Middlesex County,MA,Carlisle,2009-2013,4918,275,5.6,3.2
1674,Chelmsford,Middlesex County,MA,Chelmsford,2009-2013,34060,1461,4.3,2.2
1675,Concord,Middlesex County,MA,Concord,2009-2013,16609,734,4.4,2
1676,Dracut,Middlesex County,MA,Dracut,2009-2013,29869,1288,4.3,1.4
1677,Dunstable,Middlesex County,MA,Dunstable,2009-2013,3255,40,1.2,1.3
1678,Everett,Middlesex County,MA,Everett,2009-2013,41840,5532,13.2,2.2
1679,Framingham,Middlesex County,MA,Framingham,2009-2013,65813,7352,11.2,1.6
1680,Groton,Middlesex County,MA,Groton,2009-2013,10771,403,3.7,1.6
1681,Holliston,Middlesex County,MA,Holliston,2009-2013,13778,523,3.8,2.2
1682,Hopkinton,Middlesex County,MA,Hopkinton,2009-2013,15178,321,2.1,0.8
1683,Hudson,Middlesex County,MA,Hudson,2009-2013,19183,1254,6.5,1.7
1684,Lexington,Middlesex County,MA,Lexington,2009-2013,31481,1228,3.9,1.1
1685,Lincoln,Middlesex County,MA,Lincoln,2009-2013,6449,227,3.5,2
1686,Littleton,Middlesex County,MA,Littleton,2009-2013,8930,295,3.3,1.8
1687,Lowell,Middlesex County,MA,Lowell,2009-2013,103448,19670,19,1.8
1688,Malden,Middlesex County,MA,Malden,2009-2013,59632,9528,16,1.8
1689,Marlborough,Middlesex County,MA,Marlborough,2009-2013,38479,2785,7.2,1.6
1690,Maynard,Middlesex County,MA,Maynard,2009-2013,10159,797,7.8,4.2
1691,Medford,Middlesex County,MA,Medford,2009-2013,54173,5325,9.8,1.4
1692,Melrose,Middlesex County,MA,Melrose,2009-2013,26916,1110,4.1,1.1
1693,Natick,Middlesex County,MA,Natick,2009-2013,33271,1439,4.3,1.4
1694,Newton,Middlesex County,MA,Newton,2009-2013,78506,4504,5.7,0.8
1695,North Reading,Middlesex County,MA,North Reading,2009-2013,14950,721,4.8,2.3
1696,Pepperell,Middlesex County,MA,Pepperell,2009-2013,11634,583,5,1.9
1697,Reading,Middlesex County,MA,Reading,2009-2013,24809,430,1.7,0.9
1698,Sherborn,Middlesex County,MA,Sherborn,2009-2013,4169,112,2.7,2.1
1699,Shirley,Middlesex County,MA,Shirley,2009-2013,5650,837,14.8,7.1
1700,Somerville,Middlesex County,MA,Somerville,2009-2013,74138,10989,14.8,1.9
1701,Stoneham,Middlesex County,MA,Stoneham,2009-2013,21240,927,4.4,1.5
1702,Stow,Middlesex County,MA,Stow,2009-2013,6727,184,2.7,1.7
1703,Sudbury,Middlesex County,MA,Sudbury,2009-2013,17715,266,1.5,0.5
1704,Tewksbury,Middlesex County,MA,Tewksbury,2009-2013,29030,898,3.1,1.1
1705,Townsend,Middlesex County,MA,Townsend,2009-2013,9008,466,5.2,1.9
1706,Tyngsborough,Middlesex County,MA,Tyngsborough,2009-2013,11626,691,5.9,2.4
1707,Wakefield,Middlesex County,MA,Wakefield,2009-2013,25178,1025,4.1,1.4
1708,Waltham,Middlesex County,MA,Waltham,2009-2013,54254,5479,10.1,1.6
1709,Watertown,Middlesex County,MA,Watertown,2009-2013,31729,1963,6.2,1.2
1710,Wayland,Middlesex County,MA,Wayland,2009-2013,13090,486,3.7,1.4
1711,Westford,Middlesex County,MA,Westford,2009-2013,22349,411,1.8,0.8
1712,Weston,Middlesex County,MA,Weston,2009-2013,10835,258,2.4,1
1713,Wilmington,Middlesex County,MA,Wilmington,2009-2013,22359,530,2.4,1.1
1714,Winchester,Middlesex County,MA,Winchester,2009-2013,21415,719,3.4,1.6
1715,Woburn,Middlesex County,MA,Woburn,2009-2013,38317,2394,6.2,1.4
1716,Nantucket,Nantucket County,MA,Nantucket,2009-2013,10078,1048,10.4,3.8
1717,Avon,Norfolk County,MA,Avon,2009-2013,4400,50,1.1,0.7
1718,Bellingham,Norfolk County,MA,Bellingham,2009-2013,16433,379,2.3,1
1719,Braintree,Norfolk County,MA,Braintree,2009-2013,35518,1805,5.1,0.8
1720,Brookline,Norfolk County,MA,Brookline,2009-2013,57267,6573,11.5,1.3
1721,Canton,Norfolk County,MA,Canton,2009-2013,21449,1265,5.9,1.6
1722,Cohasset,Norfolk County,MA,Cohasset,2009-2013,7875,350,4.4,2.5
1723,Dedham,Norfolk County,MA,Dedham,2009-2013,23898,1029,4.3,1.5
1724,Dover,Norfolk County,MA,Dover,2009-2013,5677,18,0.3,0.4
1725,Foxborough,Norfolk County,MA,Foxborough,2009-2013,16952,683,4,1.7
1726,Franklin,Norfolk County,MA,Franklin,2009-2013,31080,1330,4.3,1.3
1727,Holbrook,Norfolk County,MA,Holbrook,2009-2013,10710,811,7.6,2.7
1728,Medfield,Norfolk County,MA,Medfield,2009-2013,12073,516,4.3,2.2
1729,Medway,Norfolk County,MA,Medway,2009-2013,12755,395,3.1,1.5
1730,Millis,Norfolk County,MA,Millis,2009-2013,7902,490,6.2,3.7
1731,Milton,Norfolk County,MA,Milton,2009-2013,25393,1243,4.9,1.5
1732,Needham,Norfolk County,MA,Needham,2009-2013,28322,978,3.5,0.9
1733,Norfolk,Norfolk County,MA,Norfolk,2009-2013,9183,505,5.5,2.9
1734,Norwood,Norfolk County,MA,Norwood,2009-2013,28237,2226,7.9,2.2
1735,Plainville,Norfolk County,MA,Plainville,2009-2013,8429,465,5.5,2.5
1736,Quincy,Norfolk County,MA,Quincy,2009-2013,91543,9626,10.5,1.1
1737,Randolph,Norfolk County,MA,Randolph,2009-2013,32470,3517,10.8,2.8
1738,Sharon,Norfolk County,MA,Sharon,2009-2013,17684,575,3.3,1.3
1739,Stoughton,Norfolk County,MA,Stoughton,2009-2013,27130,2058,7.6,1.9
1740,Walpole,Norfolk County,MA,Walpole,2009-2013,23572,840,3.6,1.5
1741,Wellesley,Norfolk County,MA,Wellesley,2009-2013,23856,733,3.1,0.9
1742,Westwood,Norfolk County,MA,Westwood,2009-2013,14685,325,2.2,0.8
1743,Weymouth,Norfolk County,MA,Weymouth,2009-2013,53881,4076,7.6,1.5
1744,Wrentham,Norfolk County,MA,Wrentham,2009-2013,10864,575,5.3,1.9
1745,Abington,Plymouth County,MA,Abington,2009-2013,15907,551,3.5,1.3
1746,Bridgewater,Plymouth County,MA,Bridgewater,2009-2013,21720,1523,7,2.4
1747,Brockton,Plymouth County,MA,Brockton,2009-2013,92264,16559,17.9,1.6
1748,Carver,Plymouth County,MA,Carver,2009-2013,11470,718,6.3,3.3
1749,Duxbury,Plymouth County,MA,Duxbury,2009-2013,15014,431,2.9,1
1750,East Bridgewater,Plymouth County,MA,East Bridgewater,2009-2013,13729,456,3.3,1.3
1751,Halifax,Plymouth County,MA,Halifax,2009-2013,7439,330,4.4,2.4
1752,Hanover,Plymouth County,MA,Hanover,2009-2013,13911,493,3.5,3
1753,Hanson,Plymouth County,MA,Hanson,2009-2013,10229,322,3.1,1.5
1754,Hingham,Plymouth County,MA,Hingham,2009-2013,22090,586,2.7,0.9
1755,Hull,Plymouth County,MA,Hull,2009-2013,10319,608,5.9,1.9
1756,Kingston,Plymouth County,MA,Kingston,2009-2013,12454,601,4.8,2.1
1757,Lakeville,Plymouth County,MA,Lakeville,2009-2013,10682,586,5.5,2.1
1758,Marion,Plymouth County,MA,Marion,2009-2013,4786,176,3.7,2.4
1759,Marshfield,Plymouth County,MA,Marshfield,2009-2013,25284,1026,4.1,1.2
1760,Mattapoisett,Plymouth County,MA,Mattapoisett,2009-2013,6086,183,3,2
1761,Middleborough,Plymouth County,MA,Middleborough,2009-2013,22724,1781,7.8,1.9
1762,Norwell,Plymouth County,MA,Norwell,2009-2013,10358,273,2.6,1.2
1763,Pembroke,Plymouth County,MA,Pembroke,2009-2013,17871,686,3.8,1.7
1764,Plymouth,Plymouth County,MA,Plymouth,2009-2013,54855,3668,6.7,1.2
1765,Plympton,Plymouth County,MA,Plympton,2009-2013,2834,111,3.9,2
1766,Rochester,Plymouth County,MA,Rochester,2009-2013,5299,270,5.1,2.7
1767,Rockland,Plymouth County,MA,Rockland,2009-2013,17370,984,5.7,2.4
1768,Scituate,Plymouth County,MA,Scituate,2009-2013,18019,531,2.9,1.1
1769,Wareham,Plymouth County,MA,Wareham,2009-2013,21838,2227,10.2,2.5
1770,West Bridgewater,Plymouth County,MA,West Bridgewater,2009-2013,6720,262,3.9,2.1
1771,Whitman,Plymouth County,MA,Whitman,2009-2013,14558,1127,7.7,2.1
1772,Boston,Suffolk County,MA,Boston,2009-2013,588574,126226,21.4,0.6
1773,Chelsea,Suffolk County,MA,Chelsea,2009-2013,35716,8468,23.7,2.8
1774,Revere,Suffolk County,MA,Revere,2009-2013,52260,8058,15.4,2.1
1775,Winthrop,Suffolk County,MA,Winthrop,2009-2013,17715,1629,9.2,2.3
1776,Ashburnham,Worcester County,MA,Ashburnham,2009-2013,6018,422,7,3
1777,Athol,Worcester County,MA,Athol,2009-2013,11425,1807,15.8,5.1
1778,Auburn,Worcester County,MA,Auburn,2009-2013,16126,604,3.7,1.2
1779,Barre,Worcester County,MA,Barre,2009-2013,5356,251,4.7,1.9
1780,Berlin,Worcester County,MA,Berlin,2009-2013,2886,71,2.5,1.2
1781,Blackstone,Worcester County,MA,Blackstone,2009-2013,8971,427,4.8,2.1
1782,Bolton,Worcester County,MA,Bolton,2009-2013,4954,138,2.8,1.7
1783,Boylston,Worcester County,MA,Boylston,2009-2013,4361,106,2.4,1.4
1784,Brookfield,Worcester County,MA,Brookfield,2009-2013,3376,190,5.6,3.3
1785,Charlton,Worcester County,MA,Charlton,2009-2013,12879,553,4.3,1.7
1786,Clinton,Worcester County,MA,Clinton,2009-2013,13567,1280,9.4,2.7
1787,Douglas,Worcester County,MA,Douglas,2009-2013,8501,361,4.2,2.1
1788,Dudley,Worcester County,MA,Dudley,2009-2013,10561,837,7.9,2.8
1789,East Brookfield,Worcester County,MA,East Brookfield,2009-2013,2253,119,5.3,3.4
1790,Fitchburg,Worcester County,MA,Fitchburg,2009-2013,38222,7864,20.6,2.9
1791,Gardner,Worcester County,MA,Gardner,2009-2013,19117,2754,14.4,2.8
1792,Grafton,Worcester County,MA,Grafton,2009-2013,17754,1182,6.7,2.1
1793,Hardwick,Worcester County,MA,Hardwick,2009-2013,2882,408,14.2,7.5
1794,Harvard,Worcester County,MA,Harvard,2009-2013,5506,358,6.5,4.5
1795,Holden,Worcester County,MA,Holden,2009-2013,17390,500,2.9,0.9
1796,Hopedale,Worcester County,MA,Hopedale,2009-2013,5867,116,2,1.6
1797,Hubbardston,Worcester County,MA,Hubbardston,2009-2013,4398,269,6.1,2.8
1798,Lancaster,Worcester County,MA,Lancaster,2009-2013,6489,780,12,7.9
1799,Leicester,Worcester County,MA,Leicester,2009-2013,10593,519,4.9,2.2
1800,Leominster,Worcester County,MA,Leominster,2009-2013,40469,4239,10.5,1.7
1801,Lunenburg,Worcester County,MA,Lunenburg,2009-2013,10486,862,8.2,3.7
1802,Mendon,Worcester County,MA,Mendon,2009-2013,5839,95,1.6,1.3
1803,Milford,Worcester County,MA,Milford,2009-2013,27893,2914,10.4,3.2
1804,Millbury,Worcester County,MA,Millbury,2009-2013,13113,696,5.3,2.7
1805,Millville,Worcester County,MA,Millville,2009-2013,3193,304,9.5,4.1
1806,New Braintree,Worcester County,MA,New Braintree,2009-2013,1034,67,6.5,2.6
1807,Northborough,Worcester County,MA,Northborough,2009-2013,14399,533,3.7,2.8
1808,Northbridge,Worcester County,MA,Northbridge,2009-2013,15525,806,5.2,2
1809,North Brookfield,Worcester County,MA,North Brookfield,2009-2013,4691,308,6.6,3.4
1810,Oakham,Worcester County,MA,Oakham,2009-2013,1829,84,4.6,1.8
1811,Oxford,Worcester County,MA,Oxford,2009-2013,13471,880,6.5,2.5
1812,Paxton,Worcester County,MA,Paxton,2009-2013,4305,224,5.2,4.6
1813,Petersham,Worcester County,MA,Petersham,2009-2013,1165,92,7.9,10.1
1814,Phillipston,Worcester County,MA,Phillipston,2009-2013,1778,65,3.7,1.7
1815,Princeton,Worcester County,MA,Princeton,2009-2013,3424,162,4.7,2.6
1816,Royalston,Worcester County,MA,Royalston,2009-2013,1137,161,14.2,6.2
1817,Rutland,Worcester County,MA,Rutland,2009-2013,8050,343,4.3,2.5
1818,Shrewsbury,Worcester County,MA,Shrewsbury,2009-2013,35746,1894,5.3,1.6
1819,Southborough,Worcester County,MA,Southborough,2009-2013,9724,295,3,1.3
1820,Southbridge,Worcester County,MA,Southbridge,2009-2013,16481,2828,17.2,3.2
1821,Spencer,Worcester County,MA,Spencer,2009-2013,11722,1203,10.3,4.9
1822,Sterling,Worcester County,MA,Sterling,2009-2013,7757,392,5.1,3.7
1823,Sturbridge,Worcester County,MA,Sturbridge,2009-2013,9221,761,8.3,3.7
1824,Sutton,Worcester County,MA,Sutton,2009-2013,9020,302,3.3,3.9
1825,Templeton,Worcester County,MA,Templeton,2009-2013,7841,981,12.5,5
1826,Upton,Worcester County,MA,Upton,2009-2013,7513,476,6.3,3.1
1827,Uxbridge,Worcester County,MA,Uxbridge,2009-2013,13377,723,5.4,2.3
1828,Warren,Worcester County,MA,Warren,2009-2013,5123,735,14.3,7.6
1829,Webster,Worcester County,MA,Webster,2009-2013,16386,2456,15,3.2
1830,Westborough,Worcester County,MA,Westborough,2009-2013,17993,713,4,1.9
1831,West Boylston,Worcester County,MA,West Boylston,2009-2013,5963,293,4.9,1.9
1832,West Brookfield,Worcester County,MA,West Brookfield,2009-2013,3557,263,7.4,3.6
1833,Westminster,Worcester County,MA,Westminster,2009-2013,7249,321,4.4,2.8
1834,Winchendon,Worcester County,MA,Winchendon,2009-2013,10300,1048,10.2,3.7
1835,Worcester,Worcester County,MA,Worcester,2009-2013,170988,36635,21.4,1.2
1836,NA,NA County,NA,United States,2010-2014,306226394,47755606,15.6,0.1
1837,NA,NA County,MA,MA,2010-2014,6424688,742784,11.6,0.2
1838,NA,Barnstable County,MA,Barnstable County,2010-2014,212184,20588,9.7,0.7
1839,NA,Berkshire County,MA,Berkshire County,2010-2014,124013,15746,12.7,0.9
1840,NA,Bristol County,MA,Bristol County,2010-2014,535181,67782,12.7,0.5
1841,NA,Dukes County,MA,Dukes County,2010-2014,16786,1891,11.3,3.4
1842,NA,Essex County,MA,Essex County,2010-2014,741324,83516,11.3,0.4
1843,NA,Franklin County,MA,Franklin County,2010-2014,70131,8321,11.9,1.1
1844,NA,Hampden County,MA,Hampden County,2010-2014,452084,79997,17.7,0.6
1845,NA,Hampshire County,MA,Hampshire County,2010-2014,137392,19044,13.9,0.9
1846,NA,Middlesex County,MA,Middlesex County,2010-2014,1484479,124813,8.4,0.3
1847,NA,Nantucket County,MA,Nantucket County,2010-2014,10289,947,9.2,3
1848,NA,Norfolk County,MA,Norfolk County,2010-2014,664937,42940,6.5,0.3
1849,NA,Plymouth County,MA,Plymouth County,2010-2014,489113,37625,7.7,0.4
1850,NA,Suffolk County,MA,Suffolk County,2010-2014,705431,149227,21.2,0.6
1851,NA,Worcester County,MA,Worcester County,2010-2014,781344,90347,11.6,0.4
1852,Barnstable,Barnstable County,MA,Barnstable,2010-2014,44409,5784,13,2.3
1853,Bourne,Barnstable County,MA,Bourne,2010-2014,19060,2214,11.6,2.5
1854,Brewster,Barnstable County,MA,Brewster,2010-2014,9496,660,7,2.3
1855,Chatham,Barnstable County,MA,Chatham,2010-2014,5989,535,8.9,3.1
1856,Dennis,Barnstable County,MA,Dennis,2010-2014,14005,2170,15.5,4
1857,Eastham,Barnstable County,MA,Eastham,2010-2014,4926,250,5.1,3.8
1858,Falmouth,Barnstable County,MA,Falmouth,2010-2014,31104,2573,8.3,1.9
1859,Harwich,Barnstable County,MA,Harwich,2010-2014,12012,872,7.3,2
1860,Mashpee,Barnstable County,MA,Mashpee,2010-2014,13879,1125,8.1,2.3
1861,Orleans,Barnstable County,MA,Orleans,2010-2014,5833,281,4.8,2.3
1862,Provincetown,Barnstable County,MA,Provincetown,2010-2014,2931,397,13.5,3.8
1863,Sandwich,Barnstable County,MA,Sandwich,2010-2014,20284,1134,5.6,2.3
1864,Truro,Barnstable County,MA,Truro,2010-2014,1738,228,13.1,8.5
1865,Wellfleet,Barnstable County,MA,Wellfleet,2010-2014,2997,421,14,7.7
1866,Yarmouth,Barnstable County,MA,Yarmouth,2010-2014,23521,1944,8.3,1.7
1867,Adams,Berkshire County,MA,Adams,2010-2014,8368,956,11.4,3.1
1868,Alford,Berkshire County,MA,Alford,2010-2014,471,29,6.2,3.3
1869,Becket,Berkshire County,MA,Becket,2010-2014,1779,95,5.3,2
1870,Cheshire,Berkshire County,MA,Cheshire,2010-2014,3195,245,7.7,5.3
1871,Clarksburg,Berkshire County,MA,Clarksburg,2010-2014,1577,124,7.9,3.7
1872,Dalton,Berkshire County,MA,Dalton,2010-2014,6632,1132,17.1,5.7
1873,Egremont,Berkshire County,MA,Egremont,2010-2014,1062,53,5,2.2
1874,Florida,Berkshire County,MA,Florida,2010-2014,788,48,6.1,3.4
1875,Great Barrington,Berkshire County,MA,Great Barrington,2010-2014,6094,518,8.5,3
1876,Hancock,Berkshire County,MA,Hancock,2010-2014,724,22,3,2.7
1877,Hinsdale,Berkshire County,MA,Hinsdale,2010-2014,2161,83,3.8,2.3
1878,Lanesborough,Berkshire County,MA,Lanesborough,2010-2014,3055,46,1.5,1.6
1879,Lee,Berkshire County,MA,Lee,2010-2014,5813,554,9.5,4.8
1880,Lenox,Berkshire County,MA,Lenox,2010-2014,4744,631,13.3,6.2
1881,Monterey,Berkshire County,MA,Monterey,2010-2014,771,106,13.7,9.5
1882,Mount Washington,Berkshire County,MA,Mount Washington,2010-2014,151,11,7.3,7.6
1883,New Ashford,Berkshire County,MA,New Ashford,2010-2014,235,10,4.3,4.1
1884,New Marlborough,Berkshire County,MA,New Marlborough,2010-2014,1462,116,7.9,3.7
1885,North Adams,Berkshire County,MA,North Adams,2010-2014,12452,2354,18.9,4.1
1886,Otis,Berkshire County,MA,Otis,2010-2014,1470,162,11,4.2
1887,Peru,Berkshire County,MA,Peru,2010-2014,871,62,7.1,3.5
1888,Pittsfield,Berkshire County,MA,Pittsfield,2010-2014,43320,7088,16.4,2
1889,Richmond,Berkshire County,MA,Richmond,2010-2014,1533,76,5,2.1
1890,Sandisfield,Berkshire County,MA,Sandisfield,2010-2014,844,41,4.9,2.2
1891,Savoy,Berkshire County,MA,Savoy,2010-2014,700,33,4.7,2.4
1892,Sheffield,Berkshire County,MA,Sheffield,2010-2014,3229,329,10.2,6.6
1893,Stockbridge,Berkshire County,MA,Stockbridge,2010-2014,2063,248,12,8.7
1894,Tyringham,Berkshire County,MA,Tyringham,2010-2014,412,44,10.7,9.2
1895,Washington,Berkshire County,MA,Washington,2010-2014,543,37,6.8,4.4
1896,West Stockbridge,Berkshire County,MA,West Stockbridge,2010-2014,1340,84,6.3,3.2
1897,Williamstown,Berkshire County,MA,Williamstown,2010-2014,5277,356,6.7,1.7
1898,Windsor,Berkshire County,MA,Windsor,2010-2014,877,53,6,2.7
1899,Acushnet,Bristol County,MA,Acushnet,2010-2014,10210,420,4.1,1.6
1900,Attleboro,Bristol County,MA,Attleboro,2010-2014,43229,3982,9.2,1.7
1901,Berkley,Bristol County,MA,Berkley,2010-2014,6483,381,5.9,3.5
1902,Dartmouth,Bristol County,MA,Dartmouth,2010-2014,28771,1884,6.5,1.4
1903,Dighton,Bristol County,MA,Dighton,2010-2014,7111,333,4.7,2.4
1904,Easton,Bristol County,MA,Easton,2010-2014,21310,746,3.5,1.1
1905,Fairhaven,Bristol County,MA,Fairhaven,2010-2014,15619,1687,10.8,2.5
1906,Fall River,Bristol County,MA,Fall River,2010-2014,87370,20344,23.3,1.8
1907,Freetown,Bristol County,MA,Freetown,2010-2014,8848,427,4.8,1.7
1908,Mansfield,Bristol County,MA,Mansfield,2010-2014,23346,954,4.1,1.3
1909,New Bedford,Bristol County,MA,New Bedford,2010-2014,93034,22316,24,1.3
1910,North Attleborough,Bristol County,MA,North Attleborough,2010-2014,28641,1203,4.2,1.1
1911,Norton,Bristol County,MA,Norton,2010-2014,17387,1041,6,1.7
1912,Raynham,Bristol County,MA,Raynham,2010-2014,13363,965,7.2,3.2
