"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property","Total_Assessed_Pct_Change","Total_Assessed_Million","Residential_Million","Open_Space_Million","Commercial_Million","Industrial_Million","Personal_Property_Million"
"Tisbury","Dukes","MA",2017,2418792851,0,245529784,5918400,47367130,2717608165,89,11,2418792851,0,245529784,5918400,47367130,2717608165,89,0,9.03,0.22,1.74,32.8,2717.61,2418.79,0,245.53,5.92,47.37
"West Tisbury","Dukes","MA",2003,1582450375,0,41145425,2595000,20810107,1647000907,96.08,3.92,2064125908,0,53669511,3384881,27144410,2148324710,96.08,0,2.5,0.16,1.26,0,2148.32,2064.13,0,53.67,3.38,27.14
"West Tisbury","Dukes","MA",2004,1588744950,0,41386450,2666100,23266552,1656064052,95.93,4.07,2018580779,0,52583577,3387415,29561331,2104113102,95.93,0,2.5,0.16,1.4,-2.1,2104.11,2018.58,0,52.58,3.39,29.56
"West Tisbury","Dukes","MA",2005,2125960870,0,52681830,3259300,21517069,2203419069,96.48,3.52,2612624119,0,64741464,4005401,26442638,2707813623,96.48,0,2.39,0.15,0.98,26,2707.81,2612.62,0,64.74,4.01,26.44
"West Tisbury","Dukes","MA",2006,2154446820,0,53818780,3446700,22389861,2234102161,96.43,3.57,2564892450,0,64071845,4103334,26655374,2659723003,96.43,0,2.41,0.15,1,23.8,2659.72,2564.89,0,64.07,4.1,26.66
"West Tisbury","Dukes","MA",2007,2387533453,0,59966247,4295800,23237526,2475033026,96.46,3.54,2763669403,0,69413428,4972567,26898404,2864953803,96.46,0,2.42,0.17,0.94,33.4,2864.95,2763.67,0,69.41,4.97,26.9
"West Tisbury","Dukes","MA",2008,2622810068,0,59881732,4334100,27116004,2714141904,96.63,3.37,2923752925,0,66752599,4831397,30227311,3025564233,96.63,0,2.21,0.16,1,40.8,3025.56,2923.75,0,66.75,4.83,30.23
"West Tisbury","Dukes","MA",2009,2519426031,0,58877969,4139100,29622558,2612065658,96.45,3.55,2818534255,0,65868007,4630497,33139371,2922172131,96.45,0,2.25,0.16,1.13,36,2922.17,2818.53,0,65.87,4.63,33.14
"West Tisbury","Dukes","MA",2010,2443116150,0,65375950,4130500,29931001,2542553601,96.09,3.91,2689056838,0,71957138,4546304,32944059,2798504339,96.09,0,2.57,0.16,1.18,30.3,2798.5,2689.06,0,71.96,4.55,32.94
"West Tisbury","Dukes","MA",2011,2333907233,0,64037167,3592400,31621647,2433158447,95.92,4.08,2490248793,0,68326828,3833044,33739888,2596148553,95.92,0,2.63,0.15,1.3,20.8,2596.15,2490.25,0,68.33,3.83,33.74
"West Tisbury","Dukes","MA",2012,2307610409,0,66412391,4403700,33259267,2411685767,95.68,4.32,2412269708,0,69424457,4603425,34767707,2521065297,95.68,0,2.75,0.18,1.38,17.4,2521.07,2412.27,0,69.42,4.6,34.77
"West Tisbury","Dukes","MA",2013,2276409772,0,66397028,4542200,33169271,2380518271,95.63,4.37,2345300979,0,68406408,4679661,34173076,2452560123,95.63,0,2.79,0.19,1.39,14.2,2452.56,2345.3,0,68.41,4.68,34.17
"West Tisbury","Dukes","MA",2014,2283193672,0,66319728,4542200,31886104,2385941704,95.69,4.31,2314740739,0,67236073,4604960,32326677,2418908449,95.69,0,2.78,0.19,1.34,12.6,2418.91,2314.74,0,67.24,4.6,32.33
"West Tisbury","Dukes","MA",2015,2282304149,0,69063951,6289800,35317960,2392975860,95.38,4.62,2311095710,0,69935202,6369147,35763501,2423163559,95.38,0,2.89,0.26,1.48,12.8,2423.16,2311.1,0,69.94,6.37,35.76
"West Tisbury","Dukes","MA",2016,2285784749,0,69139545,8396900,39409253,2402730447,95.13,4.87,2285784749,0,69139545,8396900,39409253,2402730447,95.13,0,2.88,0.35,1.64,11.8,2402.73,2285.78,0,69.14,8.4,39.41
"West Tisbury","Dukes","MA",2017,2413720715,0,69238788,8583600,40327780,2531870883,95.33,4.67,2413720715,0,69238788,8583600,40327780,2531870883,95.33,0,2.73,0.34,1.59,17.9,2531.87,2413.72,0,69.24,8.58,40.33
"Amesbury","Essex","MA",2003,1148620000,0,113354880,83431300,35101450,1380507630,83.2,16.8,1498243698,0,147858504,108826609,45785835,1800714645,83.2,0,8.21,6.04,2.54,0,1800.71,1498.24,0,147.86,108.83,45.79
"Amesbury","Essex","MA",2004,1358910775,0,125312975,85852600,35289450,1605365800,84.65,15.35,1726564841,0,159216470,109080069,44837030,2039698410,84.65,0,7.81,5.35,2.2,13.3,2039.7,1726.56,0,159.22,109.08,44.84
"Amesbury","Essex","MA",2005,1572893438,0,127858842,86454600,32004230,1819211110,86.46,13.54,1932951538,0,157127584,106245311,39330462,2235654894,86.46,0,7.03,4.75,1.76,24.2,2235.65,1932.95,0,157.13,106.25,39.33
"Amesbury","Essex","MA",2006,1763846361,0,134672079,91579760,32427870,2022526070,87.21,12.79,2099878341,0,160328580,109026704,38605733,2407839358,87.21,0,6.66,4.53,1.6,33.7,2407.84,2099.88,0,160.33,109.03,38.61
"Amesbury","Essex","MA",2007,1844922210,0,133863040,98836500,31076840,2108698590,87.49,12.51,2135574292,0,154952044,114407365,35972737,2440906437,87.49,0,6.35,4.69,1.47,35.6,2440.91,2135.57,0,154.95,114.41,35.97
"Amesbury","Essex","MA",2008,1762887693,0,149523527,101570180,31977433,2045958833,86.16,13.84,1965162522,0,166679949,113224406,35646544,2280713421,86.16,0,7.31,4.96,1.56,26.7,2280.71,1965.16,0,166.68,113.22,35.65
"Amesbury","Essex","MA",2009,1697130620,0,145912320,96999630,37177775,1977220345,85.83,14.17,1898615291,0,163235144,108515502,41591549,2211957487,85.83,0,7.38,4.91,1.88,22.8,2211.96,1898.62,0,163.24,108.52,41.59
"Amesbury","Essex","MA",2010,1632389706,0,143902844,95158230,36141665,1907592445,85.57,14.43,1796717156,0,158389083,104737505,39779931,2099623674,85.57,0,7.54,4.99,1.89,16.6,2099.62,1796.72,0,158.39,104.74,39.78
"Amesbury","Essex","MA",2011,1553273302,0,138088178,97656060,61948533,1850966073,83.92,16.08,1657322498,0,147338298,104197751,66098282,1974956830,83.92,0,7.46,5.28,3.35,9.7,1974.96,1657.32,0,147.34,104.2,66.1
"Amesbury","Essex","MA",2012,1543369026,0,136957354,94304060,67269603,1841900043,83.79,16.21,1613366943,0,143168914,98581124,70320547,1925437527,83.79,0,7.44,5.12,3.65,6.9,1925.44,1613.37,0,143.17,98.58,70.32
"Amesbury","Essex","MA",2013,1478695853,0,138642632,95180185,62402765,1774921435,83.31,16.69,1523445767,0,142838387,98060632,64291266,1828636052,83.31,0,7.81,5.36,3.52,1.6,1828.64,1523.45,0,142.84,98.06,64.29
"Amesbury","Essex","MA",2014,1464593499,0,138203916,95089225,61127705,1759014345,83.26,16.74,1484829903,0,140113490,96403080,61972311,1783318785,83.26,0,7.86,5.41,3.48,-1,1783.32,1484.83,0,140.11,96.4,61.97
"Amesbury","Essex","MA",2015,1548406689,0,139143921,95923650,60608567,1844082827,83.97,16.03,1567940039,0,140899239,97133739,61373152,1867346170,83.97,0,7.55,5.2,3.29,3.7,1867.35,1567.94,0,140.9,97.13,61.37
"Amesbury","Essex","MA",2016,1611367672,0,142710063,97637475,65469939,1917185149,84.05,15.95,1611367672,0,142710063,97637475,65469939,1917185149,84.05,0,7.44,5.09,3.41,6.5,1917.19,1611.37,0,142.71,97.64,65.47
"Amesbury","Essex","MA",2017,1675943007,0,151397953,100863000,65878297,1994082257,84.05,15.95,1675943007,0,151397953,100863000,65878297,1994082257,84.05,0,7.59,5.06,3.3,10.7,1994.08,1675.94,0,151.4,100.86,65.88
"Andover","Essex","MA",2003,4467789501,8931200,641178403,685192600,110559980,5913651684,75.7,24.3,5827721493,11649731,836344049,893755545,144212876,7713683694,75.55,0.15,10.84,11.59,1.87,0,7713.68,5827.72,11.65,836.34,893.76,144.21
"Andover","Essex","MA",2004,4747196486,8756400,586983115,663066600,107565301,6113567902,77.79,22.21,6031553134,11125449,745791723,842459637,136667153,7767597096,77.65,0.14,9.6,10.85,1.76,0.7,7767.6,6031.55,11.13,745.79,842.46,136.67
"Andover","Essex","MA",2005,5020174746,9404900,575889705,635749200,109324908,6350543459,79.2,20.8,6169365490,11557818,707719203,781281404,134350964,7804274879,79.05,0.15,9.07,10.01,1.72,1.2,7804.27,6169.37,11.56,707.72,781.28,134.35
"Andover","Essex","MA",2006,5505185901,13976900,556557746,635623100,94200625,6805544272,81.1,18.9,6553983892,16639652,662588070,756716237,112146872,8102074723,80.89,0.21,8.18,9.34,1.38,5,8102.07,6553.98,16.64,662.59,756.72,112.15
"Andover","Essex","MA",2007,5856115241,12584400,582821925,640188000,99325718,7191035284,81.61,18.39,6778697276,14566967,674640650,741044271,114973655,8323922820,81.44,0.18,8.1,8.9,1.38,7.9,8323.92,6778.7,14.57,674.64,741.04,114.97
"Andover","Essex","MA",2008,5804052251,11936700,585151793,642310600,136301731,7179753075,81.01,18.99,6470012813,13306324,652292473,716009717,151941076,8003562404,80.84,0.17,8.15,8.95,1.9,3.8,8003.56,6470.01,13.31,652.29,716.01,151.94
"Andover","Essex","MA",2009,5754718281,11195300,583679742,649552900,161324140,7160470363,80.52,19.48,6437922925,12524415,652974656,726668327,180476668,8010566990,80.37,0.16,8.15,9.07,2.25,3.8,8010.57,6437.92,12.52,652.97,726.67,180.48
"Andover","Essex","MA",2010,5462980161,10866600,566418366,624853500,172538617,6837657244,80.05,19.95,6012920899,11960506,623437891,687755503,189907528,7525982326,79.9,0.16,8.28,9.14,2.52,-2.4,7525.98,6012.92,11.96,623.44,687.76,189.91
"Andover","Essex","MA",2011,5259023861,10694100,552946894,592561900,201324807,6616551562,79.64,20.36,5611310354,11410466,589987175,632255874,214810962,7059774831,79.48,0.16,8.36,8.96,3.04,-8.5,7059.77,5611.31,11.41,589.99,632.26,214.81
"Andover","Essex","MA",2012,5440621421,8010900,547695778,578692200,223484947,6798505246,80.14,19.86,5687375216,8374226,572535957,604938190,233620877,7106844467,80.03,0.12,8.06,8.51,3.29,-7.9,7106.84,5687.38,8.37,572.54,604.94,233.62
"Andover","Essex","MA",2013,5441912945,8391900,544010554,574064300,234340227,6802719926,80.12,19.88,5606602078,8645865,560473997,591437263,241432088,7008591291,80,0.12,8,8.44,3.44,-9.1,7008.59,5606.6,8.65,560.47,591.44,241.43
"Andover","Essex","MA",2014,5474892385,8409800,541616314,578490500,237117137,6840526136,80.16,19.84,5550539405,8525999,549099869,586483549,240393403,6935042226,80.04,0.12,7.92,8.46,3.47,-10.1,6935.04,5550.54,8.53,549.1,586.48,240.39
"Andover","Essex","MA",2015,5793267930,7958400,580548306,601623300,246548798,7229946734,80.24,19.76,5866350752,8058796,587871998,609212855,249659043,7321153444,80.13,0.11,8.03,8.32,3.41,-5.1,7321.15,5866.35,8.06,587.87,609.21,249.66
"Andover","Essex","MA",2016,6110208385,7256700,573623228,603476100,247911769,7542476182,81.11,18.89,6110208385,7256700,573623228,603476100,247911769,7542476182,81.01,0.1,7.61,8,3.29,-2.2,7542.48,6110.21,7.26,573.62,603.48,247.91
"Andover","Essex","MA",2017,6184310780,7244800,577433480,601695200,294625929,7665310189,80.77,19.23,6184310780,7244800,577433480,601695200,294625929,7665310189,80.68,0.09,7.53,7.85,3.84,-0.6,7665.31,6184.31,7.24,577.43,601.7,294.63
"Beverly","Essex","MA",2003,3676487220,612450,341040138,131726891,67720490,4217587189,87.18,12.82,4795557979,798871,444847937,171822695,88333650,5501361133,87.17,0.01,8.09,3.12,1.61,0,5501.36,4795.56,0.8,444.85,171.82,88.33
"Beverly","Essex","MA",2004,4066124286,662925,367339162,131176493,70702370,4636005236,87.72,12.28,5166216472,842280,466722976,166666366,89830936,5890279030,87.71,0.01,7.92,2.83,1.53,7.1,5890.28,5166.22,0.84,466.72,166.67,89.83
"Beverly","Essex","MA",2005,4680573646,688425,421026521,133896568,109515410,5345700570,87.57,12.43,5752024778,846015,517405593,164547433,134585074,6569408892,87.56,0.01,7.88,2.5,2.05,19.4,6569.41,5752.02,0.85,517.41,164.55,134.59
"Beverly","Essex","MA",2006,4980108088,719100,432325319,145688109,116409511,5675250127,87.76,12.24,5928873025,856096,514688010,173443284,138586793,6756447208,87.75,0.01,7.62,2.57,2.05,22.8,6756.45,5928.87,0.86,514.69,173.44,138.59
"Beverly","Essex","MA",2007,5067545620,719100,479387586,148841720,117185650,5813679676,87.18,12.82,5865895099,832388,554911095,172290490,135647270,6729576342,87.17,0.01,8.25,2.56,2.02,22.3,6729.58,5865.9,0.83,554.91,172.29,135.65
"Beverly","Essex","MA",2008,5126551337,735300,508106490,153911215,124735380,5914039722,86.7,13.3,5714775023,819669,566406944,171571083,139047595,6592620314,86.68,0.01,8.59,2.6,2.11,19.8,6592.62,5714.78,0.82,566.41,171.57,139.05
"Beverly","Essex","MA",2009,5019562747,712875,529181543,154531450,134030070,5838018685,85.99,14.01,5615489152,797508,592006389,172877544,149942224,6531112818,85.98,0.01,9.06,2.65,2.3,18.7,6531.11,5615.49,0.8,592.01,172.88,149.94
"Beverly","Essex","MA",2010,4820965219,712875,529349630,160128580,138945390,5650101694,85.34,14.66,5306276366,784638,582637564,176248212,152932578,6218879358,85.33,0.01,9.37,2.83,2.46,13,6218.88,5306.28,0.78,582.64,176.25,152.93
"Beverly","Essex","MA",2011,4694585306,704250,497260404,152865235,130273060,5475688255,85.75,14.25,5009061726,751426,530570411,163105226,138999668,5842488457,85.74,0.01,9.08,2.79,2.38,6.2,5842.49,5009.06,0.75,530.57,163.11,139
"Beverly","Essex","MA",2012,4672586650,704250,484818847,154629160,128951460,5441690367,85.88,14.12,4884507017,736191,506807308,161642207,134799921,5688492643,85.87,0.01,8.91,2.84,2.37,3.4,5688.49,4884.51,0.74,506.81,161.64,134.8
"Beverly","Essex","MA",2013,4580816733,704250,486290841,151729935,128984340,5348526099,85.66,14.34,4719446428,725563,501007507,156321753,132887805,5510389057,85.65,0.01,9.09,2.84,2.41,0.2,5510.39,4719.45,0.73,501.01,156.32,132.89
"Beverly","Essex","MA",2014,4586999156,704250,493013665,144775235,125558520,5351050826,85.73,14.27,4650378085,713981,499825674,146775606,127293372,5424986718,85.72,0.01,9.21,2.71,2.35,-1.4,5424.99,4650.38,0.71,499.83,146.78,127.29
"Beverly","Essex","MA",2015,4789918258,698100,519567140,152274105,128635610,5591093213,85.68,14.32,4850343694,706907,526121546,154195062,130258365,5661625574,85.67,0.01,9.29,2.72,2.3,2.9,5661.63,4850.34,0.71,526.12,154.2,130.26
"Beverly","Essex","MA",2016,4857668837,698100,520510410,151322805,135255500,5665455652,85.75,14.25,4857668837,698100,520510410,151322805,135255500,5665455652,85.74,0.01,9.19,2.67,2.39,3,5665.46,4857.67,0.7,520.51,151.32,135.26
"Beverly","Essex","MA",2017,5086534146,698100,532599180,142777430,150009540,5912618396,86.04,13.96,5086534146,698100,532599180,142777430,150009540,5912618396,86.03,0.01,9.01,2.41,2.54,7.5,5912.62,5086.53,0.7,532.6,142.78,150.01
"Boxford","Essex","MA",2003,1368876300,2455800,13522500,596500,15730568,1401181668,97.87,2.13,1785542903,3203311,17638558,778066,20518731,1827681568,97.69,0.18,0.97,0.04,1.12,0,1827.68,1785.54,3.2,17.64,0.78,20.52
"Boxford","Essex","MA",2004,1381153400,2129900,11936200,572100,17356479,1413148079,97.89,2.11,1754825220,2706146,15165546,726882,22052284,1795476077,97.74,0.15,0.84,0.04,1.23,-1.8,1795.48,1754.83,2.71,15.17,0.73,22.05
"Boxford","Essex","MA",2005,1643083800,2368600,12857600,648100,32094717,1691052817,97.3,2.7,2019209491,2910807,15800891,796459,39441663,2078159311,97.16,0.14,0.76,0.04,1.9,13.7,2078.16,2019.21,2.91,15.8,0.8,39.44
"Boxford","Essex","MA",2006,1828642700,0,14300900,616200,31676038,1875235838,97.52,2.48,2177019090,0,17025378,733593,37710669,2232488729,97.52,0,0.76,0.03,1.69,22.1,2232.49,2177.02,0,17.03,0.73,37.71
"Boxford","Essex","MA",2007,1831450300,0,13444700,611000,34134181,1879640181,97.44,2.56,2119979995,0,15562800,707258,39511736,2175761789,97.44,0,0.72,0.03,1.82,19,2175.76,2119.98,0,15.56,0.71,39.51
"Boxford","Essex","MA",2008,1839702500,0,13466800,630000,36389628,1890188928,97.33,2.67,2050791108,0,15011989,702287,40564997,2107070380,97.33,0,0.71,0.03,1.93,15.3,2107.07,2050.79,0,15.01,0.7,40.56
"Boxford","Essex","MA",2009,1763664900,0,13464900,1226500,41963201,1820319501,96.89,3.11,1973048573,0,15063463,1372111,46945105,2036429252,96.89,0,0.74,0.07,2.31,11.4,2036.43,1973.05,0,15.06,1.37,46.95
"Boxford","Essex","MA",2010,1686610900,0,13348500,1121700,45075377,1746156477,96.59,3.41,1856396624,0,14692251,1234618,49612971,1921936464,96.59,0,0.76,0.06,2.58,5.2,1921.94,1856.4,0,14.69,1.23,49.61
"Boxford","Essex","MA",2011,1566557900,0,13033500,1066500,41873079,1622530979,96.55,3.45,1671496992,0,13906576,1137942,44678033,1731219543,96.55,0,0.8,0.07,2.58,-5.3,1731.22,1671.5,0,13.91,1.14,44.68
"Boxford","Essex","MA",2012,1554923800,0,13187900,1060200,43049231,1612221131,96.45,3.55,1625445772,0,13786024,1108284,45001685,1685341764,96.45,0,0.82,0.07,2.67,-7.8,1685.34,1625.45,0,13.79,1.11,45
"Boxford","Essex","MA",2013,1522724200,0,12695900,1065500,42133021,1578618621,96.46,3.54,1568806548,0,13080117,1097745,43408097,1626392508,96.46,0,0.8,0.07,2.67,-11,1626.39,1568.81,0,13.08,1.1,43.41
"Boxford","Essex","MA",2014,1501249000,0,12803900,1065500,41268595,1556386995,96.46,3.54,1521991876,0,12980812,1080222,41838806,1577891717,96.46,0,0.82,0.07,2.65,-13.7,1577.89,1521.99,0,12.98,1.08,41.84
"Boxford","Essex","MA",2015,1572013300,0,12823800,1065500,39395651,1625298251,96.72,3.28,1591844450,0,12985574,1078941,39892632,1645801598,96.72,0,0.79,0.07,2.42,-10,1645.8,1591.84,0,12.99,1.08,39.89
"Boxford","Essex","MA",2016,1615343000,0,12985700,1065500,39223541,1668617741,96.81,3.19,1615343000,0,12985700,1065500,39223541,1668617741,96.81,0,0.78,0.06,2.35,-8.7,1668.62,1615.34,0,12.99,1.07,39.22
"Boxford","Essex","MA",2017,1664441900,0,12819600,1065500,38964712,1717291712,96.92,3.08,1664441900,0,12819600,1065500,38964712,1717291712,96.92,0,0.75,0.06,2.27,-6,1717.29,1664.44,0,12.82,1.07,38.96
"Danvers","Essex","MA",2003,2120738027,0,655795532,180672900,40090770,2997297229,70.76,29.24,2766260715,0,855410425,235667178,52293834,3909632152,70.76,0,21.88,6.03,1.34,0,3909.63,2766.26,0,855.41,235.67,52.29
"Danvers","Essex","MA",2004,2703232840,0,699990448,193884075,47016094,3644123457,74.18,25.82,3434593987,0,889373253,246339519,59736324,4630043084,74.18,0,19.21,5.32,1.29,18.4,4630.04,3434.59,0,889.37,246.34,59.74
"Danvers","Essex","MA",2005,2859761612,0,727690551,191137375,65560937,3844150475,74.39,25.61,3514402484,0,894269463,234891490,80568785,4724132222,74.39,0,18.93,4.97,1.71,20.8,4724.13,3514.4,0,894.27,234.89,80.57
"Danvers","Essex","MA",2006,3133415989,0,732564175,193653125,66456445,4126089734,75.94,24.06,3730365929,0,872125645,230546159,79117123,4912154855,75.94,0,17.75,4.69,1.61,25.6,4912.15,3730.37,0,872.13,230.55,79.12
"Danvers","Essex","MA",2007,3476491992,0,797855154,206187950,76406016,4556941112,76.29,23.71,4024184263,0,923550568,238671139,88443146,5274849116,76.29,0,17.51,4.52,1.68,34.9,5274.85,4024.18,0,923.55,238.67,88.44
"Danvers","Essex","MA",2008,3301085963,0,790008714,196733550,75762356,4363590583,75.65,24.35,3679854618,0,880654805,219306880,84455376,4864271678,75.65,0,18.1,4.51,1.74,24.4,4864.27,3679.85,0,880.65,219.31,84.46
"Danvers","Essex","MA",2009,3204639559,0,800006373,202996450,84984123,4292626505,74.65,25.35,3585096867,0,894983754,227096347,95073504,4802250472,74.65,0,18.64,4.73,1.98,22.8,4802.25,3585.1,0,894.98,227.1,95.07
"Danvers","Essex","MA",2010,3050092607,0,755881445,199003850,91981022,4096958924,74.45,25.55,3357135673,0,831973612,219036931,101240457,4509386673,74.45,0,18.45,4.86,2.25,15.3,4509.39,3357.14,0,831.97,219.04,101.24
"Danvers","Essex","MA",2011,2871951997,0,766910550,196986575,94433764,3930282886,73.07,26.93,3064335589,0,818283625,210182125,100759603,4193560942,73.07,0,19.51,5.01,2.4,7.3,4193.56,3064.34,0,818.28,210.18,100.76
"Danvers","Essex","MA",2012,2875693392,0,760897150,199377475,86613448,3922581465,73.31,26.69,3006117511,0,795406859,208420036,90541712,4100486118,73.31,0,19.4,5.08,2.21,4.9,4100.49,3006.12,0,795.41,208.42,90.54
"Danvers","Essex","MA",2013,2858553560,0,749530305,198297875,88425460,3894807200,73.39,26.61,2945062240,0,772213412,204298983,91101488,4012676123,73.39,0,19.24,5.09,2.27,2.6,4012.68,2945.06,0,772.21,204.3,91.1
"Danvers","Essex","MA",2014,2887313241,0,759197158,198658175,89041993,3934210567,73.39,26.61,2927207476,0,769687045,201403051,90272293,3988569865,73.39,0,19.3,5.05,2.26,2,3988.57,2927.21,0,769.69,201.4,90.27
"Danvers","Essex","MA",2015,3002828568,0,763713497,202842775,87495142,4056879982,74.02,25.98,3040709637,0,773347841,205401663,88598904,4108058046,74.02,0,18.83,5,2.16,5.1,4108.06,3040.71,0,773.35,205.4,88.6
"Danvers","Essex","MA",2016,3286484018,0,800243184,210291975,94681236,4391700413,74.83,25.17,3286484018,0,800243184,210291975,94681236,4391700413,74.83,0,18.22,4.79,2.16,12.3,4391.7,3286.48,0,800.24,210.29,94.68
"Danvers","Essex","MA",2017,3424189783,0,800875033,206596775,94909073,4526570664,75.65,24.35,3424189783,0,800875033,206596775,94909073,4526570664,75.65,0,17.69,4.56,2.1,15.8,4526.57,3424.19,0,800.88,206.6,94.91
"Essex","Essex","MA",2003,434538300,0,41189800,9934400,7363430,493025930,88.14,11.86,566805618,0,53727393,12958291,9604754,643096056,88.14,0,8.35,2.01,1.49,0,643.1,566.81,0,53.73,12.96,9.6
"Essex","Essex","MA",2004,546636000,0,48701500,12345100,7020970,614703570,88.93,11.07,694528674,0,61877718,15685074,8920497,781011963,88.93,0,7.92,2.01,1.14,21.4,781.01,694.53,0,61.88,15.69,8.92
"Essex","Essex","MA",2005,593990900,0,49634400,13466900,7578990,664671190,89.37,10.63,729964024,0,60996433,16549669,9313931,816824057,89.37,0,7.47,2.03,1.14,27,816.82,729.96,0,61,16.55,9.31
"Essex","Essex","MA",2006,677638100,0,58932300,14511500,8862550,759944450,89.17,10.83,806735553,0,70159546,17276099,10550962,904722161,89.17,0,7.75,1.91,1.17,40.7,904.72,806.74,0,70.16,17.28,10.55
"Essex","Essex","MA",2007,723345061,0,65157977,17705062,8982900,815191000,88.73,11.27,837302033,0,75423072,20494347,10398081,943617532,88.73,0,7.99,2.17,1.1,46.7,943.62,837.3,0,75.42,20.49,10.4
"Essex","Essex","MA",2008,720650896,0,64477346,17220398,8967630,811316270,88.82,11.18,803338828,0,71875517,19196277,9996581,904407203,88.82,0,7.95,2.12,1.11,40.6,904.41,803.34,0,71.88,19.2,10
"Essex","Essex","MA",2009,729183392,0,62391413,17546198,10506807,819627810,88.97,11.03,815752613,0,69798570,19629296,11754183,916934663,88.97,0,7.61,2.14,1.28,42.6,916.93,815.75,0,69.8,19.63,11.75
"Essex","Essex","MA",2010,745199020,0,57807831,15784656,11065066,829856573,89.8,10.2,820215822,0,63627160,17373647,12178951,913395580,89.8,0,6.97,1.9,1.33,42,913.4,820.22,0,63.63,17.37,12.18
"Essex","Essex","MA",2011,694525489,0,56068922,15205376,11338935,777138722,89.37,10.63,741049703,0,59824814,16223939,12098497,829196952,89.37,0,7.21,1.96,1.46,28.9,829.2,741.05,0,59.82,16.22,12.1
"Essex","Essex","MA",2012,669846741,0,54933335,14896850,11647200,751324126,89.16,10.84,700226952,0,57424780,15572481,12175447,785399660,89.16,0,7.31,1.98,1.55,22.1,785.4,700.23,0,57.42,15.57,12.18
"Essex","Essex","MA",2013,674205564,0,54185048,14825650,12565422,755781684,89.21,10.79,694609112,0,55824855,15274320,12945691,778653977,89.21,0,7.17,1.96,1.66,21.1,778.65,694.61,0,55.82,15.27,12.95
"Essex","Essex","MA",2014,665318802,0,52762129,14816250,11781164,744678345,89.34,10.66,674511564,0,53491148,15020967,11943945,754967624,89.34,0,7.09,1.99,1.58,17.4,754.97,674.51,0,53.49,15.02,11.94
"Essex","Essex","MA",2015,666863912,0,53825590,14817050,12087804,747594356,89.2,10.8,675276486,0,54504607,15003969,12240293,757025355,89.2,0,7.2,1.98,1.62,17.7,757.03,675.28,0,54.5,15,12.24
"Essex","Essex","MA",2016,685644108,0,53784347,14495400,11641822,765565677,89.56,10.44,685644108,0,53784347,14495400,11641822,765565677,89.56,0,7.03,1.89,1.52,19,765.57,685.64,0,53.78,14.5,11.64
"Essex","Essex","MA",2017,738090448,0,53254397,14374100,11593157,817312102,90.31,9.69,738090448,0,53254397,14374100,11593157,817312102,90.31,0,6.52,1.76,1.42,27.1,817.31,738.09,0,53.25,14.37,11.59
"Georgetown","Essex","MA",2003,644820705,0,33309795,34972800,10922751,724026051,89.06,10.94,841095016,0,43448826,45618026,14247482,944409350,89.06,0,4.6,4.83,1.51,0,944.41,841.1,0,43.45,45.62,14.25
"Georgetown","Essex","MA",2004,883738522,0,43218873,44489605,14137866,985584866,89.67,10.33,1122834470,0,54911763,56526292,17962874,1252235399,89.67,0,4.39,4.51,1.43,32.6,1252.24,1122.83,0,54.91,56.53,17.96
"Georgetown","Essex","MA",2005,1006281347,0,44121063,45381690,13821950,1109606050,90.69,9.31,1236633729,0,54221014,55770216,16985995,1363610954,90.69,0,3.98,4.09,1.25,44.4,1363.61,1236.63,0,54.22,55.77,16.99
"Georgetown","Essex","MA",2006,1105817702,0,44493308,46534590,15592247,1212437847,91.21,8.79,1316488042,0,52969769,55399937,18562740,1443420488,91.21,0,3.67,3.84,1.29,52.8,1443.42,1316.49,0,52.97,55.4,18.56
"Georgetown","Essex","MA",2007,1171869911,0,48535964,50010325,16197130,1286613330,91.08,8.92,1356488226,0,56182400,57889034,18748853,1489308512,91.08,0,3.77,3.89,1.26,57.7,1489.31,1356.49,0,56.18,57.89,18.75
"Georgetown","Essex","MA",2008,1191666502,0,48512313,51801785,16415803,1308396403,91.08,8.92,1328399057,0,54078646,57745554,18299362,1458522619,91.08,0,3.71,3.96,1.25,54.4,1458.52,1328.4,0,54.08,57.75,18.3
"Georgetown","Essex","MA",2009,1137567545,0,46964280,50154175,19966019,1254652019,90.67,9.33,1272620451,0,52539916,56108518,22336400,1403605285,90.67,0,3.74,4,1.59,48.6,1403.61,1272.62,0,52.54,56.11,22.34
"Georgetown","Essex","MA",2010,1113363629,0,44438321,50428750,21573825,1229804525,90.53,9.47,1225442384,0,48911785,55505251,23745593,1353605013,90.53,0,3.61,4.1,1.75,43.3,1353.61,1225.44,0,48.91,55.51,23.75
"Georgetown","Essex","MA",2011,1027491719,0,43257431,49495850,21189764,1141434764,90.02,9.98,1096320358,0,46155119,52811431,22609204,1217896111,90.02,0,3.79,4.34,1.86,29,1217.9,1096.32,0,46.16,52.81,22.61
