"Municipal","State","Year","Average_Monthly_Employment","Average_Weekly_Wage","Number_of_Employer_Establishments","Total_Wages_Paid_to_All_Workers","Inflation_Adjusted_Average_Weekly_Wage","Change","Employment_Change_Pct","Establishment_Change","Establishment_Change_Pct","Average_Weekly_Wage_Change","Average_Weekly_Wage_Change_Pct","Employment_difference","Establishment_difference","Average_Weekly_Wage_difference"
"Dracut","MA",2008,5052,763,579,200349921,814,1.0212249848393,102.1,0.986371379897785,98.6,0.980722891566265,98.1,2.1,-1.4,-1.9
"Dracut","MA",2009,4809,767,569,191756206,821,0.972104305639782,97.2,0.969335604770017,96.9,0.989156626506024,98.9,-2.8,-3.1,-1.1
"Dracut","MA",2010,4910,746,602,190462673,785,0.992520719628057,99.3,1.02555366269165,102.6,0.94578313253012,94.6,-0.7,2.6,-5.4
"Dracut","MA",2011,5124,751,635,200154436,767,1.03577926015767,103.6,1.08177172061329,108.2,0.924096385542169,92.4,3.6,8.2,-7.6
"Dracut","MA",2012,5245,778,625,212281771,778,1.06023852840105,106,1.06473594548552,106.5,0.937349397590361,93.7,6,6.5,-6.3
"Dudley","MA",2003,2728,637,166,90304922,795,1,100,1,100,1,100,0,0,0
"Dudley","MA",2004,2585,654,175,87945746,795,0.94758064516129,94.8,1.05421686746988,105.4,1,100,-5.2,5.4,0
"Dudley","MA",2005,2630,652,178,89192360,766,0.964076246334311,96.4,1.07228915662651,107.2,0.963522012578616,96.4,-3.6,7.2,-3.6
"Dudley","MA",2006,2707,678,188,95391966,772,0.992302052785924,99.2,1.13253012048193,113.3,0.971069182389937,97.1,-0.8,13.3,-2.9
"Dudley","MA",2007,2661,693,190,95826324,767,0.975439882697947,97.5,1.14457831325301,114.5,0.964779874213836,96.5,-2.5,14.5,-3.5
"Dudley","MA",2008,2742,710,186,101243888,757,1.00513196480938,100.5,1.12048192771084,112,0.952201257861635,95.2,0.5,12,-4.8
"Dudley","MA",2009,2707,719,196,101254300,769,0.992302052785924,99.2,1.18072289156627,118.1,0.967295597484277,96.7,-0.8,18.1,-3.3
"Dudley","MA",2010,2774,723,206,104324313,761,1.01686217008798,101.7,1.24096385542169,124.1,0.957232704402516,95.7,1.7,24.1,-4.3
"Dudley","MA",2011,2811,729,203,106614934,744,1.03042521994135,103,1.22289156626506,122.3,0.935849056603774,93.6,3,22.3,-6.4
"Dudley","MA",2012,2926,753,201,114501268,753,1.07258064516129,107.3,1.21084337349398,121.1,0.947169811320755,94.7,7.3,21.1,-5.3
"Dunstable","MA",2003,287,585,58,8719412,730,1,100,1,100,1,100,0,0,0
"Dunstable","MA",2004,296,621,63,9570256,755,1.03135888501742,103.1,1.08620689655172,108.6,1.03424657534247,103.4,3.1,8.6,3.4
"Dunstable","MA",2005,306,675,57,10747698,794,1.06620209059233,106.6,0.982758620689655,98.3,1.08767123287671,108.8,6.6,-1.7,8.8
"Dunstable","MA",2006,294,636,55,9726285,724,1.02439024390244,102.4,0.948275862068966,94.8,0.991780821917808,99.2,2.4,-5.2,-0.8
"Dunstable","MA",2007,290,626,57,9443228,693,1.01045296167247,101,0.982758620689655,98.3,0.949315068493151,94.9,1,-1.7,-5.1
"Dunstable","MA",2008,282,622,61,9115022,663,0.982578397212544,98.3,1.05172413793103,105.2,0.908219178082192,90.8,-1.7,5.2,-9.2
"Dunstable","MA",2009,253,602,65,7924402,644,0.881533101045296,88.2,1.12068965517241,112.1,0.882191780821918,88.2,-11.8,12.1,-11.8
"Dunstable","MA",2010,241,662,70,8294795,697,0.839721254355401,84,1.20689655172414,120.7,0.954794520547945,95.5,-16,20.7,-4.5
"Dunstable","MA",2011,218,707,63,8019031,722,0.759581881533101,76,1.08620689655172,108.6,0.989041095890411,98.9,-24,8.6,-1.1
"Dunstable","MA",2012,234,748,62,9099538,748,0.815331010452962,81.5,1.06896551724138,106.9,1.02465753424658,102.5,-18.5,6.9,2.5
"Duxbury","MA",2003,2726,787,420,111568641,982,1,100,1,100,1,100,0,0,0
"Duxbury","MA",2004,2644,807,421,111011392,981,0.969919295671313,97,1.00238095238095,100.2,0.9989816700611,99.9,-3,0.2,-0.1
"Duxbury","MA",2005,2950,783,399,120117153,920,1.08217168011739,108.2,0.95,95,0.936863543788187,93.7,8.2,-5,-6.3
"Duxbury","MA",2006,2846,815,391,120591471,928,1.04402054292003,104.4,0.930952380952381,93.1,0.945010183299389,94.5,4.4,-6.9,-5.5
"Duxbury","MA",2007,2871,798,396,119095524,884,1.0531914893617,105.3,0.942857142857143,94.3,0.90020366598778,90,5.3,-5.7,-10
"Duxbury","MA",2008,2937,797,386,121796537,850,1.07740278796772,107.7,0.919047619047619,91.9,0.865580448065173,86.6,7.7,-8.1,-13.4
"Duxbury","MA",2009,2768,833,379,119889557,891,1.01540719002201,101.5,0.902380952380952,90.2,0.907331975560081,90.7,1.5,-9.8,-9.3
"Duxbury","MA",2010,2760,837,390,120187201,881,1.01247248716067,101.2,0.928571428571429,92.9,0.897148676171079,89.7,1.2,-7.1,-10.3
"Duxbury","MA",2011,2735,864,402,122894025,882,1.003301540719,100.3,0.957142857142857,95.7,0.89816700610998,89.8,0.3,-4.3,-10.2
"Duxbury","MA",2012,2779,903,379,130436424,903,1.01944240645635,101.9,0.902380952380952,90.2,0.919551934826884,92,1.9,-9.8,-8
"East Bridgewater","MA",2003,2755,543,265,77791776,678,1,100,1,100,1,100,0,0,0
"East Bridgewater","MA",2004,2628,557,276,76079088,677,0.953901996370236,95.4,1.04150943396226,104.2,0.998525073746313,99.9,-4.6,4.2,-0.1
"East Bridgewater","MA",2005,2653,561,280,77454922,660,0.962976406533575,96.3,1.05660377358491,105.7,0.973451327433628,97.3,-3.7,5.7,-2.7
"East Bridgewater","MA",2006,2646,585,289,80477325,666,0.96043557168784,96,1.09056603773585,109.1,0.982300884955752,98.2,-4,9.1,-1.8
"East Bridgewater","MA",2007,2720,589,285,83244958,652,0.987295825771325,98.7,1.07547169811321,107.5,0.96165191740413,96.2,-1.3,7.5,-3.8
"East Bridgewater","MA",2008,2620,612,272,83437519,653,0.950998185117967,95.1,1.02641509433962,102.6,0.963126843657817,96.3,-4.9,2.6,-3.7
"East Bridgewater","MA",2009,2536,624,270,82241455,668,0.920508166969147,92.1,1.0188679245283,101.9,0.985250737463127,98.5,-7.9,1.9,-1.5
"East Bridgewater","MA",2010,2604,678,289,91788787,714,0.94519056261343,94.5,1.09056603773585,109.1,1.05309734513274,105.3,-5.5,9.1,5.3
"East Bridgewater","MA",2011,2655,695,293,95892011,709,0.963702359346643,96.4,1.10566037735849,110.6,1.04572271386431,104.6,-3.6,10.6,4.6
"East Bridgewater","MA",2012,2679,734,283,102225385,734,0.972413793103448,97.2,1.06792452830189,106.8,1.08259587020649,108.3,-2.8,6.8,8.3
"East Brookfield","MA",2003,419,595,47,12952231,742,1,100,1,100,1,100,0,0,0
"East Brookfield","MA",2004,421,553,49,12105866,672,1.00477326968974,100.5,1.04255319148936,104.3,0.905660377358491,90.6,0.5,4.3,-9.4
"East Brookfield","MA",2005,426,587,56,13010637,690,1.01670644391408,101.7,1.19148936170213,119.1,0.929919137466307,93,1.7,19.1,-7
"East Brookfield","MA",2006,449,521,57,12170199,593,1.07159904534606,107.2,1.21276595744681,121.3,0.799191374663073,79.9,7.2,21.3,-20.1
"East Brookfield","MA",2007,434,554,51,12501714,613,1.03579952267303,103.6,1.08510638297872,108.5,0.826145552560647,82.6,3.6,8.5,-17.4
"East Brookfield","MA",2008,434,499,51,11269004,532,1.03579952267303,103.6,1.08510638297872,108.5,0.716981132075472,71.7,3.6,8.5,-28.3
"East Brookfield","MA",2009,421,531,52,11633885,568,1.00477326968974,100.5,1.1063829787234,110.6,0.765498652291105,76.5,0.5,10.6,-23.5
"East Brookfield","MA",2010,396,637,54,13123428,671,0.945107398568019,94.5,1.14893617021277,114.9,0.904312668463612,90.4,-5.5,14.9,-9.6
"East Brookfield","MA",2011,444,692,56,15976223,706,1.05966587112172,106,1.19148936170213,119.1,0.951482479784367,95.1,6,19.1,-4.9
"East Brookfield","MA",2012,477,722,59,17916110,722,1.13842482100239,113.8,1.25531914893617,125.5,0.973045822102426,97.3,13.8,25.5,-2.7
"East Longmeadow","MA",2003,9106,715,540,338406066,892,1,100,1,100,1,100,0,0,0
"East Longmeadow","MA",2004,9016,714,569,334674769,868,0.990116406764771,99,1.0537037037037,105.4,0.973094170403587,97.3,-1,5.4,-2.7
"East Longmeadow","MA",2005,8714,720,555,326289668,846,0.956951460575445,95.7,1.02777777777778,102.8,0.948430493273543,94.8,-4.3,2.8,-5.2
"East Longmeadow","MA",2006,8512,763,557,337601728,869,0.934768284647485,93.5,1.03148148148148,103.1,0.974215246636771,97.4,-6.5,3.1,-2.6
"East Longmeadow","MA",2007,8339,774,545,335641082,857,0.915769822095322,91.6,1.00925925925926,100.9,0.960762331838565,96.1,-8.4,0.9,-3.9
"East Longmeadow","MA",2008,8409,799,566,349455511,852,0.923457061278278,92.3,1.04814814814815,104.8,0.955156950672646,95.5,-7.7,4.8,-4.5
"East Longmeadow","MA",2009,7855,791,572,322887723,847,0.86261805403031,86.3,1.05925925925926,105.9,0.949551569506726,95,-13.7,5.9,-5
"East Longmeadow","MA",2010,7949,794,597,328194210,836,0.872940918075994,87.3,1.10555555555556,110.6,0.937219730941704,93.7,-12.7,10.6,-6.3
"East Longmeadow","MA",2011,7792,847,593,343047866,865,0.855699538765649,85.6,1.09814814814815,109.8,0.969730941704036,97,-14.4,9.8,-3
"East Longmeadow","MA",2012,7685,845,584,337532890,845,0.843949044585987,84.4,1.08148148148148,108.1,0.947309417040359,94.7,-15.6,8.1,-5.3
"Eastham","MA",2003,1196,502,188,31202865,626,1,100,1,100,1,100,0,0,0
"Eastham","MA",2004,1192,521,194,32301242,633,0.996655518394649,99.7,1.03191489361702,103.2,1.0111821086262,101.1,-0.3,3.2,1.1
"Eastham","MA",2005,1199,555,192,34600039,652,1.00250836120401,100.3,1.02127659574468,102.1,1.04153354632588,104.2,0.3,2.1,4.2
"Eastham","MA",2006,1233,555,195,35574556,632,1.0309364548495,103.1,1.03723404255319,103.7,1.00958466453674,101,3.1,3.7,1
"Eastham","MA",2007,1258,575,207,37590352,637,1.05183946488294,105.2,1.10106382978723,110.1,1.01757188498403,101.8,5.2,10.1,1.8
"Eastham","MA",2008,1214,595,203,37562037,634,1.01505016722408,101.5,1.07978723404255,108,1.01277955271565,101.3,1.5,8,1.3
"Eastham","MA",2009,1157,595,199,35779875,637,0.967391304347826,96.7,1.05851063829787,105.9,1.01757188498403,101.8,-3.3,5.9,1.8
"Eastham","MA",2010,1114,617,218,35763647,650,0.931438127090301,93.1,1.15957446808511,116,1.03833865814696,103.8,-6.9,16,3.8
"Eastham","MA",2011,1092,656,201,37276248,670,0.91304347826087,91.3,1.06914893617021,106.9,1.0702875399361,107,-8.7,6.9,7
"Eastham","MA",2012,1164,651,197,39388485,651,0.973244147157191,97.3,1.04787234042553,104.8,1.03993610223642,104,-2.7,4.8,4
"Easthampton","MA",2003,4688,590,385,143778767,736,1,100,1,100,1,100,0,0,0
"Easthampton","MA",2004,4754,597,390,147499918,726,1.01407849829352,101.4,1.01298701298701,101.3,0.986413043478261,98.6,1.4,1.3,-1.4
"Easthampton","MA",2005,4679,627,384,152443246,737,0.998080204778157,99.8,0.997402597402597,99.7,1.00135869565217,100.1,-0.2,-0.3,0.1
"Easthampton","MA",2006,4705,643,405,157202553,732,1.00362627986348,100.4,1.05194805194805,105.2,0.994565217391304,99.5,0.4,5.2,-0.5
"Easthampton","MA",2007,4691,657,401,160256969,728,1.00063993174061,100.1,1.04155844155844,104.2,0.989130434782609,98.9,0.1,4.2,-1.1
"Easthampton","MA",2008,4634,677,406,163142106,722,0.988481228668942,98.8,1.05454545454545,105.5,0.980978260869565,98.1,-1.2,5.5,-1.9
"Easthampton","MA",2009,4294,689,407,153917882,737,0.915955631399317,91.6,1.05714285714286,105.7,1.00135869565217,100.1,-8.4,5.7,0.1
"Easthampton","MA",2010,4640,697,411,168158639,734,0.989761092150171,99,1.06753246753247,106.8,0.997282608695652,99.7,-1,6.8,-0.3
"Easthampton","MA",2011,4536,705,430,166208143,720,0.967576791808874,96.8,1.11688311688312,111.7,0.978260869565217,97.8,-3.2,11.7,-2.2
"Easthampton","MA",2012,4801,733,419,182966633,733,1.02410409556314,102.4,1.08831168831169,108.8,0.995923913043478,99.6,2.4,8.8,-0.4
"Easton","MA",2003,9027,728,768,341649875,908,1,100,1,100,1,100,0,0,0
"Easton","MA",2004,8983,757,798,353585817,920,0.995125733909383,99.5,1.0390625,103.9,1.01321585903084,101.3,-0.5,3.9,1.3
"Easton","MA",2005,9139,755,798,358940134,888,1.01240722277612,101.2,1.0390625,103.9,0.977973568281938,97.8,1.2,3.9,-2.2
"Easton","MA",2006,9428,765,792,374937430,871,1.04442228868949,104.4,1.03125,103.1,0.959251101321586,95.9,4.4,3.1,-4.1
"Easton","MA",2007,9669,784,811,394405585,868,1.07111997341309,107.1,1.05598958333333,105.6,0.955947136563877,95.6,7.1,5.6,-4.4
"Easton","MA",2008,9574,842,799,419154636,898,1.06059598980835,106.1,1.04036458333333,104,0.988986784140969,98.9,6.1,4,-1.1
"Easton","MA",2009,9324,785,785,380519107,840,1.03290129611167,103.3,1.02213541666667,102.2,0.92511013215859,92.5,3.3,2.2,-7.5
"Easton","MA",2010,9815,756,809,385982457,796,1.08729367453196,108.7,1.05338541666667,105.3,0.876651982378855,87.7,8.7,5.3,-12.3
"Easton","MA",2011,9918,765,824,394787605,781,1.098703888335,109.9,1.07291666666667,107.3,0.860132158590308,86,9.9,7.3,-14
"Easton","MA",2012,9612,822,778,410954326,822,1.06480558325025,106.5,1.01302083333333,101.3,0.905286343612335,90.5,6.5,1.3,-9.5
"Edgartown","MA",2003,2267,598,349,70475816,746,1,100,1,100,1,100,0,0,0
"Edgartown","MA",2004,2349,644,368,78634528,783,1.03617115130128,103.6,1.05444126074499,105.4,1.04959785522788,105,3.6,5.4,5
"Edgartown","MA",2005,2347,674,353,82236151,792,1.03528892809881,103.5,1.01146131805158,101.1,1.06166219839142,106.2,3.5,1.1,6.2
"Edgartown","MA",2006,2341,720,346,87654541,820,1.0326422584914,103.3,0.991404011461318,99.1,1.09919571045576,109.9,3.3,-0.9,9.9
"Edgartown","MA",2007,2359,763,345,93621399,845,1.04058226731363,104.1,0.988538681948424,98.9,1.13270777479893,113.3,4.1,-1.1,13.3
"Edgartown","MA",2008,2407,801,355,100307862,854,1.06175562417292,106.2,1.01719197707736,101.7,1.14477211796247,114.5,6.2,1.7,14.5
"Edgartown","MA",2009,2343,786,359,95764389,841,1.03352448169387,103.4,1.02865329512894,102.9,1.12734584450402,112.7,3.4,2.9,12.7
"Edgartown","MA",2010,2379,786,363,97287353,828,1.04940449933833,104.9,1.04011461318052,104,1.10991957104558,111,4.9,4,11
"Edgartown","MA",2011,2442,798,372,101332386,815,1.07719453021614,107.7,1.06590257879656,106.6,1.09249329758713,109.2,7.7,6.6,9.2
"Edgartown","MA",2012,2480,819,363,105610167,819,1.09395677106308,109.4,1.04011461318052,104,1.09785522788204,109.8,9.4,4,9.8
"Egremont","MA",2003,232,409,52,4941598,510,1,100,1,100,1,100,0,0,0
"Egremont","MA",2004,241,430,53,5386273,523,1.03879310344828,103.9,1.01923076923077,101.9,1.02549019607843,102.5,3.9,1.9,2.5
"Egremont","MA",2005,311,405,55,6548295,476,1.34051724137931,134.1,1.05769230769231,105.8,0.933333333333333,93.3,34.1,5.8,-6.7
"Egremont","MA",2006,314,439,56,7165021,500,1.35344827586207,135.3,1.07692307692308,107.7,0.980392156862745,98,35.3,7.7,-2
"Egremont","MA",2007,302,466,56,7316508,516,1.30172413793103,130.2,1.07692307692308,107.7,1.01176470588235,101.2,30.2,7.7,1.2
"Egremont","MA",2008,309,476,53,7654284,508,1.33189655172414,133.2,1.01923076923077,101.9,0.996078431372549,99.6,33.2,1.9,-0.4
"Egremont","MA",2009,292,477,52,7238425,510,1.25862068965517,125.9,1,100,1,100,25.9,0,0
"Egremont","MA",2010,194,449,47,4533113,473,0.836206896551724,83.6,0.903846153846154,90.4,0.927450980392157,92.7,-16.4,-9.6,-7.3
"Egremont","MA",2011,192,456,47,4548340,465,0.827586206896552,82.8,0.903846153846154,90.4,0.911764705882353,91.2,-17.2,-9.6,-8.8
"Egremont","MA",2012,175,468,41,4254266,468,0.754310344827586,75.4,0.788461538461538,78.8,0.917647058823529,91.8,-24.6,-21.2,-8.2
"Erving","MA",2003,323,635,24,10652069,792,1,100,1,100,1,100,0,0,0
"Erving","MA",2004,307,666,23,10647917,809,0.95046439628483,95,0.958333333333333,95.8,1.02146464646465,102.1,-5,-4.2,2.1
"Erving","MA",2005,289,713,21,10709555,838,0.894736842105263,89.5,0.875,87.5,1.05808080808081,105.8,-10.5,-12.5,5.8
"Erving","MA",2006,306,698,24,11106655,795,0.947368421052632,94.7,1,100,1.00378787878788,100.4,-5.3,0,0.4
"Erving","MA",2007,320,693,27,11535782,767,0.990712074303406,99.1,1.125,112.5,0.968434343434343,96.8,-0.9,12.5,-3.2
"Erving","MA",2008,283,787,24,11587394,839,0.876160990712074,87.6,1,100,1.05934343434343,105.9,-12.4,0,5.9
"Erving","MA",2009,275,795,26,11364911,851,0.851393188854489,85.1,1.08333333333333,108.3,1.07449494949495,107.4,-14.9,8.3,7.4
"Erving","MA",2010,261,782,29,10610002,823,0.808049535603715,80.8,1.20833333333333,120.8,1.03914141414141,103.9,-19.2,20.8,3.9
"Erving","MA",2011,253,832,29,10940218,849,0.78328173374613,78.3,1.20833333333333,120.8,1.0719696969697,107.2,-21.7,20.8,7.2
"Erving","MA",2012,260,849,31,11474318,849,0.804953560371517,80.5,1.29166666666667,129.2,1.0719696969697,107.2,-19.5,29.2,7.2
"Essex","MA",2003,1384,589,175,42350113,735,1,100,1,100,1,100,0,0,0
"Essex","MA",2004,1373,631,173,45046322,767,0.992052023121387,99.2,0.988571428571429,98.9,1.04353741496599,104.4,-0.8,-1.1,4.4
"Essex","MA",2005,1238,630,163,40546720,741,0.894508670520231,89.5,0.931428571428571,93.1,1.00816326530612,100.8,-10.5,-6.9,0.8
"Essex","MA",2006,1288,723,168,48424708,823,0.930635838150289,93.1,0.96,96,1.11972789115646,112,-6.9,-4,12
"Essex","MA",2007,1282,705,170,46977502,781,0.926300578034682,92.6,0.971428571428571,97.1,1.06258503401361,106.3,-7.4,-2.9,6.3
"Essex","MA",2008,1325,728,176,50133037,776,0.957369942196532,95.7,1.00571428571429,100.6,1.05578231292517,105.6,-4.3,0.6,5.6
"Essex","MA",2009,1274,763,190,50531338,817,0.920520231213873,92.1,1.08571428571429,108.6,1.11156462585034,111.2,-7.9,8.6,11.2
"Essex","MA",2010,1318,746,202,51108917,785,0.952312138728324,95.2,1.15428571428571,115.4,1.06802721088435,106.8,-4.8,15.4,6.8
"Essex","MA",2011,1266,797,191,52492134,813,0.914739884393064,91.5,1.09142857142857,109.1,1.10612244897959,110.6,-8.5,9.1,10.6
"Essex","MA",2012,1334,803,176,55699119,803,0.963872832369942,96.4,1.00571428571429,100.6,1.09251700680272,109.3,-3.6,0.6,9.3
"Everett","MA",2003,12886,859,801,575769378,1072,1,100,1,100,1,100,0,0,0
"Everett","MA",2004,12556,824,818,538232400,1002,0.974390811733664,97.4,1.02122347066167,102.1,0.934701492537313,93.5,-2.6,2.1,-6.5
"Everett","MA",2005,12388,878,789,565715463,1032,0.961353406798075,96.1,0.98501872659176,98.5,0.962686567164179,96.3,-3.9,-1.5,-3.7
"Everett","MA",2006,12795,912,777,606689257,1039,0.992938072326556,99.3,0.970037453183521,97,0.969216417910448,96.9,-0.7,-3,-3.1
"Everett","MA",2007,12761,977,784,648244014,1082,0.990299549899115,99,0.978776529338327,97.9,1.00932835820896,100.9,-1,-2.1,0.9
"Everett","MA",2008,12526,1015,795,661162984,1082,0.972062703709452,97.2,0.99250936329588,99.3,1.00932835820896,100.9,-2.8,-0.7,0.9
"Everett","MA",2009,12029,996,781,622821219,1066,0.933493714108335,93.3,0.975031210986267,97.5,0.994402985074627,99.4,-6.7,-2.5,-0.6
"Everett","MA",2010,11952,990,809,615336897,1042,0.92751823684619,92.8,1.00998751560549,101,0.972014925373134,97.2,-7.2,1,-2.8
"Everett","MA",2011,11983,998,847,621890248,1019,0.929923948471209,93,1.05742821473159,105.7,0.950559701492537,95.1,-7,5.7,-4.9
"Everett","MA",2012,12216,992,835,630450975,992,0.948005587459258,94.8,1.04244694132335,104.2,0.925373134328358,92.5,-5.2,4.2,-7.5
"Fairhaven","MA",2003,7228,570,496,214315804,711,1,100,1,100,1,100,0,0,0
"Fairhaven","MA",2004,6663,685,501,237358290,833,0.921831765356945,92.2,1.01008064516129,101,1.17158931082982,117.2,-7.8,1,17.2
"Fairhaven","MA",2005,6487,744,512,251095756,875,0.897482014388489,89.7,1.03225806451613,103.2,1.23066104078762,123.1,-10.3,3.2,23.1
"Fairhaven","MA",2006,6404,751,511,250132710,855,0.885998893193138,88.6,1.03024193548387,103,1.20253164556962,120.3,-11.4,3,20.3
"Fairhaven","MA",2007,6249,744,496,241607287,824,0.864554510237963,86.5,1,100,1.15893108298172,115.9,-13.5,0,15.9
"Fairhaven","MA",2008,6168,754,478,241979262,804,0.853348090758163,85.3,0.963709677419355,96.4,1.13080168776371,113.1,-14.7,-3.6,13.1
"Fairhaven","MA",2009,5989,743,479,231377348,795,0.828583287216381,82.9,0.965725806451613,96.6,1.11814345991561,111.8,-17.1,-3.4,11.8
"Fairhaven","MA",2010,6116,749,520,238129873,789,0.846153846153846,84.6,1.04838709677419,104.8,1.10970464135021,111,-15.4,4.8,11
"Fairhaven","MA",2011,6688,855,519,297276046,873,0.925290536801328,92.5,1.04637096774194,104.6,1.22784810126582,122.8,-7.5,4.6,22.8
"Fairhaven","MA",2012,7200,917,494,343409869,917,0.996126175982291,99.6,0.995967741935484,99.6,1.28973277074543,129,-0.4,-0.4,29
"Fall River","MA",2003,38610,624,2396,1253802497,779,1,100,1,100,1,100,0,0,0
"Fall River","MA",2004,38532,643,2498,1288310896,782,0.997979797979798,99.8,1.04257095158598,104.3,1.00385109114249,100.4,-0.2,4.3,0.4
"Fall River","MA",2005,37684,656,2471,1286032221,771,0.976016576016576,97.6,1.03130217028381,103.1,0.989730423620026,99,-2.4,3.1,-1
"Fall River","MA",2006,36989,689,2499,1325520968,785,0.958016058016058,95.8,1.04298831385643,104.3,1.00770218228498,100.8,-4.2,4.3,0.8
"Fall River","MA",2007,36206,712,2422,1341016816,788,0.937736337736338,93.8,1.01085141903172,101.1,1.01155327342747,101.2,-6.2,1.1,1.2
"Fall River","MA",2008,35491,751,2330,1386312506,801,0.919217819217819,91.9,0.97245409015025,97.2,1.02824133504493,102.8,-8.1,-2.8,2.8
"Fall River","MA",2009,33817,757,2476,1331026301,810,0.875861175861176,87.6,1.03338898163606,103.3,1.0397946084724,104,-12.4,3.3,4
"Fall River","MA",2010,34132,765,2643,1358139241,805,0.884019684019684,88.4,1.10308848080134,110.3,1.03337612323492,103.3,-11.6,10.3,3.3
"Fall River","MA",2011,33887,798,2620,1406545256,815,0.877674177674178,87.8,1.09348914858097,109.3,1.04621309370988,104.6,-12.2,9.3,4.6
"Fall River","MA",2012,33686,813,2633,1424814168,813,0.872468272468273,87.2,1.09891485809683,109.9,1.04364569961489,104.4,-12.8,9.9,4.4
"Falmouth","MA",2003,14874,690,1230,533662153,861,1,100,1,100,1,100,0,0,0
"Falmouth","MA",2004,14734,757,1246,579672779,920,0.990587602527901,99.1,1.0130081300813,101.3,1.068524970964,106.9,-0.9,1.3,6.9
"Falmouth","MA",2005,14559,764,1199,578458831,898,0.978822105687777,97.9,0.97479674796748,97.5,1.04297328687573,104.3,-2.1,-2.5,4.3
"Falmouth","MA",2006,14238,796,1201,589413367,907,0.957240822912465,95.7,0.976422764227642,97.6,1.0534262485482,105.3,-4.3,-2.4,5.3
"Falmouth","MA",2007,14525,812,1202,613195964,899,0.976536237730268,97.7,0.977235772357724,97.7,1.04413472706156,104.4,-2.3,-2.3,4.4
"Falmouth","MA",2008,14502,838,1176,632065571,894,0.974989915288423,97.5,0.95609756097561,95.6,1.0383275261324,103.8,-2.5,-4.4,3.8
"Falmouth","MA",2009,14168,841,1152,619293784,900,0.952534624176415,95.3,0.936585365853659,93.7,1.04529616724739,104.5,-4.7,-6.3,4.5
"Falmouth","MA",2010,14155,852,1189,627176479,897,0.95166061583972,95.2,0.966666666666667,96.7,1.0418118466899,104.2,-4.8,-3.3,4.2
"Falmouth","MA",2011,14280,871,1171,646770810,889,0.960064542154094,96,0.952032520325203,95.2,1.03252032520325,103.3,-4,-4.8,3.3
"Falmouth","MA",2012,14295,894,1121,664515308,894,0.961073013311819,96.1,0.911382113821138,91.1,1.0383275261324,103.8,-3.9,-8.9,3.8
"Fitchburg","MA",2003,13806,647,944,464220496,807,1,100,1,100,1,100,0,0,0
"Fitchburg","MA",2004,13513,671,962,471791671,816,0.978777343184123,97.9,1.01906779661017,101.9,1.01115241635688,101.1,-2.1,1.9,1.1
"Fitchburg","MA",2005,13303,690,962,477279481,811,0.963566565261481,96.4,1.01906779661017,101.9,1.00495662949195,100.5,-3.6,1.9,0.5
"Fitchburg","MA",2006,13227,716,959,492342204,815,0.958061712299,95.8,1.01588983050847,101.6,1.00991325898389,101,-4.2,1.6,1
"Fitchburg","MA",2007,13013,734,965,497011312,813,0.94256120527307,94.3,1.02224576271186,102.2,1.00743494423792,100.7,-5.7,2.2,0.7
"Fitchburg","MA",2008,12704,750,936,495560337,800,0.920179632044039,92,0.991525423728814,99.2,0.991325898389095,99.1,-8,-0.8,-0.9
"Fitchburg","MA",2009,12503,734,948,477050868,786,0.905620744603795,90.6,1.00423728813559,100.4,0.973977695167286,97.4,-9.4,0.4,-2.6
"Fitchburg","MA",2010,12668,726,1008,478336408,764,0.917572070114443,91.8,1.06779661016949,106.8,0.946716232961586,94.7,-8.2,6.8,-5.3
"Fitchburg","MA",2011,12430,762,1031,492555683,778,0.900333188468782,90,1.09216101694915,109.2,0.964064436183395,96.4,-10,9.2,-3.6
"Fitchburg","MA",2012,12371,774,1009,497681051,774,0.896059684195277,89.6,1.06885593220339,106.9,0.95910780669145,95.9,-10.4,6.9,-4.1
"Florida","MA",2003,74,397,11,1515728,495,1,100,1,100,1,100,0,0,0
"Florida","MA",2005,62,446,13,1437397,524,0.837837837837838,83.8,1.18181818181818,118.2,1.05858585858586,105.9,-16.2,18.2,5.9
"Florida","MA",2006,62,460,13,1484408,524,0.837837837837838,83.8,1.18181818181818,118.2,1.05858585858586,105.9,-16.2,18.2,5.9
"Florida","MA",2007,71,512,19,1891849,567,0.959459459459459,95.9,1.72727272727273,172.7,1.14545454545455,114.5,-4.1,72.7,14.5
"Florida","MA",2008,70,490,17,1784208,523,0.945945945945946,94.6,1.54545454545455,154.5,1.05656565656566,105.7,-5.4,54.5,5.7
"Florida","MA",2009,74,504,18,1939068,539,1,100,1.63636363636364,163.6,1.08888888888889,108.9,0,63.6,8.9
"Florida","MA",2010,77,478,18,1912309,503,1.04054054054054,104.1,1.63636363636364,163.6,1.01616161616162,101.6,4.1,63.6,1.6
"Florida","MA",2011,79,538,17,2209179,549,1.06756756756757,106.8,1.54545454545455,154.5,1.10909090909091,110.9,6.8,54.5,10.9
"Florida","MA",2012,102,543,17,2879386,543,1.37837837837838,137.8,1.54545454545455,154.5,1.0969696969697,109.7,37.8,54.5,9.7
"Foxborough","MA",2003,9580,1125,561,560393500,1404,1,100,1,100,1,100,0,0,0
"Foxborough","MA",2004,10169,1198,585,633663168,1456,1.06148225469729,106.1,1.0427807486631,104.3,1.03703703703704,103.7,6.1,4.3,3.7
