"","Municipal","State","Year","Average_Monthly_Employment","Average_Weekly_Wage","Number_of_Employer_Establishments","Total_Wages_Paid_to_All_Workers","Inflation_Adjusted_Average_Weekly_Wage","Change","Employment_Change_Pct","Establishment_Change","Establishment_Change_Pct","Average_Weekly_Wage_Change","Average_Weekly_Wage_Change_Pct","Employment_difference","Establishment_difference","Average_Weekly_Wage_difference"
"1036","Cummington","MA",2007,230,526,24,6293408,621.837929604229,0.942622950819672,94.2622950819672,1,100,0.924325438881244,92.4325438881244,-5.7,0,-7.6
"1037","Cummington","MA",2008,212,550,22,6065492,626.168701783069,0.868852459016393,86.8852459016393,0.916666666666667,91.6666666666667,0.93076287652267,93.076287652267,-13.1,-8.3,-6.9
"1038","Cummington","MA",2009,206,543,23,5818805,620.406549919128,0.844262295081967,84.4262295081967,0.958333333333333,95.8333333333333,0.922197777327246,92.2197777327246,-15.6,-4.2,-7.8
"1039","Cummington","MA",2010,212,538,26,5927859,604.773819569285,0.868852459016393,86.8852459016393,1.08333333333333,108.333333333333,0.89896064486296,89.896064486296,-13.1,8.3,-10.1
"1040","Cummington","MA",2011,197,575,26,5885253,626.587652652497,0.807377049180328,80.7377049180328,1.08333333333333,108.333333333333,0.931385622302267,93.1385622302267,-19.3,8.3,-6.9
"1041","Cummington","MA",2012,201,593,26,6194430,633.100865005183,0.823770491803279,82.3770491803279,1.08333333333333,108.333333333333,0.941067128655948,94.1067128655948,-17.6,8.3,-5.9
"1042","Cummington","MA",2013,183,605,27,5759494,636.58786814734,0.75,75,1.125,112.5,0.94625035334571,94.625035334571,-25,12.5,-5.4
"1043","Cummington","MA",2014,151,551,29,4329237,570.51365233847,0.618852459016393,61.8852459016393,1.20833333333333,120.833333333333,0.848034925147016,84.8034925147016,-38.1,20.8,-15.2
"1044","Cummington","MA",2015,144,532,33,3980303,550.187708054696,0.590163934426229,59.0163934426229,1.375,137.5,0.817821606730219,81.7821606730219,-41,37.5,-18.2
"1045","Cummington","MA",2016,164,481,31,4104666,491.247005295679,0.672131147540984,67.2131147540984,1.29166666666667,129.166666666667,0.730209725318655,73.0209725318655,-32.8,29.2,-27
"1046","Cummington","MA",2017,286,706,34,10499486,706,1.17213114754098,117.213114754098,1.41666666666667,141.666666666667,1.0494273970478,104.94273970478,17.2,41.7,4.9
"1047","Dalton","MA",2003,2227,754,155,87294549,1004.45913043478,1,100,1,100,1,100,0,0,0
"1048","Dalton","MA",2004,2157,833,163,93454952,1080.91561672843,0.968567579703637,96.8567579703637,1.05161290322581,105.161290322581,1.07611707034865,107.611707034865,-3.1,5.2,7.6
"1049","Dalton","MA",2005,2149,818,161,91437829,1026.6674859191,0.964975303098339,96.4975303098339,1.03870967741935,103.870967741935,1.0221097651576,102.21097651576,-3.5,3.9,2.2
"1050","Dalton","MA",2006,2173,808,168,91327849,982.425396825397,0.975752132914234,97.5752132914234,1.08387096774194,108.387096774194,0.978064081512357,97.8064081512357,-2.4,8.4,-2.2
"1051","Dalton","MA",2007,2102,896,162,97979710,1059.25244282393,0.943870678042209,94.3870678042209,1.04516129032258,104.516129032258,1.05455006652728,105.455006652728,-5.6,4.5,5.5
"1052","Dalton","MA",2008,2031,911,160,96166566,1037.1630678625,0.911989223170184,91.1989223170184,1.03225806451613,103.225806451613,1.03255875369818,103.255875369818,-8.8,3.2,3.3
"1053","Dalton","MA",2009,1968,858,166,87785165,980.310902082158,0.883700044903458,88.3700044903457,1.07096774193548,107.096774193548,0.975958973719347,97.5958973719347,-11.6,7.1,-2.4
"1054","Dalton","MA",2010,1950,873,169,88479002,981.35231316726,0.875617422541536,87.5617422541536,1.09032258064516,109.032258064516,0.976995761631913,97.6995761631913,-12.4,9,-2.3
"1055","Dalton","MA",2011,1847,810,167,77783312,882.67130199743,0.829366861248316,82.9366861248316,1.07741935483871,107.741935483871,0.878752828515147,87.8752828515147,-17.1,7.7,-12.1
"1056","Dalton","MA",2012,2118,928,157,102153455,990.754810665784,0.951055231252806,95.1055231252806,1.01290322580645,101.290322580645,0.986356518295506,98.6356518295506,-4.9,1.3,-1.4
"1057","Dalton","MA",2013,2090,998,145,108478321,1050.10692960503,0.938482263134261,93.8482263134261,0.935483870967742,93.5483870967742,1.04544515330404,104.544515330404,-6.2,-6.5,4.5
"1058","Dalton","MA",2014,2065,978,156,104987998,1012.63584752636,0.927256398742703,92.7256398742703,1.00645161290323,100.645161290323,1.00814041790634,100.814041790634,-7.3,0.6,0.8
"1059","Dalton","MA",2015,2023,977,166,102731464,1010.40111046887,0.908396946564885,90.8396946564885,1.07096774193548,107.096774193548,1.00591560159497,100.591560159497,-9.2,7.1,0.6
"1060","Dalton","MA",2016,1759,1026,176,93836113,1047.85743749141,0.789851818590031,78.9851818590031,1.13548387096774,113.548387096774,1.04320564743917,104.320564743917,-21,13.5,4.3
"1061","Dalton","MA",2017,1819,1008,179,95308830,1008,0.816793893129771,81.6793893129771,1.15483870967742,115.483870967742,1.00352515045952,100.352515045952,-18.3,15.5,0.4
"1062","Danvers","MA",2003,23684,774,1150,953823002,1031.10260869565,1,100,1,100,1,100,0,0,0
"1063","Danvers","MA",2004,23929,806,1210,1002715640,1045.87993647432,1.01034453639588,101.034453639588,1.05217391304348,105.217391304348,1.01433157830661,101.433157830661,1,5.2,1.4
"1064","Danvers","MA",2005,24140,819,1186,1027721204,1027.92258064516,1.0192535044756,101.92535044756,1.03130434782609,103.130434782609,0.996915895640577,99.6915895640577,1.9,3.1,-0.3
"1065","Danvers","MA",2006,24836,842,1189,1087749732,1023.76507936508,1.0486404323594,104.86404323594,1.03391304347826,103.391304347826,0.992883802961323,99.2883802961322,4.9,3.4,-0.7
"1066","Danvers","MA",2007,25289,884,1205,1162670713,1045.06602617897,1.06776726904239,106.776726904239,1.04782608695652,104.782608695652,1.01354221914052,101.354221914052,6.8,4.8,1.4
"1067","Danvers","MA",2008,25463,903,1267,1195878177,1028.05515947293,1.07511400101334,107.511400101334,1.10173913043478,110.173913043478,0.997044475305345,99.7044475305345,7.5,10.2,-0.3
"1068","Danvers","MA",2009,24422,899,1235,1141358826,1027.1555955383,1.03116027698024,103.116027698024,1.07391304347826,107.391304347826,0.996172046192041,99.6172046192041,3.1,7.4,-0.4
"1069","Danvers","MA",2010,24560,973,1255,1242835615,1093.76380379352,1.03698699543996,103.698699543996,1.09130434782609,109.130434782609,1.06077105670127,106.077105670127,3.7,9.1,6.1
"1070","Danvers","MA",2011,25121,972,1259,1269527435,1059.20556239692,1.06067387265665,106.067387265665,1.09478260869565,109.478260869565,1.02725524449678,102.725524449678,6.1,9.5,2.7
"1071","Danvers","MA",2012,25675,966,1230,1289438813,1031.3245119646,1.08406519169059,108.406519169059,1.0695652173913,106.95652173913,1.00021520968629,100.021520968629,8.4,7,0
"1072","Danvers","MA",2013,26884,993,1258,1388843227,1044.84587284349,1.13511231210944,113.511231210944,1.09391304347826,109.391304347826,1.01332870660197,101.332870660197,13.5,9.4,1.3
"1073","Danvers","MA",2014,26428,1002,1271,1376350807,1037.48580697486,1.11585880763385,111.585880763385,1.10521739130435,110.521739130435,1.00619065282676,100.619065282676,11.6,10.5,0.6
"1074","Danvers","MA",2015,26393,1063,1295,1459110900,1099.34122868824,1.11438101672015,111.438101672015,1.12608695652174,112.608695652174,1.06618024182764,106.618024182764,11.4,12.6,6.6
"1075","Danvers","MA",2016,26636,1078,1278,1493734481,1100.9652218477,1.12464110792096,112.464110792096,1.11130434782609,111.130434782609,1.0677552481808,106.77552481808,12.5,11.1,6.8
"1076","Danvers","MA",2017,26888,1114,1300,1557755662,1114,1.13528120249958,113.528120249958,1.1304347826087,113.04347826087,1.080396839854,108.0396839854,13.5,13,8
"1077","Dartmouth","MA",2003,14152,586,953,431262539,780.653913043478,1,100,1,100,1,100,0,0,0
"1078","Dartmouth","MA",2004,15105,599,979,470851282,777.273054526204,1.06734030525721,106.734030525721,1.02728226652676,102.728226652676,0.995669196732656,99.5669196732656,6.7,2.7,-0.4
"1079","Dartmouth","MA",2005,15510,629,966,506990541,789.454582693292,1.09595816845676,109.595816845676,1.01364113326338,101.364113326338,1.01127345870272,101.127345870272,9.6,1.4,1.1
"1080","Dartmouth","MA",2006,15618,637,993,517100810,774.511111111111,1.1035895986433,110.35895986433,1.04197271773347,104.197271773347,0.992131209708002,99.2131209708002,10.4,4.2,-0.8
"1081","Dartmouth","MA",2007,15813,673,995,553777212,795.62153350503,1.11736856981345,111.736856981345,1.04407135362015,104.407135362015,1.01917318316282,101.917318316282,11.7,4.4,1.9
"1082","Dartmouth","MA",2008,15616,703,978,571019228,800.357449733631,1.10344827586207,110.344827586207,1.02623294858342,102.623294858342,1.02523978469965,102.523978469965,10.3,2.6,2.5
"1083","Dartmouth","MA",2009,15144,703,960,553618206,803.215109747969,1.07009609949124,107.009609949124,1.00734522560336,100.734522560336,1.0289003825223,102.89003825223,7,0.7,2.9
"1084","Dartmouth","MA",2010,15445,734,994,589163957,825.100341196757,1.0913651780667,109.13651780667,1.04302203567681,104.302203567681,1.05693486884604,105.693486884604,9.1,4.3,5.7
"1085","Dartmouth","MA",2011,15407,739,1007,592180329,805.301348365557,1.08868004522329,108.868004522329,1.05666316894019,105.666316894019,1.03157280698945,103.157280698945,8.9,5.7,3.2
"1086","Dartmouth","MA",2012,15682,739,1006,602398519,788.973927890102,1.10811192764274,110.811192764274,1.05561385099685,105.561385099685,1.01065775077484,101.065775077484,10.8,5.6,1.1
"1087","Dartmouth","MA",2013,16148,775,1011,651124931,815.463798039982,1.14104013566987,114.104013566987,1.06086044071354,106.086044071354,1.04459067509288,104.459067509288,14.1,6.1,4.5
"1088","Dartmouth","MA",2014,16494,789,1034,677076638,816.942416869424,1.16548897682306,116.548897682306,1.08499475341028,108.499475341028,1.04648475235905,104.648475235905,16.5,8.5,4.6
"1089","Dartmouth","MA",2015,16729,838,1063,728683873,866.649058928262,1.18209440361786,118.209440361786,1.11542497376705,111.542497376705,1.11015783620365,111.015783620365,18.2,11.5,11
"1090","Dartmouth","MA",2016,17164,848,1102,757132335,866.065406425646,1.2128321085359,121.28321085359,1.15634837355719,115.634837355719,1.10941019055317,110.941019055317,21.3,15.6,10.9
"1091","Dartmouth","MA",2017,17649,871,1133,799026168,871,1.24710288298474,124.710288298474,1.18887722980063,118.887722980063,1.11573129327476,111.573129327476,24.7,18.9,11.6
"1092","Dedham","MA",2003,14414,820,908,614350752,1092.38260869565,1,100,1,100,1,100,0,0,0
"1093","Dedham","MA",2004,14232,820,919,607186258,1064.04658549497,0.987373386984876,98.7373386984876,1.01211453744493,101.211453744493,0.974060349391212,97.4060349391212,-1.3,1.2,-2.6
"1094","Dedham","MA",2005,14395,857,893,641660172,1075.61618023554,0.998681837102817,99.8681837102817,0.983480176211454,98.3480176211454,0.98465150550123,98.465150550123,-0.1,-1.7,-1.5
"1095","Dedham","MA",2006,14731,888,875,679961267,1079.69523809524,1.02199250728458,102.199250728458,0.963656387665198,96.3656387665198,0.988385598141696,98.8385598141696,2.2,-3.6,-1.2
"1096","Dedham","MA",2007,14869,889,872,687378297,1050.97703311437,1.03156653253781,103.156653253781,0.960352422907489,96.0352422907489,0.962096086799916,96.2096086799916,3.2,-4,-3.8
"1097","Dedham","MA",2008,14771,938,859,720371256,1067.90225867731,1.02476758706813,102.476758706813,0.946035242290749,94.6035242290749,0.977589948957924,97.7589948957924,2.5,-5.4,-2.2
"1098","Dedham","MA",2009,14787,926,909,711934543,1058.00454000942,1.02587761898155,102.587761898155,1.0011013215859,100.11013215859,0.968529278649643,96.8529278649643,2.6,0.1,-3.1
"1099","Dedham","MA",2010,16081,872,954,729068893,980.228198260997,1.11565144997919,111.565144997919,1.05066079295154,105.066079295154,0.897330468700365,89.7330468700365,11.6,5.1,-10.3
"1100","Dedham","MA",2011,15825,877,957,721652177,955.682385002156,1.09789093936451,109.789093936451,1.05396475770925,105.396475770925,0.874860490632745,87.4860490632745,9.8,5.4,-12.5
"1101","Dedham","MA",2012,16147,885,950,742880615,944.84699077502,1.12023033162203,112.023033162203,1.04625550660793,104.625550660793,0.864941443825442,86.4941443825442,12,4.6,-13.5
"1102","Dedham","MA",2013,16068,883,954,737942658,929.102624089424,1.11474954904954,111.474954904954,1.05066079295154,105.066079295154,0.850528575513308,85.0528575513308,11.5,5.1,-14.9
"1103","Dedham","MA",2014,16048,907,1000,756614555,939.121384157881,1.11336200915776,111.336200915776,1.10132158590308,110.132158590308,0.859700050771797,85.9700050771797,11.3,10.1,-14
"1104","Dedham","MA",2015,16416,963,1037,822454426,995.922486572693,1.13889274316637,113.889274316637,1.1420704845815,114.20704845815,0.911697493758038,91.1697493758038,13.9,14.2,-8.8
"1105","Dedham","MA",2016,17255,994,1066,891571848,1015.17572404138,1.1971000416262,119.71000416262,1.17400881057269,117.400881057269,0.929322488256694,92.9322488256694,19.7,17.4,-7.1
"1106","Dedham","MA",2017,17362,1044,1072,942230817,1044,1.20452338004718,120.452338004718,1.18061674008811,118.061674008811,0.955709100171942,95.5709100171942,20.5,18.1,-4.4
"1107","Deerfield","MA",2003,3836,644,181,128462370,857.92,1,100,1,100,1,100,0,0,0
"1108","Deerfield","MA",2004,3764,680,184,133005442,882.380095288513,0.981230448383733,98.1230448383733,1.01657458563536,101.657458563536,1.02851092792861,102.851092792861,-1.9,1.7,2.9
"1109","Deerfield","MA",2005,4494,750,187,175151817,941.321044546851,1.17153284671533,117.153284671533,1.03314917127072,103.314917127072,1.0972130787799,109.72130787799,17.2,3.3,9.7
"1110","Deerfield","MA",2006,4378,765,200,174123426,930.142857142857,1.14129301355579,114.129301355579,1.10497237569061,110.497237569061,1.08418367346939,108.418367346939,14.1,10.5,8.4
"1111","Deerfield","MA",2007,4452,956,204,221267315,1130.18452604875,1.16058394160584,116.058394160584,1.12707182320442,112.707182320442,1.31735421257081,131.735421257081,16.1,12.7,31.7
"1112","Deerfield","MA",2008,4642,873,204,210817312,993.900503012034,1.21011470281543,121.011470281543,1.12707182320442,112.707182320442,1.15850021332063,115.850021332063,21,12.7,15.9
"1113","Deerfield","MA",2009,4416,861,204,197737043,983.738562578949,1.15119916579771,115.119916579771,1.12707182320442,112.707182320442,1.14665535548647,114.665535548647,15.1,12.7,14.7
"1114","Deerfield","MA",2010,4471,861,212,200104008,967.862934292108,1.1655370177268,116.55370177268,1.17127071823204,117.127071823204,1.12815056682687,112.815056682687,16.6,17.1,12.8
"1115","Deerfield","MA",2011,4524,881,216,207181748,960.041255629304,1.17935349322211,117.935349322211,1.19337016574586,119.337016574586,1.11903354115687,111.903354115687,17.9,19.3,11.9
"1116","Deerfield","MA",2012,4540,891,205,210355498,951.252733085359,1.18352450469239,118.352450469239,1.13259668508287,113.259668508287,1.10878955273844,110.878955273844,18.4,13.3,10.9
"1117","Deerfield","MA",2013,4570,890,204,211433730,936.468103555592,1.19134515119917,119.134515119917,1.12707182320442,112.707182320442,1.09155644297323,109.155644297323,19.1,12.7,9.2
"1118","Deerfield","MA",2014,4594,901,208,215309750,932.908894295756,1.19760166840459,119.760166840459,1.14917127071823,114.917127071823,1.08740779361217,108.740779361217,19.8,14.9,8.7
"1119","Deerfield","MA",2015,4669,923,209,224051699,954.554989726475,1.21715328467153,121.715328467153,1.15469613259669,115.469613259669,1.11263869559688,111.263869559688,21.7,15.5,11.3
"1120","Deerfield","MA",2016,4808,959,219,239838308,979.430099955418,1.2533889468196,125.33889468196,1.20994475138122,120.994475138122,1.14163336902674,114.163336902674,25.3,21,14.2
"1121","Deerfield","MA",2017,4613,969,215,232408211,969,1.20255474452555,120.255474452555,1.1878453038674,118.78453038674,1.12947594181276,112.947594181276,20.3,18.8,12.9
"1122","Dennis","MA",2003,5092,539,587,142733753,718.041739130435,1,100,1,100,1,100,0,0,0
"1123","Dennis","MA",2004,4710,569,589,139434032,738.344520910535,0.924980361351139,92.4980361351139,1.00340715502555,100.340715502555,1.0282752111384,102.82752111384,-7.5,0.3,2.8
"1124","Dennis","MA",2005,4644,585,590,141243855,734.230414746544,0.912018853102907,91.2018853102906,1.00511073253833,100.511073253833,1.02254559134085,102.254559134085,-8.8,0.5,2.3
"1125","Dennis","MA",2006,4760,610,594,151008940,741.68253968254,0.934799685781618,93.4799685781618,1.01192504258944,101.192504258944,1.03292399210767,103.292399210767,-6.5,1.2,3.3
"1126","Dennis","MA",2007,4735,636,586,156592392,751.88008218306,0.929890023566379,92.9890023566379,0.998296422487223,99.8296422487223,1.04712587194946,104.712587194946,-7,-0.2,4.7
"1127","Dennis","MA",2008,4768,655,584,162519997,745.7099993962,0.936370777690495,93.6370777690495,0.99488926746167,99.488926746167,1.03853294141267,103.853294141267,-6.4,-0.5,3.9
"1128","Dennis","MA",2009,4556,660,574,156449336,754.085309293968,0.894736842105263,89.4736842105263,0.977853492333901,97.7853492333901,1.0501970403659,105.01970403659,-10.5,-2.2,5
"1129","Dennis","MA",2010,4612,650,591,155996298,730.674689070697,0.9057344854674,90.57344854674,1.00681431005111,100.681431005111,1.01759361503909,101.759361503909,-9.4,0.7,1.8
"1130","Dennis","MA",2011,4695,657,599,160430237,715.944500509027,0.922034564021995,92.2034564021995,1.02044293015332,102.044293015332,0.997079224636791,99.7079224636791,-7.8,2,-0.3
"1131","Dennis","MA",2012,4697,672,590,164047720,717.443138757982,0.922427336999214,92.2427336999214,1.00511073253833,100.511073253833,0.999166343208435,99.9166343208435,-7.8,0.5,-0.1
"1132","Dennis","MA",2013,4790,705,581,175617588,741.809003378306,0.940691280439906,94.0691280439906,0.989778534923339,98.9778534923339,1.03310011515021,103.310011515021,-5.9,-1,3.3
"1133","Dennis","MA",2014,4871,722,581,182963025,747.56961340903,0.956598586017282,95.6598586017282,0.989778534923339,98.9778534923339,1.04112278252007,104.112278252007,-4.3,-1,4.1
"1134","Dennis","MA",2015,4888,753,575,191347582,778.74312813005,0.959937156323645,95.9937156323645,0.979557069846678,97.9557069846678,1.08453741014154,108.453741014154,-4,-2,8.5
"1135","Dennis","MA",2016,4991,773,582,200651652,789.467640527151,0.980164964650432,98.0164964650432,0.991482112436116,99.1482112436116,1.09947318868011,109.947318868011,-2,-0.9,9.9
"1136","Dennis","MA",2017,5086,792,591,209554844,792,0.998821681068342,99.8821681068342,1.00681431005111,100.681431005111,1.10299994671498,110.299994671498,-0.1,0.7,10.3
"1137","Dighton","MA",2003,1973,668,145,68582097,889.892173913043,1,100,1,100,1,100,0,0,0
"1138","Dighton","MA",2004,1858,623,148,60195505,808.41588141874,0.941713127217435,94.1713127217435,1.02068965517241,102.068965517241,0.908442511483122,90.8442511483122,-5.8,2.1,-9.2
"1139","Dighton","MA",2005,1863,653,156,63305362,819.576856118792,0.944247339077547,94.4247339077547,1.07586206896552,107.586206896552,0.920984451986963,92.0984451986963,-5.6,7.6,-7.9
"1140","Dighton","MA",2006,1845,680,159,65273039,826.793650793651,0.935124176381145,93.5124176381145,1.09655172413793,109.655172413793,0.929094192567247,92.9094192567247,-6.5,9.7,-7.1
"1141","Dighton","MA",2007,1788,694,164,64555608,820.447762633716,0.906234161175874,90.6234161175874,1.13103448275862,113.103448275862,0.921963117201081,92.1963117201081,-9.4,13.1,-7.8
"1142","Dighton","MA",2008,1860,712,163,68912074,810.6038466719,0.94272681196148,94.272681196148,1.12413793103448,112.413793103448,0.910901197284952,91.0901197284952,-5.7,12.4,-8.9
"1143","Dighton","MA",2009,1736,725,161,65467708,828.351286724434,0.879878357830715,87.9878357830715,1.11034482758621,111.034482758621,0.930844557360247,93.0844557360247,-12,11,-6.9
"1144","Dighton","MA",2010,1773,718,165,66219986,807.114502696555,0.89863152559554,89.863152559554,1.13793103448276,113.793103448276,0.906980111025702,90.6980111025702,-10.1,13.8,-9.3
"1145","Dighton","MA",2011,1757,724,173,66141346,788.955583513753,0.890522047643183,89.0522047643183,1.19310344827586,119.310344827586,0.886574358828833,88.6574358828833,-10.9,19.3,-11.3
"1146","Dighton","MA",2012,1782,731,166,67706669,780.432938142983,0.90319310694374,90.319310694374,1.1448275862069,114.48275862069,0.87699719249272,87.6997192492721,-9.7,14.5,-12.3
"1147","Dighton","MA",2013,1860,745,167,72090055,783.897457470692,0.94272681196148,94.272681196148,1.15172413793103,115.172413793103,0.880890382509748,88.0890382509748,-5.7,15.2,-11.9
"1148","Dighton","MA",2014,1861,826,175,79898443,855.252771019194,0.943233654333502,94.3233654333502,1.20689655172414,120.689655172414,0.961074606666634,96.1074606666634,-5.7,20.7,-3.9
"1149","Dighton","MA",2015,1794,840,191,78332313,868.717433770573,0.909275215408008,90.9275215408008,1.31724137931034,131.724137931034,0.976205274343115,97.6205274343115,-9.1,31.7,-2.4
"1150","Dighton","MA",2016,1761,845,193,77407533,863.001495789706,0.892549417131272,89.2549417131272,1.33103448275862,133.103448275862,0.969782093930444,96.9782093930444,-10.7,33.1,-3
"1151","Dighton","MA",2017,1796,863,206,80628768,863,0.910288900152053,91.0288900152053,1.42068965517241,142.068965517241,0.969780413064211,96.9780413064211,-9,42.1,-3
"1152","Douglas","MA",2003,820,637,142,27148402,848.594782608696,1,100,1,100,1,100,0,0,0
"1153","Douglas","MA",2004,968,641,151,32276046,831.773001588142,1.18048780487805,118.048780487805,1.06338028169014,106.338028169014,0.980176897896024,98.0176897896024,18,6.3,-2
"1154","Douglas","MA",2005,978,673,140,34247029,844.678750640041,1.19268292682927,119.268292682927,0.985915492957746,98.5915492957747,0.995385274516282,99.5385274516282,19.3,-1.4,-0.5
"1155","Douglas","MA",2006,927,692,155,33340028,841.384126984127,1.13048780487805,113.048780487805,1.09154929577465,109.154929577465,0.991502828237522,99.1502828237522,13,9.2,-0.8
"1156","Douglas","MA",2007,917,706,156,33652832,834.63417927868,1.11829268292683,111.829268292683,1.09859154929577,109.859154929577,0.983548563323593,98.3548563323593,11.8,9.9,-1.6
"1157","Douglas","MA",2008,854,740,148,32854770,842.481526035401,1.04146341463415,104.146341463415,1.04225352112676,104.225352112676,0.992796023851925,99.2796023851925,4.1,4.2,-0.7
"1158","Douglas","MA",2009,824,751,149,32160720,858.057677696621,1.00487804878049,100.487804878049,1.04929577464789,104.929577464789,1.01115125296768,101.115125296768,0.5,4.9,1.1
"1159","Douglas","MA",2010,832,765,153,33080674,859.947903290898,1.01463414634146,101.463414634146,1.07746478873239,107.746478873239,1.01337873024307,101.337873024307,1.5,7.7,1.3
"1160","Douglas","MA",2011,850,850,162,37581534,926.260008268908,1.03658536585366,103.658536585366,1.14084507042254,114.084507042254,1.0915221578684,109.15221578684,3.7,14.1,9.2
"1161","Douglas","MA",2012,875,858,151,39049358,916.021150378494,1.06707317073171,106.707317073171,1.06338028169014,106.338028169014,1.07945649578768,107.945649578768,6.7,6.3,7.9
"1162","Douglas","MA",2013,988,848,159,43590119,892.275226758586,1.20487804878049,120.487804878049,1.11971830985915,111.971830985916,1.05147385424126,105.147385424126,20.5,12,5.1
"1163","Douglas","MA",2014,979,840,164,42778292,869.748580697486,1.19390243902439,119.390243902439,1.15492957746479,115.492957746479,1.0249280322273,102.49280322273,19.4,15.5,2.5
"1164","Douglas","MA",2015,982,817,171,41728192,844.931123083998,1.19756097560976,119.756097560976,1.20422535211268,120.422535211268,0.995682674935339,99.5682674935339,19.8,20.4,-0.4
"1165","Douglas","MA",2016,999,816,176,42370374,833.383692975622,1.21829268292683,121.829268292683,1.23943661971831,123.943661971831,0.98207496682184,98.207496682184,21.8,23.9,-1.8
"1166","Douglas","MA",2017,1029,841,176,44990649,841,1.25487804878049,125.487804878049,1.23943661971831,123.943661971831,0.991050165798394,99.1050165798394,25.5,23.9,-0.9
"1167","Dover","MA",2003,852,905,168,40084819,1205.61739130435,1,100,1,100,1,100,0,0,0
"1168","Dover","MA",2004,907,951,179,44839730,1234.03451561673,1.06455399061033,106.455399061033,1.06547619047619,106.547619047619,1.02357059919452,102.357059919452,6.5,6.5,2.4
"1169","Dover","MA",2005,942,951,162,46581793,1193.59508448541,1.1056338028169,110.56338028169,0.964285714285714,96.4285714285714,0.990028091079597,99.0028091079597,10.6,-3.6,-1
"1170","Dover","MA",2006,848,885,160,39033733,1076.04761904762,0.995305164319249,99.5305164319249,0.952380952380952,95.2380952380952,0.892528282031045,89.2528282031045,-0.5,-4.8,-10.7
"1171","Dover","MA",2007,812,963,155,40668724,1138.45993575831,0.953051643192488,95.3051643192488,0.922619047619048,92.2619047619048,0.944296212023469,94.4296212023469,-4.7,-7.7,-5.6
"1172","Dover","MA",2008,804,968,153,40490616,1102.0569151382,0.943661971830986,94.3661971830986,0.910714285714286,91.0714285714286,0.914101706799281,91.4101706799281,-5.6,-8.9,-8.6
"1173","Dover","MA",2009,827,896,162,38532076,1023.72793504151,0.970657276995305,97.0657276995305,0.964285714285714,96.4285714285714,0.849131691716843,84.9131691716843,-2.9,-3.6,-15.1
"1174","Dover","MA",2010,821,966,182,41255393,1085.89499944968,0.963615023474178,96.3615023474178,1.08333333333333,108.333333333333,0.900696197053745,90.0696197053745,-3.6,8.3,-9.9
"1175","Dover","MA",2011,783,1045,179,42533156,1138.75495134236,0.919014084507042,91.9014084507042,1.06547619047619,106.547619047619,0.944540912859887,94.4540912859887,-8.1,6.5,-5.5
"1176","Dover","MA",2012,782,1120,168,45537994,1195.73856459664,0.917840375586854,91.7840375586855,1,100,0.991806001822001,99.1806001822001,-8.2,0,-0.8
"1177","Dover","MA",2013,841,1117,162,48847070,1175.32008052988,0.987089201877934,98.7089201877934,0.964285714285714,96.4285714285714,0.974869879123354,97.4869879123354,-1.3,-3.6,-2.5
"1178","Dover","MA",2014,905,1165,174,54827770,1206.25844822925,1.06220657276995,106.220657276995,1.03571428571429,103.571428571429,1.00053172501453,100.053172501453,6.2,3.6,0.1
"1179","Dover","MA",2015,945,1126,186,55329104,1164.49503622103,1.10915492957746,110.915492957746,1.10714285714286,110.714285714286,0.965891040242189,96.5891040242189,10.9,10.7,-3.4
"1180","Dover","MA",2016,977,1114,176,56612923,1137.73214947897,1.14671361502347,114.671361502347,1.04761904761905,104.761904761905,0.943692549298804,94.3692549298804,14.7,4.8,-5.6
"1181","Dover","MA",2017,1002,1139,174,59342871,1139,1.17605633802817,117.605633802817,1.03571428571429,103.571428571429,0.944744168602051,94.4744168602051,17.6,3.6,-5.5
"1182","Dracut","MA",2003,4947,665,587,170988295,885.895652173913,1,100,1,100,1,100,0,0,0
"1183","Dracut","MA",2004,5021,686,618,178972363,890.165802011646,1.01495856074389,101.495856074389,1.05281090289608,105.281090289608,1.0048201498983,100.48201498983,1.5,5.3,0.5
"1184","Dracut","MA",2005,5122,697,598,185762861,874.80102406554,1.03537497473216,103.537497473216,1.01873935264055,101.873935264055,0.987476371420102,98.7476371420102,3.5,1.9,-1.3
"1185","Dracut","MA",2006,5078,727,595,191905633,883.939682539683,1.02648069537093,102.648069537093,1.01362862010221,101.362862010221,0.997792099295859,99.7792099295859,2.6,1.4,-0.2
"1186","Dracut","MA",2007,5109,738,590,196132904,872.464623665249,1.03274711946634,103.274711946634,1.00511073253833,100.511073253833,0.984839040043028,98.4839040043028,3.3,0.5,-1.5
"1187","Dracut","MA",2008,5052,763,579,200349921,868.66676265542,1.0212249848393,102.12249848393,0.986371379897785,98.6371379897785,0.980552010300294,98.0552010300294,2.1,-1.4,-1.9
"1188","Dracut","MA",2009,4809,767,569,191756206,876.338533679505,0.972104305639782,97.2104305639782,0.969335604770017,96.9335604770017,0.989211913986759,98.9211913986759,-2.8,-3.1,-1.1
"1189","Dracut","MA",2010,4910,746,602,190462673,838.589720071908,0.992520719628057,99.2520719628057,1.02555366269165,102.555366269165,0.946601011094343,94.6601011094343,-0.7,2.6,-5.3
"1190","Dracut","MA",2011,5124,751,635,200154436,818.377960247,1.03577926015767,103.577926015767,1.08177172061329,108.177172061329,0.923785954066678,92.3785954066678,3.6,8.2,-7.6
