JURISDICTIONCODE,NAME,Year,Residential,Open_Space,Commercial,Industrial,Personal_Property,Total,Res_as_a___of_Total,CIP
033,Blandford,2017,"137,008,670",0,"6,393,193","470,200","27,847,468","171,719,531",79.79,20.21
034,Bolton,2003,"731,199,961",0,"64,239,570","4,780,000","10,896,179","811,115,710",90.15,9.85
034,Bolton,2004,"743,111,090",0,"66,089,232","4,862,000","19,850,840","833,913,162",89.11,10.89
034,Bolton,2005,"768,516,846",0,"68,937,708","4,893,000","34,699,256","877,046,810",87.63,12.37
034,Bolton,2006,"854,484,248",0,"56,980,485","15,409,800","34,503,615","961,378,148",88.88,11.12
034,Bolton,2007,"886,898,663",0,"53,022,737","15,116,700","32,574,631","987,612,731",89.80,10.20
034,Bolton,2008,"876,647,208",0,"44,343,994","15,147,800","33,211,158","969,350,160",90.44,9.56
034,Bolton,2009,"858,466,821",0,"48,112,979","16,245,600","49,122,436","971,947,836",88.32,11.68
034,Bolton,2010,"841,525,762",0,"45,727,538","13,091,400","31,179,096","931,523,796",90.34,9.66
034,Bolton,2011,"798,205,942",0,"41,290,479","12,190,800","26,447,941","878,135,162",90.90,9.10
034,Bolton,2012,"806,955,779",0,"40,349,181","11,398,100","21,673,179","880,376,239",91.66,8.34
034,Bolton,2013,"790,516,232",0,"38,847,574","11,210,100","19,170,486","859,744,392",91.95,8.05
034,Bolton,2014,"804,864,689",0,"40,565,856","11,356,000","16,901,084","873,687,629",92.12,7.88
034,Bolton,2015,"828,163,340",0,"39,549,302","11,209,600","19,879,234","898,801,476",92.14,7.86
034,Bolton,2016,"863,604,907",0,"40,092,272","11,321,600","19,588,177","934,606,956",92.40,7.60
034,Bolton,2017,"889,443,968",0,"40,197,431","11,069,500","20,801,740","961,512,639",92.50,7.50
035,Boston,2003,"35,147,998,112",0,"18,640,038,202","602,729,861","3,142,579,240","57,533,345,415",61.09,38.91
035,Boston,2004,"44,313,799,040",0,"17,761,725,236","642,200,851","3,424,004,600","66,141,729,727",67.00,33.00
035,Boston,2005,"46,816,632,714",0,"18,663,278,562","640,349,784","3,133,266,810","69,253,527,870",67.60,32.40
035,Boston,2006,"50,688,907,130",0,"20,041,911,428","679,680,119","3,327,502,660","74,738,001,337",67.82,32.18
035,Boston,2007,"59,293,474,356",0,"22,937,238,958","769,744,015","3,515,648,430","86,516,105,759",68.53,31.47
035,Boston,2008,"59,387,384,671",0,"26,011,519,799","875,893,608","3,792,498,760","90,067,296,838",65.94,34.06
035,Boston,2009,"57,465,173,918",0,"28,198,212,130","809,681,496","3,914,103,280","90,387,170,824",63.58,36.42
035,Boston,2010,"56,279,025,448",0,"25,931,406,498","798,981,631","4,247,118,470","87,256,532,047",64.50,35.50
035,Boston,2011,"56,563,231,063",0,"25,171,149,717","679,520,552","4,386,681,530","86,800,582,862",65.16,34.84
035,Boston,2012,"57,517,785,218",0,"25,790,869,236","675,290,093","4,516,465,740","88,500,410,287",64.99,35.01
035,Boston,2013,"60,147,396,114",0,"26,762,023,122","707,703,032","4,582,149,430","92,199,271,698",65.24,34.76
035,Boston,2014,"64,541,402,530",0,"29,631,862,869","707,563,713","4,951,983,447","99,832,812,559",64.65,35.35
035,Boston,2015,"72,346,068,366",0,"32,451,521,456","785,061,568","5,154,210,832","110,736,862,222",65.33,34.67
035,Boston,2016,"83,719,422,425",0,"38,031,832,832","908,352,119","5,387,473,327","128,047,080,703",65.38,34.62
035,Boston,2017,"93,462,190,788",0,"43,571,093,612","1,103,888,116","5,804,773,923","143,941,946,439",64.93,35.07
036,Bourne,2003,"2,600,848,928","806,100","263,052,832","20,572,900","64,764,890","2,950,045,650",88.19,11.81
036,Bourne,2004,"3,032,972,582","454,780","285,432,968","22,982,800","73,250,330","3,415,093,460",88.82,11.18
036,Bourne,2005,"3,572,807,952","609,460","319,706,968","26,922,220","80,046,050","4,000,092,650",89.33,10.67
036,Bourne,2006,"4,073,243,219","280,600","355,491,436","31,210,720","70,262,030","4,530,488,005",89.91,10.09
036,Bourne,2007,"4,298,715,115","311,500","376,809,785","34,114,210","72,729,670","4,782,680,280",89.89,10.11
036,Bourne,2008,"4,377,051,879","316,000","385,936,461","33,163,110","81,476,190","4,877,943,640",89.74,10.26
036,Bourne,2009,"4,089,345,385",0,"400,553,265","33,376,210","92,112,520","4,615,387,380",88.60,11.40
036,Bourne,2010,"4,085,719,149",0,"394,574,831","33,374,510","96,212,450","4,609,880,940",88.63,11.37
036,Bourne,2011,"3,870,024,721",0,"391,147,829","33,203,910","99,747,500","4,394,123,960",88.07,11.93
036,Bourne,2012,"3,578,236,558",0,"378,290,712","31,454,500","100,014,230","4,087,996,000",87.53,12.47
036,Bourne,2013,"3,577,954,295",0,"374,249,795","31,253,700","99,433,210","4,082,891,000",87.63,12.37
036,Bourne,2014,"3,604,363,498",0,"367,127,612","29,950,790","104,563,070","4,106,004,970",87.78,12.22
036,Bourne,2015,"3,586,158,706",0,"355,805,834","33,561,700","119,995,720","4,095,521,960",87.56,12.44
036,Bourne,2016,"3,698,572,542",0,"355,887,798","33,951,500","131,102,370","4,219,514,210",87.65,12.35
036,Bourne,2017,"3,847,498,941",0,"353,622,119","35,127,500","138,205,200","4,374,453,760",87.95,12.05
037,Boxborough,2003,"656,587,806",0,"75,740,920","118,246,490","7,374,610","857,949,826",76.53,23.47
037,Boxborough,2004,"668,458,861",0,"81,433,421","123,734,762","8,577,870","882,204,914",75.77,24.23
037,Boxborough,2005,"708,686,571",0,"80,829,539","128,815,714","8,866,140","927,197,964",76.43,23.57
037,Boxborough,2006,"782,105,788",0,"84,876,375","142,770,314","10,044,100","1,019,796,577",76.69,23.31
037,Boxborough,2007,"796,389,798",0,"80,697,358","141,013,607","9,994,460","1,028,095,223",77.46,22.54
037,Boxborough,2008,"811,347,716",0,"85,080,563","141,119,639","14,647,710","1,052,195,628",77.11,22.89
037,Boxborough,2009,"784,289,120",0,"90,390,037","145,949,404","18,360,190","1,038,988,751",75.49,24.51
037,Boxborough,2010,"722,063,119",0,"81,176,198","138,354,394","19,737,030","961,330,741",75.11,24.89
037,Boxborough,2011,"716,783,627",0,"74,329,816","129,915,715","22,556,930","943,586,088",75.96,24.04
037,Boxborough,2012,"711,519,586",0,"75,754,031","128,070,575","28,972,060","944,316,252",75.35,24.65
037,Boxborough,2013,"711,136,122",0,"77,494,492","126,975,375","29,343,438","944,949,427",75.26,24.74
037,Boxborough,2014,"705,315,134",0,"75,493,992","129,656,875","30,266,632","940,732,633",74.98,25.02
037,Boxborough,2015,"739,270,008",0,"74,982,861","129,891,560","32,854,874","976,999,303",75.67,24.33
037,Boxborough,2016,"774,674,620",0,"83,321,803","124,411,197","35,694,786","1,018,102,406",76.09,23.91
037,Boxborough,2017,"809,814,667",0,"81,195,715","124,597,990","38,367,652","1,053,976,024",76.83,23.17
038,Boxford,2003,"1,368,876,300","2,455,800","13,522,500","596,500","15,730,568","1,401,181,668",97.87,2.13
038,Boxford,2004,"1,381,153,400","2,129,900","11,936,200","572,100","17,356,479","1,413,148,079",97.89,2.11
038,Boxford,2005,"1,643,083,800","2,368,600","12,857,600","648,100","32,094,717","1,691,052,817",97.30,2.70
038,Boxford,2006,"1,828,642,700",0,"14,300,900","616,200","31,676,038","1,875,235,838",97.52,2.48
038,Boxford,2007,"1,831,450,300",0,"13,444,700","611,000","34,134,181","1,879,640,181",97.44,2.56
038,Boxford,2008,"1,839,702,500",0,"13,466,800","630,000","36,389,628","1,890,188,928",97.33,2.67
038,Boxford,2009,"1,763,664,900",0,"13,464,900","1,226,500","41,963,201","1,820,319,501",96.89,3.11
038,Boxford,2010,"1,686,610,900",0,"13,348,500","1,121,700","45,075,377","1,746,156,477",96.59,3.41
038,Boxford,2011,"1,566,557,900",0,"13,033,500","1,066,500","41,873,079","1,622,530,979",96.55,3.45
038,Boxford,2012,"1,554,923,800",0,"13,187,900","1,060,200","43,049,231","1,612,221,131",96.45,3.55
038,Boxford,2013,"1,522,724,200",0,"12,695,900","1,065,500","42,133,021","1,578,618,621",96.46,3.54
038,Boxford,2014,"1,501,249,000",0,"12,803,900","1,065,500","41,268,595","1,556,386,995",96.46,3.54
038,Boxford,2015,"1,572,013,300",0,"12,823,800","1,065,500","39,395,651","1,625,298,251",96.72,3.28
038,Boxford,2016,"1,615,343,000",0,"12,985,700","1,065,500","39,223,541","1,668,617,741",96.81,3.19
038,Boxford,2017,"1,664,441,900",0,"12,819,600","1,065,500","38,964,712","1,717,291,712",96.92,3.08
039,Boylston,2003,"387,375,254","339,600","27,058,946","12,780,100","6,122,149","433,676,049",89.40,10.60
039,Boylston,2004,"487,243,251","475,300","31,468,349","15,480,600","9,669,396","544,336,896",89.60,10.40
039,Boylston,2005,"572,310,582","712,700","33,398,518","16,573,200","7,843,700","630,838,700",90.84,9.16
039,Boylston,2006,"596,793,813","712,700","33,812,587","16,591,100","8,324,000","656,234,200",91.05,8.95
039,Boylston,2007,"653,662,622","712,700","36,063,278","18,230,200","7,434,400","716,103,200",91.38,8.62
039,Boylston,2008,"663,921,764",0,"36,688,076","18,943,300","9,501,600","729,054,740",91.07,8.93
039,Boylston,2009,"622,620,121",0,"36,511,119","18,598,500","14,905,900","692,635,640",89.89,10.11
039,Boylston,2010,"619,934,921",0,"37,255,519","19,153,100","12,654,000","688,997,540",89.98,10.02
039,Boylston,2011,"529,033,814",0,"32,148,826","16,825,500","12,318,700","590,326,840",89.62,10.38
039,Boylston,2012,"533,662,138",0,"31,767,702","16,381,300","12,977,700","594,788,840",89.72,10.28
039,Boylston,2013,"531,772,498",0,"32,817,602","16,413,600","13,955,700","594,959,400",89.38,10.62
039,Boylston,2014,"536,902,144",0,"29,288,056","14,158,100","13,798,800","594,147,100",90.37,9.63
039,Boylston,2015,"544,712,764",0,"29,482,436","14,158,100","11,942,100","600,295,400",90.74,9.26
039,Boylston,2016,"588,599,830",0,"32,723,070","14,631,800","12,272,000","648,226,700",90.80,9.20
039,Boylston,2017,"635,634,838",0,"33,784,562","15,187,600","11,574,200","696,181,200",91.30,8.70
040,Braintree,2003,"3,058,585,167",0,"815,178,573","170,234,550","46,063,970","4,090,062,260",74.78,25.22
040,Braintree,2004,"3,234,740,307",0,"822,851,708","169,224,250","51,903,536","4,278,719,801",75.60,24.40
040,Braintree,2005,"3,816,730,562",0,"803,790,978","171,059,625","58,953,330","4,850,534,495",78.69,21.31
040,Braintree,2006,"4,398,266,375",0,"914,089,440","192,596,650","63,261,160","5,568,213,625",78.99,21.01
040,Braintree,2007,"4,440,944,260",0,"906,688,005","191,245,200","66,247,340","5,605,124,805",79.23,20.77
040,Braintree,2008,"4,435,836,632",0,"907,253,337","189,911,800","70,461,720","5,603,463,489",79.16,20.84
040,Braintree,2009,"4,318,764,733",0,"933,566,836","193,093,000","91,904,620","5,537,329,189",77.99,22.01
040,Braintree,2010,"4,151,406,685",0,"932,243,691","192,792,100","83,075,790","5,359,518,266",77.46,22.54
040,Braintree,2011,"3,998,205,703",0,"937,402,065","192,184,900","93,061,520","5,220,854,188",76.58,23.42
040,Braintree,2012,"4,069,650,840",0,"932,748,073","181,064,400","95,068,610","5,278,531,923",77.10,22.90
040,Braintree,2013,"3,929,047,295",0,"934,953,167","182,850,700","97,088,850","5,143,940,012",76.38,23.62
040,Braintree,2014,"3,983,279,285",0,"942,124,005","179,476,200","96,048,240","5,200,927,730",76.59,23.41
040,Braintree,2015,"4,352,696,656",0,"997,106,201","190,799,500","87,817,050","5,628,419,407",77.33,22.67
040,Braintree,2016,"4,586,821,359",0,"1,031,327,521","199,981,850","94,335,830","5,912,466,560",77.58,22.42
040,Braintree,2017,"4,929,037,567",0,"1,040,225,465","198,891,500","100,886,290","6,269,040,822",78.63,21.37
041,Brewster,2003,"2,105,255,727",0,"115,858,013","5,405,000","43,301,830","2,269,820,570",92.75,7.25
041,Brewster,2004,"2,412,448,967",0,"122,625,053","9,865,600","47,489,480","2,592,429,100",93.06,6.94
041,Brewster,2005,"3,026,822,332",0,"127,322,428","10,423,700","55,439,560","3,220,008,020",94.00,6.00
041,Brewster,2006,"3,446,053,665",0,"141,716,615","8,155,000","56,318,470","3,652,243,750",94.35,5.65
041,Brewster,2007,"3,663,604,330",0,"156,038,020","9,314,100","32,062,000","3,861,018,450",94.89,5.11
041,Brewster,2008,"3,659,276,435",0,"159,793,855","9,391,500","30,530,330","3,858,992,120",94.82,5.18
041,Brewster,2009,"3,587,865,966",0,"161,870,154","10,129,700","33,795,470","3,793,661,290",94.58,5.42
041,Brewster,2010,"3,539,749,545",0,"164,629,445","10,086,100","38,376,280","3,752,841,370",94.32,5.68
041,Brewster,2011,"3,227,010,196",0,"151,680,284","9,300,200","39,616,660","3,427,607,340",94.15,5.85
041,Brewster,2012,"3,153,569,867",0,"146,327,053","8,886,500","37,398,990","3,346,182,410",94.24,5.76
041,Brewster,2013,"3,062,749,028",0,"141,858,222","9,755,400","37,604,460","3,251,967,110",94.18,5.82
041,Brewster,2014,"3,117,618,427",0,"147,017,123","9,128,100","39,350,890","3,313,114,540",94.10,5.90
041,Brewster,2015,"3,180,645,100",0,"147,080,880","9,188,400","42,830,310","3,379,744,690",94.11,5.89
041,Brewster,2016,"3,269,388,067",0,"150,511,013","10,683,200","44,071,390","3,474,653,670",94.09,5.91
041,Brewster,2017,"3,410,315,173",0,"147,314,177","11,642,000","49,886,920","3,619,158,270",94.23,5.77
042,Bridgewater,2003,"1,719,516,968",0,"102,274,632","43,588,000","40,319,500","1,905,699,100",90.23,9.77
042,Bridgewater,2004,"1,742,198,823",0,"106,025,177","43,490,400","42,871,760","1,934,586,160",90.06,9.94
042,Bridgewater,2005,"2,156,061,454",0,"109,806,966","44,678,500","43,449,480","2,353,996,400",91.59,8.41
042,Bridgewater,2006,"2,468,339,839",0,"141,477,371","63,144,100","52,458,870","2,725,420,180",90.57,9.43
042,Bridgewater,2007,"2,510,492,784",0,"143,423,216","65,632,700","49,229,650","2,768,778,350",90.67,9.33
042,Bridgewater,2008,"2,441,020,387",0,"145,547,923","64,580,500","52,940,450","2,704,089,260",90.27,9.73
042,Bridgewater,2009,"2,313,353,326",0,"169,143,214","71,301,600","62,870,630","2,616,668,770",88.41,11.59
042,Bridgewater,2010,"2,147,538,115",0,"166,446,655","68,650,400","63,032,010","2,445,667,180",87.81,12.19
042,Bridgewater,2011,"2,052,517,912",0,"161,736,288","67,150,600","60,063,170","2,341,467,970",87.66,12.34
042,Bridgewater,2012,"2,009,484,573",0,"160,983,127","71,533,720","61,579,020","2,303,580,440",87.23,12.77
042,Bridgewater,2013,"1,969,013,554",0,"169,266,776","69,297,020","61,643,120","2,269,220,470",86.77,13.23
042,Bridgewater,2014,"1,972,183,412",0,"173,107,868","69,981,520","57,617,110","2,272,889,910",86.77,13.23
042,Bridgewater,2015,"2,034,310,900",0,"177,749,900","69,625,820","87,307,870","2,368,994,490",85.87,14.13
042,Bridgewater,2016,"2,167,087,390",0,"181,352,460","75,395,870","89,152,910","2,512,988,630",86.24,13.76
042,Bridgewater,2017,"2,285,434,313",0,"194,316,077","79,820,790","89,816,300","2,649,387,480",86.26,13.74
043,Brimfield,2003,"209,296,630",0,"18,976,118","3,516,200","7,630,970","239,419,918",87.42,12.58
043,Brimfield,2004,"215,218,555",0,"17,890,697","3,516,200","9,386,670","246,012,122",87.48,12.52
043,Brimfield,2005,"289,537,015",0,"21,400,971","4,249,400","8,628,640","323,816,026",89.41,10.59
043,Brimfield,2006,"339,679,610",0,"22,268,600","4,407,400","9,030,840","375,386,450",90.49,9.51
043,Brimfield,2007,"368,363,935",0,"23,562,810","4,671,100","9,302,110","405,899,955",90.75,9.25
043,Brimfield,2008,"388,900,755",0,"25,195,664","4,626,300","10,198,350","428,921,069",90.67,9.33
043,Brimfield,2009,"394,631,555",0,"25,411,203","4,626,300","12,759,630","437,428,688",90.22,9.78
043,Brimfield,2010,"399,235,005",0,"27,274,142","4,809,400","12,628,210","443,946,757",89.93,10.07
043,Brimfield,2011,"359,292,870",0,"26,459,116","4,810,400","12,423,040","402,985,426",89.16,10.84
043,Brimfield,2012,"355,507,600",0,"26,573,537","4,810,400","13,466,200","400,357,737",88.80,11.20
043,Brimfield,2013,"359,459,650",0,"26,739,040","4,812,000","14,946,370","405,957,060",88.55,11.45
043,Brimfield,2014,"339,598,725",0,"25,720,659","4,697,700","14,704,400","384,721,484",88.27,11.73
043,Brimfield,2015,"341,671,695",0,"25,597,129","10,755,300","14,634,730","392,658,854",87.01,12.99
043,Brimfield,2016,"343,462,965",0,"26,042,828","10,755,300","14,375,860","394,636,953",87.03,12.97
043,Brimfield,2017,"359,485,290",0,"26,982,821","10,631,500","16,708,660","413,808,271",86.87,13.13
044,Brockton,2003,"4,042,030,277",0,"675,579,359","167,021,120","117,675,130","5,002,305,886",80.80,19.20
044,Brockton,2004,"4,811,922,754",0,"711,927,394","174,494,770","123,340,910","5,821,685,828",82.66,17.34
044,Brockton,2005,"5,551,909,221",0,"802,974,170","193,043,280","131,713,090","6,679,639,761",83.12,16.88
044,Brockton,2006,"6,453,734,585",0,"946,350,385","228,562,900","129,070,070","7,757,717,940",83.19,16.81
044,Brockton,2007,"6,889,436,784",0,"972,891,339","227,608,595","140,311,030","8,230,247,748",83.71,16.29
044,Brockton,2008,"6,671,400,820",0,"1,094,754,760","245,987,270","144,616,700","8,156,759,550",81.79,18.21
044,Brockton,2009,"5,747,722,410",0,"1,028,389,930","229,330,470","168,780,780","7,174,223,590",80.12,19.88
044,Brockton,2010,"4,553,399,820",0,"931,408,442","199,506,867","183,886,760","5,868,201,889",77.59,22.41
044,Brockton,2011,"4,418,508,735",0,"856,543,630","173,723,200","180,413,520","5,629,189,085",78.49,21.51
044,Brockton,2012,"4,384,690,287",0,"900,004,754","168,430,670","181,508,380","5,634,634,091",77.82,22.18
044,Brockton,2013,"4,229,251,707",0,"897,846,485","166,354,430","192,787,250","5,486,239,872",77.09,22.91
044,Brockton,2014,"4,128,790,690",0,"891,028,561","162,872,640","179,487,000","5,362,178,891",77.00,23.00
044,Brockton,2015,"4,223,387,010",0,"884,092,011","159,914,300","195,574,810","5,462,968,131",77.31,22.69
044,Brockton,2016,"4,840,391,720",0,"888,502,695","152,811,160","222,598,360","6,104,303,935",79.29,20.71
044,Brockton,2017,"5,387,552,045",0,"895,678,654","157,625,900","247,740,790","6,688,597,389",80.55,19.45
045,Brookfield,2003,"127,205,260",0,"7,645,523","760,000","4,120,596","139,731,379",91.04,8.96
045,Brookfield,2004,"179,762,496",0,"8,256,831","984,900","4,593,787","193,598,014",92.85,7.15
045,Brookfield,2005,"190,151,767",0,"8,261,361","1,062,900","4,647,765","204,123,793",93.16,6.84
045,Brookfield,2006,"243,154,435",0,"10,111,850","1,476,900","4,673,632","259,416,817",93.73,6.27
045,Brookfield,2007,"281,587,311",0,"10,929,283","1,821,877","4,563,914","298,902,385",94.21,5.79
045,Brookfield,2008,"288,930,097",0,"10,659,217","1,883,977","5,186,252","306,659,543",94.22,5.78
045,Brookfield,2009,"289,521,145",0,"11,049,123","2,254,677","6,205,927","309,030,872",93.69,6.31
045,Brookfield,2010,"274,153,545",0,"10,704,727","2,155,477","6,119,414","293,133,163",93.53,6.47
045,Brookfield,2011,"274,556,132",0,"10,694,461","2,210,577","6,733,465","294,194,635",93.32,6.68
045,Brookfield,2012,"247,214,325",0,"9,683,332","2,052,524","6,592,007","265,542,188",93.10,6.90
045,Brookfield,2013,"236,258,766",0,"9,172,932","1,968,982","6,123,170","253,523,850",93.19,6.81
045,Brookfield,2014,"228,487,386",0,"8,889,683","1,928,958","6,691,990","245,998,017",92.88,7.12
045,Brookfield,2015,"229,781,888",0,"9,573,845","2,193,958","6,352,837","247,902,528",92.69,7.31
045,Brookfield,2016,"230,979,828",0,"9,419,364","2,430,000","6,241,733","249,070,925",92.74,7.26
045,Brookfield,2017,"236,419,934",0,"9,370,919","2,317,500","7,702,902","255,811,255",92.42,7.58
046,Brookline,2003,"9,552,578,400",0,"833,233,700","11,753,000","115,122,800","10,512,687,900",90.87,9.13
046,Brookline,2004,"10,587,621,430",0,"901,587,200","12,290,000","121,773,270","11,623,271,900",91.09,8.91
046,Brookline,2005,"11,483,130,900",0,"998,574,600","13,632,500","120,372,980","12,615,710,980",91.02,8.98
046,Brookline,2006,"12,858,695,600",0,"1,119,575,900","11,543,600","113,524,250","14,103,339,350",91.17,8.83
046,Brookline,2007,"13,056,159,600",0,"1,148,982,800","11,602,700","119,514,350","14,336,259,450",91.07,8.93
046,Brookline,2008,"12,916,786,200",0,"1,174,959,500","11,696,900","128,054,780","14,231,497,380",90.76,9.24
046,Brookline,2009,"13,352,327,800",0,"1,210,911,200","13,407,000","132,665,180","14,709,311,180",90.77,9.23
046,Brookline,2010,"13,453,462,600",0,"1,236,446,900","13,522,800","138,212,160","14,841,644,460",90.65,9.35
046,Brookline,2011,"13,550,832,800",0,"1,216,769,000","13,417,000","145,418,280","14,926,437,080",90.78,9.22
046,Brookline,2012,"13,824,754,700",0,"1,246,068,700","14,135,000","179,205,020","15,264,163,420",90.57,9.43
046,Brookline,2013,"14,045,797,140",0,"1,274,617,400","14,225,100","184,589,740","15,519,229,380",90.51,9.49
046,Brookline,2014,"14,744,840,400",0,"1,392,313,500","13,929,900","191,578,140","16,342,661,940",90.22,9.78
046,Brookline,2015,"16,146,706,900",0,"1,612,812,500","16,298,900","198,236,538","17,974,054,838",89.83,10.17
046,Brookline,2016,"17,723,210,800",0,"1,748,141,400","12,993,500","207,182,876","19,691,528,576",90.00,10.00
046,Brookline,2017,"19,477,019,400",0,"1,942,174,300","14,618,500","230,816,841","21,664,629,041",89.90,10.10
047,Buckland,2003,"85,803,355",0,"5,124,569","9,998,060","7,070,660","107,996,644",79.45,20.55
047,Buckland,2004,"109,202,350",0,"6,613,166","12,907,200","8,346,960","137,069,676",79.67,20.33
047,Buckland,2005,"119,515,217",0,"6,780,968","12,914,300","8,352,510","147,562,995",80.99,19.01
047,Buckland,2006,"143,519,897",0,"7,041,444","14,755,560","8,958,620","174,275,521",82.35,17.65
047,Buckland,2007,"168,420,505",0,"8,134,080","27,177,070","4,334,091","208,065,746",80.95,19.05
047,Buckland,2008,"170,612,845",0,"8,159,718","26,990,070","4,670,261","210,432,894",81.08,18.92
047,Buckland,2009,"172,083,755",0,"8,419,387","26,990,070","5,520,731","213,013,943",80.79,19.21
047,Buckland,2010,"175,528,250",0,"8,585,801","26,839,380","5,933,460","216,886,891",80.93,19.07
047,Buckland,2011,"174,921,320",0,"8,933,709","26,839,380","6,264,401","216,958,810",80.62,19.38
047,Buckland,2012,"170,911,947",0,"8,725,023","26,839,380","6,264,759","212,741,109",80.34,19.66
047,Buckland,2013,"171,181,187",0,"8,530,899","26,839,380","6,289,997","212,841,463",80.43,19.57
047,Buckland,2014,"168,308,712",0,"9,175,201","26,694,869","4,557,574","208,736,356",80.63,19.37
047,Buckland,2015,"168,502,767",0,"9,339,138","25,479,852","4,853,660","208,175,417",80.94,19.06
047,Buckland,2016,"170,335,087",0,"9,249,067","25,479,852","4,849,162","209,913,168",81.15,18.85
047,Buckland,2017,"169,567,088",0,"9,642,079","23,674,600","4,896,531","207,780,298",81.61,18.39
048,Burlington,2003,"2,286,662,934",0,"1,153,652,451","178,026,500","120,924,890","3,739,266,775",61.15,38.85
048,Burlington,2004,"2,505,182,556",0,"1,049,436,629","242,097,600","149,268,592","3,945,985,377",63.49,36.51
048,Burlington,2005,"2,705,838,231",0,"948,607,334","236,666,200","129,753,280","4,020,865,045",67.29,32.71
048,Burlington,2006,"3,006,687,085",0,"937,510,580","224,742,100","110,817,230","4,279,756,995",70.25,29.75
048,Burlington,2007,"3,153,355,610",0,"1,021,337,855","230,982,000","109,074,580","4,514,750,045",69.85,30.15
048,Burlington,2008,"3,100,676,555",0,"1,204,863,610","190,844,300","115,680,810","4,612,065,275",67.23,32.77
048,Burlington,2009,"3,101,128,425",0,"1,383,575,440","202,918,400","132,268,300","4,819,890,565",64.34,35.66
048,Burlington,2010,"2,938,363,015",0,"1,267,650,950","176,476,500","136,843,360","4,519,333,825",65.02,34.98
048,Burlington,2011,"2,880,926,535",0,"1,276,438,427","173,181,200","138,221,020","4,468,767,182",64.47,35.53
048,Burlington,2012,"2,948,417,550",0,"1,340,593,248","178,475,200","131,561,270","4,599,047,268",64.11,35.89
048,Burlington,2013,"2,981,261,150",0,"1,366,644,948","177,084,100","138,298,620","4,663,288,818",63.93,36.07
048,Burlington,2014,"3,040,672,350",0,"1,405,152,603","171,648,200","149,821,880","4,767,295,033",63.78,36.22
048,Burlington,2015,"3,318,511,275",0,"1,641,350,579","177,610,700","152,236,170","5,289,708,724",62.74,37.26
048,Burlington,2016,"3,396,245,775",0,"1,805,825,709","171,725,500","161,002,910","5,534,799,894",61.36,38.64
048,Burlington,2017,"3,604,357,624",0,"1,899,398,165","177,095,736","165,475,930","5,846,327,455",61.65,38.35
049,Cambridge,2003,"10,819,610,842",0,"5,098,026,024","1,465,171,700","367,927,030","17,750,735,596",60.95,39.05
049,Cambridge,2004,"12,157,499,831",0,"4,817,575,569","1,807,628,600","443,868,680","19,226,572,680",63.23,36.77
049,Cambridge,2005,"13,871,143,472",0,"4,979,978,681","2,029,558,921","467,319,450","21,348,000,524",64.98,35.02
049,Cambridge,2006,"13,961,700,133",0,"4,929,916,582","2,350,438,485","604,842,810","21,846,898,010",63.91,36.09
049,Cambridge,2007,"14,135,494,855",0,"4,929,254,804","2,443,044,985","659,340,690","22,167,135,334",63.77,36.23
049,Cambridge,2008,"14,426,863,938",0,"5,541,379,658","2,836,456,180","736,495,790","23,541,195,566",61.28,38.72
049,Cambridge,2009,"14,650,543,720",0,"5,606,217,089","2,851,077,812","768,220,000","23,876,058,621",61.36,38.64
049,Cambridge,2010,"14,894,312,603",0,"5,560,488,691","2,905,823,212","911,076,100","24,271,700,606",61.36,38.64
049,Cambridge,2011,"14,823,583,710",0,"5,528,883,160","2,849,991,288","959,619,440","24,162,077,598",61.35,38.65
049,Cambridge,2012,"15,018,134,067",0,"5,492,364,037","2,985,476,645","950,980,250","24,446,954,999",61.43,38.57
049,Cambridge,2013,"15,566,609,253",0,"5,405,660,055","3,171,456,253","1,070,246,940","25,213,972,501",61.74,38.26
049,Cambridge,2014,"16,642,348,024",0,"5,936,084,416","3,503,030,118","1,080,186,230","27,161,648,788",61.27,38.73
049,Cambridge,2015,"18,562,023,898",0,"6,577,555,346","3,913,738,477","1,089,862,800","30,143,180,521",61.58,38.42
049,Cambridge,2016,"21,583,664,356",0,"7,187,358,349","4,686,764,025","1,222,273,950","34,680,060,680",62.24,37.76
049,Cambridge,2017,"24,497,668,162",0,"7,998,123,445","5,747,325,311","1,386,831,270","39,629,948,188",61.82,38.18
050,Canton,2003,"1,803,051,300",0,"280,791,100","301,049,100","55,517,100","2,440,408,600",73.88,26.12
050,Canton,2004,"2,613,432,533",0,"365,829,167","365,939,000","66,383,800","3,411,584,500",76.60,23.40
050,Canton,2005,"2,805,680,375",0,"367,284,365","362,683,800","71,194,260","3,606,842,800",77.79,22.21
050,Canton,2006,"3,062,033,400",0,"371,465,220","359,086,100","70,616,260","3,863,200,980",79.26,20.74
050,Canton,2007,"3,283,433,296",0,"429,076,734","409,121,100","87,302,190","4,208,933,320",78.01,21.99
050,Canton,2008,"3,203,773,709",0,"435,216,821","399,643,400","91,515,750","4,130,149,680",77.57,22.43
050,Canton,2009,"3,234,696,626",0,"429,321,664","389,319,700","120,258,560","4,173,596,550",77.50,22.50
050,Canton,2010,"3,032,221,732",0,"455,712,638","378,970,320","122,726,290","3,989,630,980",76.00,24.00
050,Canton,2011,"3,044,468,807",0,"442,405,763","360,889,000","126,905,510","3,974,669,080",76.60,23.40
