"","Municipal","County","State","Region","Five Year Average","Five_Year_Average","Estimate; Median household income in the past 12 months (inflation-adjusted dollars)","Margin of Error; Median household income in the past 12 months (inflation-adjusted dollars)"
"365","Easthampton","Hampshire County","MA","Easthampton","2006-2010",2010,54657,5195
"366","Easthampton","Hampshire County","MA","Easthampton","2007-2011",2011,53185,6182
"367","Easthampton","Hampshire County","MA","Easthampton","2008-2012",2012,55621,3697
"368","Easthampton","Hampshire County","MA","Easthampton","2005-2009",2009,50257,7186
"369","Easton","Bristol County","MA","Easton","2005-2009",2009,84375,9482
"370","Easton","Bristol County","MA","Easton","2006-2010",2010,86050,7711
"371","Easton","Bristol County","MA","Easton","2007-2011",2011,89714,7259
"372","Easton","Bristol County","MA","Easton","2008-2012",2012,95523,9666
"373","Edgartown","Dukes County","MA","Edgartown","2005-2009",2009,69286,17281
"374","Edgartown","Dukes County","MA","Edgartown","2006-2010",2010,67625,18878
"375","Edgartown","Dukes County","MA","Edgartown","2007-2011",2011,74214,13548
"376","Edgartown","Dukes County","MA","Edgartown","2008-2012",2012,63378,13280
"377","Egremont","Berkshire County","MA","Egremont","2005-2009",2009,54914,6724
"378","Egremont","Berkshire County","MA","Egremont","2006-2010",2010,51856,3511
"379","Egremont","Berkshire County","MA","Egremont","2007-2011",2011,50848,7847
"380","Egremont","Berkshire County","MA","Egremont","2008-2012",2012,53015,7762
"381","Erving","Franklin County","MA","Erving","2005-2009",2009,49076,5731
"382","Erving","Franklin County","MA","Erving","2006-2010",2010,51458,4919
"383","Erving","Franklin County","MA","Erving","2007-2011",2011,53661,6387
"384","Erving","Franklin County","MA","Erving","2008-2012",2012,52875,8241
"385",NA,"Essex County","MA","Essex County","2005-2009",2009,64280,812
"386",NA,"Essex County","MA","Essex County","2006-2010",2010,64153,773
"387",NA,"Essex County","MA","Essex County","2007-2011",2011,65785,866
"388",NA,"Essex County","MA","Essex County","2008-2012",2012,66918,856
"389","Essex","Essex County","MA","Essex","2005-2009",2009,76594,12299
"390","Essex","Essex County","MA","Essex","2006-2010",2010,76989,10722
"391","Essex","Essex County","MA","Essex","2007-2011",2011,79492,17642
"392","Essex","Essex County","MA","Essex","2008-2012",2012,82009,14442
"393","Everett","Middlesex County","MA","Everett","2005-2009",2009,49830,5579
"394","Everett","Middlesex County","MA","Everett","2006-2010",2010,49737,3697
"395","Everett","Middlesex County","MA","Everett","2007-2011",2011,48319,4217
"396","Everett","Middlesex County","MA","Everett","2008-2012",2012,49702,3111
"397","Fairhaven","Bristol County","MA","Fairhaven","2005-2009",2009,55309,4992
"398","Fairhaven","Bristol County","MA","Fairhaven","2006-2010",2010,54144,5281
"399","Fairhaven","Bristol County","MA","Fairhaven","2007-2011",2011,60179,7876
"400","Fairhaven","Bristol County","MA","Fairhaven","2008-2012",2012,59933,4297
"401","Fall River","Bristol County","MA","Fall River","2005-2009",2009,35814,1739
"402","Fall River","Bristol County","MA","Fall River","2006-2010",2010,34236,1564
"403","Fall River","Bristol County","MA","Fall River","2007-2011",2011,34789,1647
"404","Fall River","Bristol County","MA","Fall River","2008-2012",2012,34437,1635
"405","Falmouth","Barnstable County","MA","Falmouth","2005-2009",2009,62686,3346
"406","Falmouth","Barnstable County","MA","Falmouth","2006-2010",2010,62392,3499
"407","Falmouth","Barnstable County","MA","Falmouth","2007-2011",2011,61244,4007
"408","Falmouth","Barnstable County","MA","Falmouth","2008-2012",2012,61173,4284
"409","Fitchburg","Worcester County","MA","Fitchburg","2005-2009",2009,47369,2395
"410","Fitchburg","Worcester County","MA","Fitchburg","2006-2010",2010,47019,2796
"411","Fitchburg","Worcester County","MA","Fitchburg","2007-2011",2011,48064,3056
"412","Fitchburg","Worcester County","MA","Fitchburg","2008-2012",2012,47442,2889
"413","Florida","Berkshire County","MA","Florida","2005-2009",2009,53850,10279
"414","Florida","Berkshire County","MA","Florida","2006-2010",2010,53333,16194
"415","Florida","Berkshire County","MA","Florida","2007-2011",2011,46458,10555
"416","Florida","Berkshire County","MA","Florida","2008-2012",2012,49191,12224
"417","Foxborough","Norfolk County","MA","Foxborough","2005-2009",2009,90601,6835
"418","Foxborough","Norfolk County","MA","Foxborough","2006-2010",2010,93397,5496
"419","Foxborough","Norfolk County","MA","Foxborough","2007-2011",2011,92370,6973
"420","Foxborough","Norfolk County","MA","Foxborough","2008-2012",2012,90914,9866
"421","Framingham","Middlesex County","MA","Framingham","2005-2009",2009,64708,2600
"422","Framingham","Middlesex County","MA","Framingham","2006-2010",2010,64061,2526
"423","Framingham","Middlesex County","MA","Framingham","2007-2011",2011,66047,3120
"424","Framingham","Middlesex County","MA","Framingham","2008-2012",2012,68906,3469
"425",NA,"Franklin County","MA","Franklin County","2005-2009",2009,52185,1509
"426",NA,"Franklin County","MA","Franklin County","2006-2010",2010,52002,1718
"427",NA,"Franklin County","MA","Franklin County","2007-2011",2011,52246,1241
