"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property","Total_Assessed_Pct_Change","Total_Assessed_Million","Residential_Million","Open_Space_Million","Commercial_Million","Industrial_Million","Personal_Property_Million"
"Berkley","Bristol","MA",2018,806562118,0,16548803,4681599,26993082,854785602,94.36,5.64,806562118,0,16548803,4681599,26993082,854785602,94.36,0,1.94,0.55,3.16,64.4,854.79,806.56,0,16.55,4.68,26.99
"Dartmouth","Bristol","MA",2003,2401341900,0,366227400,58133000,97275026,2922977326,82.15,17.85,3277140003,0,499794912,79334800,132752391,3989022105,82.15,0,12.53,1.99,3.33,0,3989.02,3277.14,0,499.79,79.33,132.75
"Dartmouth","Bristol","MA",2004,3379309900,0,433904500,68950200,110188278,3992352878,84.64,15.36,4492156543,0,576794374,91656315,146474579,5307081811,84.64,0,10.87,1.73,2.76,33,5307.08,4492.16,0,576.79,91.66,146.47
"Dartmouth","Bristol","MA",2005,4022463700,0,483298300,73660400,125338890,4704761290,85.5,14.5,5171883217,0,621400851,94708869,161154494,6049147431,85.5,0,10.27,1.57,2.66,51.6,6049.15,5171.88,0,621.4,94.71,161.15
"Dartmouth","Bristol","MA",2006,4649872100,0,533948900,83549300,129604320,5396974620,86.16,13.84,5791743221,0,665070964,104066538,161431309,6722312033,86.16,0,9.89,1.55,2.4,68.5,6722.31,5791.74,0,665.07,104.07,161.43
"Dartmouth","Bristol","MA",2007,4811562100,0,621307400,87067300,94519620,5614456420,85.7,14.3,5827169238,0,752450721,105445151,114470480,6799535590,85.7,0,11.07,1.55,1.68,70.5,6799.54,5827.17,0,752.45,105.45,114.47
"Dartmouth","Bristol","MA",2008,4906000115,0,696912360,92400125,101838800,5797151400,84.63,15.37,5721847679,0,812806008,107765884,118774172,6761193744,84.63,0,12.02,1.59,1.76,69.5,6761.19,5721.85,0,812.81,107.77,118.77
"Dartmouth","Bristol","MA",2009,4705358624,0,682583101,91068375,113174480,5592184580,84.14,15.86,5507434559,0,798936290,106591900,132466214,6545428963,84.14,0,12.21,1.63,2.02,64.1,6545.43,5507.43,0,798.94,106.59,132.47
"Dartmouth","Bristol","MA",2010,4431609385,0,660620515,86940200,113470460,5292640560,83.73,16.27,5103313543,0,760751530,100117827,130669309,6094852208,83.73,0,12.48,1.64,2.14,52.8,6094.85,5103.31,0,760.75,100.12,130.67
"Dartmouth","Bristol","MA",2011,4241271068,0,629552657,80649275,123138650,5074611650,83.58,16.42,4734674085,0,702790886,90031509,137463832,5664960312,83.58,0,12.41,1.59,2.43,42,5664.96,4734.67,0,702.79,90.03,137.46
"Dartmouth","Bristol","MA",2012,4169958440,0,617400635,79169425,120635480,4987163980,83.61,16.39,4560684312,0,675251188,86587615,131939047,5454462162,83.61,0,12.38,1.59,2.42,36.7,5454.46,4560.68,0,675.25,86.59,131.94
"Dartmouth","Bristol","MA",2013,4075025030,0,607532845,77969725,131827270,4892354870,83.29,16.71,4392515830,0,654866564,84044453,142098114,5273524961,83.29,0,12.42,1.59,2.69,32.2,5273.52,4392.52,0,654.87,84.04,142.1
"Dartmouth","Bristol","MA",2014,3977667874,0,602717226,74892900,131862590,4787140590,83.09,16.91,4219131213,0,639305025,79439255,139867276,5077742769,83.09,0,12.59,1.56,2.75,27.3,5077.74,4219.13,0,639.31,79.44,139.87
"Dartmouth","Bristol","MA",2015,4161832225,0,618296450,76205625,154450330,5010784630,83.06,16.94,4409241550,0,655052451,80735837,163631972,5308661809,83.06,0,12.34,1.52,3.08,33.1,5308.66,4409.24,0,655.05,80.74,163.63
"Dartmouth","Bristol","MA",2016,4293239689,0,664099761,80161050,187569250,5225069750,82.17,17.83,4491796233,0,694813479,83868390,196244075,5466722178,82.17,0,12.71,1.53,3.59,37,5466.72,4491.8,0,694.81,83.87,196.24
"Dartmouth","Bristol","MA",2017,4505272520,0,663643930,78922250,203685620,5451524320,82.64,17.36,4615312772,0,679853281,80849908,208660595,5584676556,82.64,0,12.17,1.45,3.74,40,5584.68,4615.31,0,679.85,80.85,208.66
"Dartmouth","Bristol","MA",2018,4685183530,0,656179195,78461075,209202260,5629026060,83.23,16.77,4685183530,0,656179195,78461075,209202260,5629026060,83.23,0,11.66,1.39,3.72,41.1,5629.03,4685.18,0,656.18,78.46,209.2
"Dighton","Bristol","MA",2003,370512246,0,19872667,35246700,12875748,438507361,84.49,15.51,505642492,0,27120466,48101593,17571687,598436239,84.49,0,4.53,8.04,2.94,0,598.44,505.64,0,27.12,48.1,17.57
"Dighton","Bristol","MA",2004,544629291,0,25376880,37952400,14361791,622320362,87.52,12.48,723982146,0,33733786,50450573,19091298,827257804,87.52,0,4.08,6.1,2.31,38.2,827.26,723.98,0,33.73,50.45,19.09
"Dighton","Bristol","MA",2005,632682983,0,27873047,39913629,19257373,719727032,87.91,12.09,813472226,0,35837774,51318954,24760170,925389124,87.91,0,3.87,5.55,2.68,54.6,925.39,813.47,0,35.84,51.32,24.76
"Dighton","Bristol","MA",2006,785027459,0,32175526,41813900,19693817,878710702,89.34,10.66,977806995,0,40076884,52082158,24530036,1094496073,89.34,0,3.66,4.76,2.24,82.9,1094.5,977.81,0,40.08,52.08,24.53
"Dighton","Bristol","MA",2007,858746224,0,35613755,51887900,20345188,966593067,88.84,11.16,1040007273,0,43130978,62840210,24639577,1170618038,88.84,0,3.68,5.37,2.1,95.6,1170.62,1040.01,0,43.13,62.84,24.64
"Dighton","Bristol","MA",2008,843532129,0,34304468,47127400,20184882,945148879,89.25,10.75,983808039,0,40009159,54964492,23541545,1102323235,89.25,0,3.63,4.99,2.14,84.2,1102.32,983.81,0,40.01,54.96,23.54
"Dighton","Bristol","MA",2009,842072267,0,34334394,46213500,25404355,948024516,88.82,11.18,985611996,0,40187038,54091058,29734784,1109624877,88.82,0,3.62,4.87,2.68,85.4,1109.62,985.61,0,40.19,54.09,29.73
"Dighton","Bristol","MA",2010,788995737,0,34004723,56589800,25207163,904797423,87.2,12.8,908584733,0,39158858,65167181,29027842,1041938614,87.2,0,3.76,6.25,2.79,74.1,1041.94,908.58,0,39.16,65.17,29.03
"Dighton","Bristol","MA",2011,765525707,0,32780936,60877300,29277720,888461663,86.16,13.84,854582192,0,36594466,67959385,32683707,991819750,86.16,0,3.69,6.85,3.3,65.7,991.82,854.58,0,36.59,67.96,32.68
"Dighton","Bristol","MA",2012,720258196,0,31212776,58515000,28815090,838801062,85.87,14.13,787746521,0,34137419,63997866,31515069,917396876,85.87,0,3.72,6.98,3.44,53.3,917.4,787.75,0,34.14,64,31.52
"Dighton","Bristol","MA",2013,716338850,0,29757220,37514312,51069260,834679642,85.82,14.18,772149794,0,32075646,40437104,55048136,899710680,85.82,0,3.57,4.49,6.12,50.3,899.71,772.15,0,32.08,40.44,55.05
"Dighton","Bristol","MA",2014,690067968,0,29381924,37260584,50856500,807566976,85.45,14.55,731958372,0,31165546,39522478,53943731,856590128,85.45,0,3.64,4.61,6.3,43.1,856.59,731.96,0,31.17,39.52,53.94
"Dighton","Bristol","MA",2015,720555281,0,29028722,37051540,51994750,838630293,85.92,14.08,763390284,0,30754399,39254151,55085693,888484526,85.92,0,3.46,4.42,6.2,48.5,888.48,763.39,0,30.75,39.25,55.09
"Dighton","Bristol","MA",2016,732529380,0,29762077,30001840,63932640,856225937,85.55,14.45,766407876,0,31138533,31389385,66889438,895825232,85.55,0,3.48,3.5,7.47,49.7,895.83,766.41,0,31.14,31.39,66.89
"Dighton","Bristol","MA",2017,771608730,0,30313823,30215750,68834660,900972963,85.64,14.36,790455097,0,31054231,30953763,70515931,922979022,85.64,0,3.36,3.35,7.64,54.2,922.98,790.46,0,31.05,30.95,70.52
"Dighton","Bristol","MA",2018,837688240,0,30234096,30198950,73774310,971895596,86.19,13.81,837688240,0,30234096,30198950,73774310,971895596,86.19,0,3.11,3.11,7.59,62.4,971.9,837.69,0,30.23,30.2,73.77
"Easton","Bristol","MA",2003,1764657514,0,113178136,78434300,30485720,1986755670,88.82,11.18,2408249209,0,154455555,107040227,41604227,2711349218,88.82,0,5.7,3.95,1.53,0,2711.35,2408.25,0,154.46,107.04,41.6
"Easton","Bristol","MA",2004,2131964115,0,133505035,90370400,30180560,2386020110,89.35,10.65,2834045066,0,177469819,120130440,40119375,3171764700,89.35,0,5.6,3.79,1.26,17,3171.76,2834.05,0,177.47,120.13,40.12
"Easton","Bristol","MA",2005,2449202227,0,142081273,90670900,31338520,2713292920,90.27,9.73,3149062077,0,182681015,116580121,40293506,3488616719,90.27,0,5.24,3.34,1.15,28.7,3488.62,3149.06,0,182.68,116.58,40.29
"Easton","Bristol","MA",2006,2653638797,0,157472853,92069600,32291970,2935473220,90.4,9.6,3305294035,0,196143530,114679172,40221923,3656338660,90.4,0,5.36,3.14,1.1,34.9,3656.34,3305.29,0,196.14,114.68,40.22
"Easton","Bristol","MA",2007,2951258429,0,232286221,117162300,32530920,3333237870,88.54,11.46,3574199392,0,281316357,141892495,39397429,4036805673,88.54,0,6.97,3.51,0.98,48.9,4036.81,3574.2,0,281.32,141.89,39.4
"Easton","Bristol","MA",2008,2874267282,0,249757168,116885400,35923230,3276833080,87.71,12.29,3352246064,0,291290754,136322959,41897115,3821756892,87.71,0,7.62,3.57,1.1,41,3821.76,3352.25,0,291.29,136.32,41.9
"Easton","Bristol","MA",2009,2777962328,0,254533622,114173700,46306980,3192976630,87,13,3251494084,0,297921450,133635761,54200473,3737251768,87,0,7.97,3.58,1.45,37.8,3737.25,3251.49,0,297.92,133.64,54.2
"Easton","Bristol","MA",2010,2652565868,0,252177682,108077100,45844510,3058665160,86.72,13.28,3054618343,0,290400545,124458471,52793215,3522270574,86.72,0,8.24,3.53,1.5,29.9,3522.27,3054.62,0,290.4,124.46,52.79
"Easton","Bristol","MA",2011,2522205303,0,258981847,104840100,54520480,2940547730,85.77,14.23,2815622933,0,289110179,117036543,60863053,3282632709,85.77,0,8.81,3.57,1.85,21.1,3282.63,2815.62,0,289.11,117.04,60.86
"Easton","Bristol","MA",2012,2539049148,0,256332052,98337800,53717892,2947436892,86.14,13.86,2776958520,0,280350412,107552070,58751268,3223612271,86.14,0,8.7,3.34,1.82,18.9,3223.61,2776.96,0,280.35,107.55,58.75
"Easton","Bristol","MA",2013,2468113384,0,257075416,102405800,53579003,2881173603,85.66,14.34,2660407489,0,277104515,110384377,57753417,3105649798,85.66,0,8.92,3.55,1.86,14.5,3105.65,2660.41,0,277.1,110.38,57.75
"Easton","Bristol","MA",2014,2427547874,0,244338126,101373900,55056207,2828316107,85.83,14.17,2574911564,0,259170611,107527777,58398380,3000008333,85.83,0,8.64,3.58,1.95,10.6,3000.01,2574.91,0,259.17,107.53,58.4
"Easton","Bristol","MA",2015,2506248279,0,243868421,101794400,64767189,2916678289,85.93,14.07,2655237753,0,258365719,107845793,68617418,3090066683,85.93,0,8.36,3.49,2.22,14,3090.07,2655.24,0,258.37,107.85,68.62
"Easton","Bristol","MA",2016,2722173311,0,244730485,101945300,65404250,3134253346,86.85,13.15,2848070155,0,256048940,106660133,68429108,3279208335,86.85,0,7.81,3.25,2.09,20.9,3279.21,2848.07,0,256.05,106.66,68.43
"Easton","Bristol","MA",2017,2814243524,0,250766676,103775300,67938300,3236723800,86.95,13.05,2882980779,0,256891595,106309988,69597677,3315780039,86.95,0,7.75,3.21,2.1,22.3,3315.78,2882.98,0,256.89,106.31,69.6
"Easton","Bristol","MA",2018,2955586214,0,250692686,103572800,67371641,3377223341,87.52,12.48,2955586214,0,250692686,103572800,67371641,3377223341,87.52,0,7.42,3.07,1.99,24.6,3377.22,2955.59,0,250.69,103.57,67.37
"Fairhaven","Bristol","MA",2003,1038083400,0,192396100,16925300,22588773,1269993573,81.74,18.26,1416684828,0,262565258,23098159,30827169,1733175414,81.74,0,15.15,1.33,1.78,0,1733.18,1416.68,0,262.57,23.1,30.83
"Fairhaven","Bristol","MA",2004,1159501600,0,193136800,16704100,28446349,1397788849,82.95,17.05,1541339165,0,256739028,22204957,37814068,1858097218,82.95,0,13.82,1.2,2.04,7.2,1858.1,1541.34,0,256.74,22.2,37.81
"Fairhaven","Bristol","MA",2005,1582158983,0,211446721,19611075,28273670,1841490449,85.92,14.08,2034261115,0,271867649,25214942,36352875,2367696581,85.92,0,11.48,1.06,1.54,36.6,2367.7,2034.26,0,271.87,25.21,36.35
"Fairhaven","Bristol","MA",2006,1718388814,0,217141843,21984605,28587950,1986103212,86.52,13.48,2140374305,0,270465460,27383374,35608305,2473831445,86.52,0,10.93,1.11,1.44,42.7,2473.83,2140.37,0,270.47,27.38,35.61
"Fairhaven","Bristol","MA",2007,1857031601,0,224474642,22186105,31002430,2134694778,86.99,13.01,2249007120,0,271855938,26869068,37546311,2585278437,86.99,0,10.52,1.04,1.45,49.2,2585.28,2249.01,0,271.86,26.87,37.55
"Fairhaven","Bristol","MA",2008,1929294056,0,256160046,25410400,32407730,2243272232,86,14,2250127692,0,298758404,29636045,37797002,2616319143,86,0,11.42,1.13,1.44,51,2616.32,2250.13,0,298.76,29.64,37.8
"Fairhaven","Bristol","MA",2009,1884061962,0,256291596,24985660,36597300,2201936518,85.56,14.44,2205219366,0,299979089,29244718,42835680,2577278853,85.56,0,11.64,1.13,1.66,48.7,2577.28,2205.22,0,299.98,29.24,42.84
"Fairhaven","Bristol","MA",2010,1816496043,0,249034838,25049460,38884910,2129465251,85.3,14.7,2091824448,0,286781336,28846236,44778741,2452230761,85.3,0,11.69,1.18,1.83,41.5,2452.23,2091.82,0,286.78,28.85,44.78
"Fairhaven","Bristol","MA",2011,1724276967,0,239591430,26374100,39721120,2029963617,84.94,15.06,1924868593,0,267464002,29442298,44342027,2266116920,84.94,0,11.8,1.3,1.96,30.7,2266.12,1924.87,0,267.46,29.44,44.34
"Fairhaven","Bristol","MA",2012,1664771423,0,224805506,22344020,39093870,1951014819,85.33,14.67,1820760811,0,245869823,24437659,42756973,2133825266,85.33,0,11.52,1.15,2,23.1,2133.83,1820.76,0,245.87,24.44,42.76
"Fairhaven","Bristol","MA",2013,1643990895,0,219538434,22767220,34650340,1920946889,85.58,14.42,1772076485,0,236642975,24541045,37349996,2070610501,85.58,0,11.43,1.19,1.8,19.5,2070.61,1772.08,0,236.64,24.54,37.35
"Fairhaven","Bristol","MA",2014,1571013997,0,220752337,23865720,33438560,1849070614,84.96,15.04,1666382011,0,234153053,25314483,35468439,1961317986,84.96,0,11.94,1.29,1.81,13.2,1961.32,1666.38,0,234.15,25.31,35.47
"Fairhaven","Bristol","MA",2015,1567999037,0,218119781,23992820,34135920,1844247558,85.02,14.98,1661212209,0,231086394,25419126,36165205,1953882935,85.02,0,11.83,1.3,1.85,12.7,1953.88,1661.21,0,231.09,25.42,36.17
"Fairhaven","Bristol","MA",2016,1616429584,0,219211587,22951620,34334530,1892927321,85.39,14.61,1691187272,0,229349827,24013101,35922456,1980472656,85.39,0,11.58,1.21,1.81,14.3,1980.47,1691.19,0,229.35,24.01,35.92
"Fairhaven","Bristol","MA",2017,1676161570,0,227818355,27289080,39938840,1971207845,85.03,14.97,1717101433,0,233382766,27955610,40914337,2019354146,85.03,0,11.56,1.38,2.03,16.5,2019.35,1717.1,0,233.38,27.96,40.91
"Fairhaven","Bristol","MA",2018,1735546770,0,237524890,28231100,45814500,2047117260,84.78,15.22,1735546770,0,237524890,28231100,45814500,2047117260,84.78,0,11.6,1.38,2.24,18.1,2047.12,1735.55,0,237.52,28.23,45.81
"Fall River","Bristol","MA",2003,2294795000,0,414155600,224573800,102027347,3035551747,75.6,24.4,3131734174,0,565203099,306478550,139237940,4142653764,75.6,0,13.64,7.4,3.36,0,4142.65,3131.73,0,565.2,306.48,139.24
"Fall River","Bristol","MA",2004,3317318300,0,480386900,261494300,112072160,4171271660,79.53,20.47,4409750378,0,638583977,347607460,148978845,5544920660,79.53,0,11.52,6.27,2.69,33.8,5544.92,4409.75,0,638.58,347.61,148.98
"Fall River","Bristol","MA",2005,4039789765,0,555502269,300319000,107996952,5003607986,80.74,19.26,5194160207,0,714237113,386135193,138857095,6433389609,80.74,0,11.1,6,2.16,55.3,6433.39,5194.16,0,714.24,386.14,138.86
"Fall River","Bristol","MA",2006,4814438740,0,670169194,358998000,116441550,5960047484,80.78,19.22,5996722563,0,834742936,447157296,145036152,7423658946,80.78,0,11.24,6.02,1.95,79.2,7423.66,5996.72,0,834.74,447.16,145.04
"Fall River","Bristol","MA",2007,5300041412,0,743653813,394946720,120030620,6558672565,80.81,19.19,6418754998,0,900621572,478310646,145366249,7943053466,80.81,0,11.34,6.02,1.83,91.7,7943.05,6418.75,0,900.62,478.31,145.37
"Fall River","Bristol","MA",2008,5434653412,0,756315519,387529791,138193640,6716692362,80.91,19.09,6338413837,0,882087667,451974395,161174672,7833650571,80.91,0,11.26,5.77,2.06,89.1,7833.65,6338.41,0,882.09,451.97,161.17
"Fall River","Bristol","MA",2009,5110606514,0,753380255,400850991,164602160,6429439920,79.49,20.51,5981761048,0,881801534,469180094,192660262,7525402937,79.49,0,11.72,6.23,2.56,81.7,7525.4,5981.76,0,881.8,469.18,192.66
"Fall River","Bristol","MA",2010,4827510645,0,732368366,389956504,167207810,6117043325,78.92,21.08,5559222014,0,843374286,449062662,192551691,7044210653,78.92,0,11.97,6.37,2.73,70,7044.21,5559.22,0,843.37,449.06,192.55
"Fall River","Bristol","MA",2011,4519417253,0,700184782,364056604,162884890,5746543529,78.65,21.35,5045178062,0,781639912,406408678,181833902,6415060554,78.65,0,12.18,6.34,2.83,54.9,6415.06,5045.18,0,781.64,406.41,181.83
"Fall River","Bristol","MA",2012,4249645442,0,698532199,354749740,202698610,5505625991,77.19,22.81,4647838001,0,763984794,387989856,221691507,6021504158,77.19,0,12.69,6.44,3.68,45.4,6021.5,4647.84,0,763.98,387.99,221.69
"Fall River","Bristol","MA",2013,4119571498,0,689757777,343751580,157494420,5310575275,77.57,22.43,4440532975,0,743497753,370533738,169765027,5724329492,77.57,0,12.99,6.47,2.97,38.2,5724.33,4440.53,0,743.5,370.53,169.77
"Fall River","Bristol","MA",2014,4043478165,0,701672194,333272164,155439300,5233861823,77.26,22.74,4288936501,0,744267030,353503368,164875204,5551582103,77.26,0,13.41,6.37,2.97,34,5551.58,4288.94,0,744.27,353.5,164.88
"Fall River","Bristol","MA",2015,3959436036,0,714364926,324406564,190868458,5189075984,76.3,23.7,4194813472,0,756831930,343691630,202215056,5497552087,76.3,0,13.77,6.25,3.68,32.7,5497.55,4194.81,0,756.83,343.69,202.22
"Fall River","Bristol","MA",2016,3998537645,0,709790064,320149648,183039060,5211516417,76.73,23.27,4183464617,0,742616897,334956137,191504370,5452542021,76.73,0,13.62,6.14,3.51,31.6,5452.54,4183.46,0,742.62,334.96,191.5
"Fall River","Bristol","MA",2017,4050862045,0,700612039,312971584,190725330,5255170998,77.08,22.92,4149803425,0,717724328,320615843,195383753,5383527349,77.08,0,13.33,5.96,3.63,30,5383.53,4149.8,0,717.72,320.62,195.38
"Fall River","Bristol","MA",2018,4132300393,0,693240707,310199300,185243890,5320984290,77.66,22.34,4132300393,0,693240707,310199300,185243890,5320984290,77.66,0,13.03,5.83,3.48,28.4,5320.98,4132.3,0,693.24,310.2,185.24
"Freetown","Bristol","MA",2003,530137009,0,35575691,28633900,22481790,616828390,85.95,14.05,723484315,0,48550571,39077026,30681168,841793079,85.95,0,5.77,4.64,3.64,0,841.79,723.48,0,48.55,39.08,30.68
"Freetown","Bristol","MA",2004,814406423,0,51530977,38150500,31823220,935911120,87.02,12.98,1082600072,0,68500736,50713910,42302982,1244117700,87.02,0,5.51,4.08,3.4,47.8,1244.12,1082.6,0,68.5,50.71,42.3
"Freetown","Bristol","MA",2005,913616274,0,51157366,59725100,36596680,1061095420,86.1,13.9,1174682241,0,65775590,76791555,47054186,1364303572,86.1,0,4.82,5.63,3.45,62.1,1364.3,1174.68,0,65.78,76.79,47.05
"Freetown","Bristol","MA",2006,1017992995,0,54972215,71973100,37428310,1182366620,86.1,13.9,1267981979,0,68471766,89647566,46619596,1472720907,86.1,0,4.65,6.09,3.17,75,1472.72,1267.98,0,68.47,89.65,46.62
"Freetown","Bristol","MA",2007,1199523856,0,62702344,100893700,41638730,1404758630,85.39,14.61,1452715016,0,75937328,122189978,50427683,1701270005,85.39,0,4.46,7.18,2.96,102.1,1701.27,1452.72,0,75.94,122.19,50.43
"Freetown","Bristol","MA",2008,1156505844,0,61819656,101650900,42069560,1362045960,84.91,15.09,1348827991,0,72100010,118555025,49065554,1588548580,84.91,0,4.54,7.46,3.09,88.7,1588.55,1348.83,0,72.1,118.56,49.07
"Freetown","Bristol","MA",2009,1069011072,0,64389498,102572200,49845300,1285818070,83.14,16.86,1251234814,0,75365339,120056668,58341935,1504998756,83.14,0,5.01,7.98,3.88,78.8,1505,1251.23,0,75.37,120.06,58.34
"Freetown","Bristol","MA",2010,1043173361,0,63941609,98995300,54292570,1260402840,82.77,17.23,1201288353,0,73633313,114000132,62521758,1451443556,82.77,0,5.07,7.85,4.31,72.4,1451.44,1201.29,0,73.63,114,62.52
"Freetown","Bristol","MA",2011,966418512,0,60564748,90144900,57330420,1174458580,82.29,17.71,1078845613,0,67610473,100631795,63999883,1311087764,82.29,0,5.16,7.68,4.88,55.7,1311.09,1078.85,0,67.61,100.63,64
"Freetown","Bristol","MA",2012,933326905,0,59872735,88691570,56379310,1138270520,82,18,1020779808,0,65482821,97001986,61662062,1244926677,82,0,5.26,7.79,4.95,47.9,1244.93,1020.78,0,65.48,97,61.66
"Freetown","Bristol","MA",2013,912108430,0,60138350,88077130,55449270,1115773180,81.75,18.25,983172051,0,64823811,94939340,59769399,1202704602,81.75,0,5.39,7.89,4.97,42.9,1202.7,983.17,0,64.82,94.94,59.77
"Freetown","Bristol","MA",2014,924835939,0,60727011,86958720,54544150,1127065820,82.06,17.94,980977875,0,64413429,92237527,57855239,1195484070,82.06,0,5.39,7.72,4.84,42,1195.48,980.98,0,64.41,92.24,57.86
"Freetown","Bristol","MA",2015,954410115,0,61583305,106510800,53985170,1176489390,81.12,18.88,1011147136,0,65244261,112842570,57194438,1246428405,81.12,0,5.23,9.05,4.59,48.1,1246.43,1011.15,0,65.24,112.84,57.19
"Freetown","Bristol","MA",2016,978577639,0,61620711,111865910,55479720,1207543980,81.04,18.96,1023835535,0,64470586,117039557,58045582,1263391260,81.04,0,5.1,9.26,4.59,50.1,1263.39,1023.84,0,64.47,117.04,58.05
"Freetown","Bristol","MA",2017,1017060945,0,64032485,116246630,61486460,1258826520,80.79,19.21,1041902426,0,65596464,119085927,62988253,1289573070,80.79,0,5.09,9.23,4.88,53.2,1289.57,1041.9,0,65.6,119.09,62.99
"Freetown","Bristol","MA",2018,1047580092,0,63384548,139460710,68330760,1318756110,79.44,20.56,1047580092,0,63384548,139460710,68330760,1318756110,79.44,0,4.81,10.58,5.18,56.7,1318.76,1047.58,0,63.38,139.46,68.33
"Mansfield","Bristol","MA",2003,1602941991,0,118488809,331978800,57587390,2110996990,75.93,24.07,2187554101,0,161703094,453055438,78590200,2880902832,75.93,0,5.61,15.73,2.73,0,2880.9,2187.55,0,161.7,453.06,78.59
"Mansfield","Bristol","MA",2004,1619414444,0,119059456,336742700,83973700,2159190300,75,25,2152706738,0,158267140,447636046,111627231,2870237155,75,0,5.51,15.6,3.89,-0.4,2870.24,2152.71,0,158.27,447.64,111.63
"Mansfield","Bristol","MA",2005,2434930869,0,180093631,417350400,70436880,3102811780,78.47,21.53,3130712677,0,231555409,536608330,90564227,3989440643,78.47,0,5.8,13.45,2.27,38.5,3989.44,3130.71,0,231.56,536.61,90.56
"Mansfield","Bristol","MA",2006,2635477268,0,196424032,439315400,89541940,3360758640,78.42,21.58,3282672571,0,244659967,547198275,111530793,4186061606,78.42,0,5.84,13.07,2.66,45.3,4186.06,3282.67,0,244.66,547.2,111.53
"Mansfield","Bristol","MA",2007,2708936962,0,194021438,420330900,106613600,3429902900,78.98,21.02,3280729586,0,234974782,509052827,129117213,4153874408,78.98,0,5.66,12.25,3.11,44.2,4153.87,3280.73,0,234.97,509.05,129.12
"Mansfield","Bristol","MA",2008,2791625853,0,234959947,439170800,110092230,3575848830,78.07,21.93,3255861707,0,274032816,512203091,128400113,4170497727,78.07,0,6.57,12.28,3.08,44.8,4170.5,3255.86,0,274.03,512.2,128.4
"Mansfield","Bristol","MA",2009,2678976374,0,240615626,435839800,119537210,3474969010,77.09,22.91,3135634974,0,281630991,510133099,139913536,4067312600,77.09,0,6.92,12.54,3.44,41.2,4067.31,3135.63,0,281.63,510.13,139.91
"Mansfield","Bristol","MA",2010,2487620328,0,240702672,427691700,118766810,3274781510,75.96,24.04,2864671817,0,277186254,492517425,136768433,3771143929,75.96,0,7.35,13.06,3.63,30.9,3771.14,2864.67,0,277.19,492.52,136.77
"Mansfield","Bristol","MA",2011,2357532386,0,243287674,351410900,111857430,3064088390,76.94,23.06,2631792997,0,271590244,392291852,124870226,3420545318,76.94,0,7.94,11.47,3.65,18.7,3420.55,2631.79,0,271.59,392.29,124.87
"Mansfield","Bristol","MA",2012,2347976731,0,254869369,343661700,132913980,3079421780,76.25,23.75,2567982582,0,278750676,375862864,145368044,3367964167,76.25,0,8.28,11.16,4.32,16.9,3367.96,2567.98,0,278.75,375.86,145.37
"Mansfield","Bristol","MA",2013,2331032387,0,256749813,346454500,152636540,3086873240,75.51,24.49,2512646324,0,276753544,373447246,164528663,3327375776,75.51,0,8.32,11.22,4.94,15.5,3327.38,2512.65,0,276.75,373.45,164.53
"Mansfield","Bristol","MA",2014,2305372792,0,249072208,344656200,138949932,3038051132,75.88,24.12,2445319874,0,264192074,365578469,147384853,3222475270,75.88,0,8.2,11.34,4.57,11.9,3222.48,2445.32,0,264.19,365.58,147.38
"Mansfield","Bristol","MA",2015,2430631636,0,250306104,344394100,152601890,3177933730,76.48,23.52,2575125912,0,265186104,364867369,161673647,3366853032,76.48,0,7.88,10.84,4.8,16.9,3366.85,2575.13,0,265.19,364.87,161.67
"Mansfield","Bristol","MA",2016,2565349386,0,271202334,351543700,140348970,3328444390,77.07,22.93,2683993335,0,283745076,367802122,146839921,3482380453,77.07,0,8.15,10.56,4.22,20.9,3482.38,2683.99,0,283.75,367.8,146.84
"Mansfield","Bristol","MA",2017,2741091571,0,282749485,397561100,148533420,3569935576,76.78,23.22,2808042106,0,289655577,407271439,152161315,3657130437,76.78,0,7.92,11.14,4.16,26.9,3657.13,2808.04,0,289.66,407.27,152.16
"Mansfield","Bristol","MA",2018,2849941308,0,282593996,394706600,134786160,3662028064,77.82,22.18,2849941308,0,282593996,394706600,134786160,3662028064,77.82,0,7.72,10.78,3.68,27.1,3662.03,2849.94,0,282.59,394.71,134.79
"New Bedford","Bristol","MA",2003,2916107960,0,372966340,196738400,119119740,3604932440,80.89,19.11,3979647400,0,508991624,268491247,162564133,4919694403,80.89,0,10.35,5.46,3.3,0,4919.69,3979.65,0,508.99,268.49,162.56
"New Bedford","Bristol","MA",2004,3725567919,0,455411981,223124800,130603700,4534708400,82.16,17.84,4952441416,0,605384523,296602431,173613040,6028041409,82.16,0,10.04,4.92,2.88,22.5,6028.04,4952.44,0,605.38,296.6,173.61
"New Bedford","Bristol","MA",2005,4315305448,0,503177052,237504100,124280790,5180267390,83.3,16.7,5548404532,0,646959959,305370927,159794042,6660529460,83.3,0,9.71,4.58,2.4,35.4,6660.53,5548.4,0,646.96,305.37,159.79
